iso_o,iso_d,year,FLOWU,FLOWP,fx_GBR
EGY,BGR,1969,13000000,5416671,.41666698
EGY,BGR,1970,10000000,4166669.8,.41666698
EGY,CZSK,1960,22000000,7857145.5,.35714298
EGY,CZSK,1961,50000000,17857150,.35714298
EGY,CZSK,1962,25000000,8928575,.35714298
EGY,CZSK,1963,33000000,11785719,.35714298
EGY,CZSK,1964,31000000,11071433,.35714298
EGY,CZSK,1965,29000000,10357147,.35714298
EGY,CZSK,1966,50000000,17857150,.35714298
EGY,CZSK,1967,40000000,14484134,.36210334
EGY,CZSK,1968,38000000,15833345,.41666698
EGY,CZSK,1969,37000000,15416678,.41666698
EGY,CZSK,1970,39000000,16250012,.41666698
EGY,EDEU,1960,31000000,11071433,.35714298
EGY,EDEU,1961,18000000,6428573.5,.35714298
EGY,EDEU,1962,17000000,6071430.5,.35714298
EGY,EDEU,1963,15000000,5357145,.35714298
EGY,EDEU,1964,19000000,6785716.5,.35714298
EGY,EDEU,1965,25000000,8928575,.35714298
EGY,EDEU,1966,23000000,8214288.5,.35714298
EGY,EDEU,1967,26000000,9414687,.36210334
EGY,EDEU,1968,28000000,11666676,.41666698
EGY,EDEU,1969,40000000,16666679,.41666698
EGY,EDEU,1970,45000000,18750014,.41666698
EGY,HUN,1960,8000000,2857144,.35714298
EGY,HUN,1961,10000000,3571429.8,.35714298
EGY,HUN,1962,6000000,2142858,.35714298
EGY,HUN,1963,12000000,4285716,.35714298
EGY,HUN,1964,14000000,5000002,.35714298
EGY,HUN,1965,8000000,2857144,.35714298
EGY,HUN,1966,16000000,5714288,.35714298
EGY,HUN,1967,13000000,4707343.5,.36210334
EGY,HUN,1968,8000000,3333336,.41666698
EGY,HUN,1969,9000000,3750002.8,.41666698
EGY,HUN,1970,18000000,7500005.5,.41666698
EGY,POL,1960,11000000,3928572.8,.35714298
EGY,POL,1961,10000000,3571429.8,.35714298
EGY,POL,1962,7000000,2500001,.35714298
EGY,POL,1963,11000000,3928572.8,.35714298
EGY,POL,1964,13000000,4642859,.35714298
EGY,POL,1965,17000000,6071430.5,.35714298
EGY,POL,1966,15000000,5357145,.35714298
EGY,POL,1967,13000000,4707343.5,.36210334
EGY,POL,1968,22000000,9166674,.41666698
EGY,POL,1969,25000000,10416675,.41666698
EGY,POL,1970,20000000,8333339.5,.41666698
EGY,ROM,1960,8000000,2857144,.35714298
EGY,ROM,1961,16000000,5714288,.35714298
EGY,ROM,1962,13000000,4642859,.35714298
EGY,ROM,1963,12000000,4285716,.35714298
EGY,ROM,1964,14000000,5000002,.35714298
EGY,ROM,1965,17000000,6071430.5,.35714298
EGY,ROM,1966,19000000,6785716.5,.35714298
EGY,ROM,1967,16000000,5793653.5,.36210334
EGY,ROM,1968,18000000,7500005.5,.41666698
EGY,ROM,1969,13000000,5416671,.41666698
EGY,ROM,1970,19000000,7916672.5,.41666698
FRA,BGR,1960,8000000,2857144,.35714298
FRA,BGR,1961,10000000,3571429.8,.35714298
FRA,BGR,1962,11000000,3928572.8,.35714298
FRA,BGR,1963,16000000,5714288,.35714298
FRA,BGR,1964,30000000,10714290,.35714298
FRA,BGR,1965,25000000,8928575,.35714298
FRA,BGR,1966,48000000,17142864,.35714298
FRA,BGR,1967,35000000,12673617,.36210334
FRA,BGR,1968,49000000,20416682,.41666698
FRA,BGR,1969,25000000,10416675,.41666698
FRA,BGR,1970,44000000,18333348,.41666698
FRA,CZSK,1960,17000000,6071430.5,.35714298
FRA,CZSK,1961,23000000,8214288.5,.35714298
FRA,CZSK,1962,27000000,9642861,.35714298
FRA,CZSK,1963,25000000,8928575,.35714298
FRA,CZSK,1964,19000000,6785716.5,.35714298
FRA,CZSK,1965,22000000,7857145.5,.35714298
FRA,CZSK,1966,36000000,12857147,.35714298
FRA,CZSK,1967,47000000,17018858,.36210334
FRA,CZSK,1968,44000000,18333348,.41666698
FRA,CZSK,1969,48000000,20000016,.41666698
FRA,CZSK,1970,61000000,25416686,.41666698
FRA,EDEU,1960,18000000,6428573.5,.35714298
FRA,EDEU,1961,28000000,10000004,.35714298
FRA,EDEU,1962,15000000,5357145,.35714298
FRA,EDEU,1963,17000000,6071430.5,.35714298
FRA,EDEU,1964,23000000,8214288.5,.35714298
FRA,EDEU,1965,42000000,15000005,.35714298
FRA,EDEU,1966,46000000,16428577,.35714298
FRA,EDEU,1967,38000000,13759927,.36210334
FRA,EDEU,1968,27000000,11250009,.41666698
FRA,EDEU,1969,28000000,11666676,.41666698
FRA,EDEU,1970,67000000,27916688,.41666698
FRA,HUN,1960,25000000,8928575,.35714298
FRA,HUN,1961,26000000,9285718,.35714298
FRA,HUN,1962,32000000,11428576,.35714298
FRA,HUN,1963,45000000,16071434,.35714298
FRA,HUN,1964,30000000,10714290,.35714298
FRA,HUN,1965,27000000,9642861,.35714298
FRA,HUN,1966,33000000,11785719,.35714298
FRA,HUN,1967,35000000,12673617,.36210334
FRA,HUN,1968,34000000,14166677,.41666698
FRA,HUN,1969,47000000,19583348,.41666698
FRA,HUN,1970,52000000,21666684,.41666698
FRA,POL,1960,26000000,9285718,.35714298
FRA,POL,1961,20000000,7142859.5,.35714298
FRA,POL,1962,26000000,9285718,.35714298
FRA,POL,1963,45000000,16071434,.35714298
FRA,POL,1964,45000000,16071434,.35714298
FRA,POL,1965,35000000,12500004,.35714298
FRA,POL,1966,59000000,21071436,.35714298
FRA,POL,1967,62000000,22450408,.36210334
FRA,POL,1968,92000000,38333364,.41666698
FRA,POL,1969,91000000,37916696,.41666698
FRA,POL,1970,88000000,36666696,.41666698
FRA,ROM,1960,25000000,8928575,.35714298
FRA,ROM,1961,25000000,8928575,.35714298
FRA,ROM,1962,21000000,7500002.5,.35714298
FRA,ROM,1963,24000000,8571432,.35714298
FRA,ROM,1964,45000000,16071434,.35714298
FRA,ROM,1965,49000000,17500006,.35714298
FRA,ROM,1966,57000000,20357150,.35714298
FRA,ROM,1967,80000000,28968268,.36210334
FRA,ROM,1968,81000000,33750024,.41666698
FRA,ROM,1969,94000000,39166696,.41666698
FRA,ROM,1970,112000000,46666704,.41666698
GBR,BGR,1960,11000000,3928572.8,.35714298
GBR,BGR,1961,8000000,2857144,.35714298
GBR,BGR,1962,12000000,4285716,.35714298
GBR,BGR,1963,17000000,6071430.5,.35714298
GBR,BGR,1964,17000000,6071430.5,.35714298
GBR,BGR,1965,19000000,6785716.5,.35714298
GBR,BGR,1966,32000000,11428576,.35714298
GBR,BGR,1967,20000000,7242067,.36210334
GBR,BGR,1968,20000000,8333339.5,.41666698
GBR,BGR,1969,20000000,8333339.5,.41666698
GBR,BGR,1970,45000000,18750014,.41666698
GBR,CZSK,1960,54000000,19285722,.35714298
GBR,CZSK,1961,61000000,21785722,.35714298
GBR,CZSK,1962,61000000,21785722,.35714298
GBR,CZSK,1963,84000000,30000010,.35714298
GBR,CZSK,1964,92000000,32857154,.35714298
GBR,CZSK,1965,74000000,26428580,.35714298
GBR,CZSK,1966,96000000,34285728,.35714298
GBR,CZSK,1967,72000000,26071440,.36210334
GBR,CZSK,1968,80000000,33333358,.41666698
GBR,CZSK,1969,78000000,32500024,.41666698
GBR,CZSK,1970,93000000,38750028,.41666698
GBR,EDEU,1960,42000000,15000005,.35714298
GBR,EDEU,1961,51000000,18214292,.35714298
GBR,EDEU,1962,34000000,12142861,.35714298
GBR,EDEU,1963,42000000,15000005,.35714298
GBR,EDEU,1964,31000000,11071433,.35714298
GBR,EDEU,1965,42000000,15000005,.35714298
GBR,EDEU,1966,52000000,18571436,.35714298
GBR,EDEU,1967,47000000,17018858,.36210334
GBR,EDEU,1968,38000000,15833345,.41666698
GBR,EDEU,1969,53000000,22083350,.41666698
GBR,EDEU,1970,89000000,37083360,.41666698
GBR,HUN,1960,31000000,11071433,.35714298
GBR,HUN,1961,40000000,14285719,.35714298
GBR,HUN,1962,42000000,15000005,.35714298
GBR,HUN,1963,39000000,13928576,.35714298
GBR,HUN,1964,46000000,16428577,.35714298
GBR,HUN,1965,50000000,17857150,.35714298
GBR,HUN,1966,56000000,20000008,.35714298
GBR,HUN,1967,57000000,20639890,.36210334
GBR,HUN,1968,52000000,21666684,.41666698
GBR,HUN,1969,66000000,27500020,.41666698
GBR,HUN,1970,92000000,38333364,.41666698
GBR,POL,1960,89000000,31785726,.35714298
GBR,POL,1961,102000000,36428584,.35714298
GBR,POL,1962,119000000,42500016,.35714298
GBR,POL,1963,104000000,37142872,.35714298
GBR,POL,1964,82000000,29285724,.35714298
GBR,POL,1965,96000000,34285728,.35714298
GBR,POL,1966,160000000,57142876,.35714298
GBR,POL,1967,178000000,64454396,.36210334
GBR,POL,1968,175000000,72916720,.41666698
GBR,POL,1969,184000000,76666728,.41666698
GBR,POL,1970,191000000,79583392,.41666698
GBR,ROM,1960,18000000,6428573.5,.35714298
GBR,ROM,1961,51000000,18214292,.35714298
GBR,ROM,1962,44000000,15714291,.35714298
GBR,ROM,1963,50000000,17857150,.35714298
GBR,ROM,1964,42000000,15000005,.35714298
GBR,ROM,1965,44000000,15714291,.35714298
GBR,ROM,1966,46000000,16428577,.35714298
GBR,ROM,1967,51000000,18467270,.36210334
GBR,ROM,1968,100000000,41666700,.41666698
GBR,ROM,1969,102000000,42500032,.41666698
GBR,ROM,1970,99000000,41250032,.41666698
GRC,BGR,1960,2000000,714286,.35714298
GRC,BGR,1961,2000000,714286,.35714298
GRC,BGR,1962,3000000,1071429,.35714298
GRC,BGR,1963,4000000,1428572,.35714298
GRC,BGR,1964,6000000,2142858,.35714298
GRC,BGR,1965,10000000,3571429.8,.35714298
GRC,BGR,1966,17000000,6071430.5,.35714298
GRC,BGR,1967,8000000,2896826.8,.36210334
GRC,BGR,1968,14000000,5833338,.41666698
GRC,BGR,1969,12000000,5000004,.41666698
GRC,BGR,1970,17000000,7083338.5,.41666698
GRC,CZSK,1960,8000000,2857144,.35714298
GRC,CZSK,1961,11000000,3928572.8,.35714298
GRC,CZSK,1962,8000000,2857144,.35714298
GRC,CZSK,1963,9000000,3214286.8,.35714298
GRC,CZSK,1964,7000000,2500001,.35714298
GRC,CZSK,1965,8000000,2857144,.35714298
GRC,CZSK,1966,10000000,3571429.8,.35714298
GRC,CZSK,1967,11000000,3983136.8,.36210334
GRC,CZSK,1968,11000000,4583337,.41666698
GRC,CZSK,1969,11000000,4583337,.41666698
GRC,CZSK,1970,12000000,5000004,.41666698
GRC,EDEU,1960,2000000,714286,.35714298
GRC,EDEU,1961,7000000,2500001,.35714298
GRC,EDEU,1962,5000000,1785714.9,.35714298
GRC,EDEU,1963,5000000,1785714.9,.35714298
GRC,EDEU,1964,5000000,1785714.9,.35714298
GRC,EDEU,1965,11000000,3928572.8,.35714298
GRC,EDEU,1966,9000000,3214286.8,.35714298
GRC,EDEU,1967,7000000,2534723.5,.36210334
GRC,EDEU,1968,8000000,3333336,.41666698
GRC,EDEU,1969,8000000,3333336,.41666698
GRC,EDEU,1970,12000000,5000004,.41666698
GRC,HUN,1960,5000000,1785714.9,.35714298
GRC,HUN,1961,8000000,2857144,.35714298
GRC,HUN,1962,32000000,11428576,.35714298
GRC,HUN,1963,7000000,2500001,.35714298
GRC,HUN,1964,9000000,3214286.8,.35714298
GRC,HUN,1965,7000000,2500001,.35714298
GRC,HUN,1966,8000000,2857144,.35714298
GRC,HUN,1967,12000000,4345240,.36210334
GRC,HUN,1968,8000000,3333336,.41666698
GRC,HUN,1969,8000000,3333336,.41666698
GRC,HUN,1970,11000000,4583337,.41666698
GRC,POL,1960,6000000,2142858,.35714298
GRC,POL,1961,8000000,2857144,.35714298
GRC,POL,1962,5000000,1785714.9,.35714298
GRC,POL,1963,8000000,2857144,.35714298
GRC,POL,1964,9000000,3214286.8,.35714298
GRC,POL,1965,14000000,5000002,.35714298
GRC,POL,1966,12000000,4285716,.35714298
GRC,POL,1967,11000000,3983136.8,.36210334
GRC,POL,1968,6000000,2500002,.41666698
GRC,POL,1969,12000000,5000004,.41666698
GRC,POL,1970,8000000,3333336,.41666698
GRC,ROM,1960,2000000,714286,.35714298
GRC,ROM,1961,2000000,714286,.35714298
GRC,ROM,1962,3000000,1071429,.35714298
GRC,ROM,1963,3000000,1071429,.35714298
GRC,ROM,1964,4000000,1428572,.35714298
GRC,ROM,1965,4000000,1428572,.35714298
GRC,ROM,1966,8000000,2857144,.35714298
GRC,ROM,1967,5000000,1810516.8,.36210334
GRC,ROM,1968,6000000,2500002,.41666698
GRC,ROM,1969,5000000,2083334.9,.41666698
GRC,ROM,1970,7000000,2916669,.41666698
HUN,BGR,1960,12000000,4285716,.35714298
HUN,BGR,1961,13000000,4642859,.35714298
HUN,BGR,1962,15000000,5357145,.35714298
HUN,BGR,1963,18000000,6428573.5,.35714298
HUN,BGR,1964,17000000,6071430.5,.35714298
HUN,BGR,1965,20000000,7142859.5,.35714298
HUN,BGR,1966,29000000,10357147,.35714298
HUN,BGR,1967,30000000,10863100,.36210334
HUN,BGR,1968,30000000,12500010,.41666698
HUN,BGR,1969,32000000,13333344,.41666698
HUN,BGR,1970,25000000,10416675,.41666698
HUN,CZSK,1960,94000000,33571440,.35714298
HUN,CZSK,1961,136000000,48571444,.35714298
HUN,CZSK,1962,139000000,49642876,.35714298
HUN,CZSK,1963,131000000,46785732,.35714298
HUN,CZSK,1964,147000000,52500020,.35714298
HUN,CZSK,1965,171000000,61071452,.35714298
HUN,CZSK,1966,172000000,61428592,.35714298
HUN,CZSK,1967,151000000,54677604,.36210334
HUN,CZSK,1968,181000000,75416728,.41666698
HUN,CZSK,1969,191000000,79583392,.41666698
HUN,CZSK,1970,182000000,75833392,.41666698
HUN,EDEU,1960,94000000,33571440,.35714298
HUN,EDEU,1961,104000000,37142872,.35714298
HUN,EDEU,1962,98000000,35000012,.35714298
HUN,EDEU,1963,95000000,33928584,.35714298
HUN,EDEU,1964,112000000,40000016,.35714298
HUN,EDEU,1965,124000000,44285732,.35714298
HUN,EDEU,1966,152000000,54285732,.35714298
HUN,EDEU,1967,153000000,55401812,.36210334
HUN,EDEU,1968,172000000,71666720,.41666698
HUN,EDEU,1969,212000000,88333400,.41666698
HUN,EDEU,1970,222000000,92500072,.41666698
HUN,POL,1960,46000000,16428577,.35714298
HUN,POL,1961,59000000,21071436,.35714298
HUN,POL,1962,68000000,24285722,.35714298
HUN,POL,1963,76000000,27142866,.35714298
HUN,POL,1964,83000000,29642868,.35714298
HUN,POL,1965,106000000,37857156,.35714298
HUN,POL,1966,104000000,37142872,.35714298
HUN,POL,1967,104000000,37658748,.36210334
HUN,POL,1968,98000000,40833364,.41666698
HUN,POL,1969,117000000,48750036,.41666698
HUN,POL,1970,138000000,57500044,.41666698
HUN,ROM,1960,26000000,9285718,.35714298
HUN,ROM,1961,29000000,10357147,.35714298
HUN,ROM,1962,36000000,12857147,.35714298
HUN,ROM,1963,34000000,12142861,.35714298
HUN,ROM,1964,43000000,15357148,.35714298
HUN,ROM,1965,28000000,10000004,.35714298
HUN,ROM,1966,31000000,11071433,.35714298
HUN,ROM,1967,35000000,12673617,.36210334
HUN,ROM,1968,35000000,14583344,.41666698
HUN,ROM,1969,43000000,17916680,.41666698
HUN,ROM,1970,48000000,20000016,.41666698
IND,BGR,1960,0,0,.35714298
IND,BGR,1961,,,.35714298
IND,BGR,1962,,,.35714298
IND,BGR,1963,4000000,1428572,.35714298
IND,BGR,1964,9000000,3214286.8,.35714298
IND,BGR,1965,8000000,2857144,.35714298
IND,BGR,1966,4000000,1428572,.35714298
IND,BGR,1967,7000000,2534723.5,.36210334
IND,BGR,1968,5000000,2083334.9,.41666698
IND,BGR,1969,15000000,6250005,.41666698
IND,BGR,1970,10000000,4166669.8,.41666698
IND,CZSK,1960,12000000,4285716,.35714298
IND,CZSK,1961,21000000,7500002.5,.35714298
IND,CZSK,1962,25000000,8928575,.35714298
IND,CZSK,1963,32000000,11428576,.35714298
IND,CZSK,1964,34000000,12142861,.35714298
IND,CZSK,1965,35000000,12500004,.35714298
IND,CZSK,1966,39000000,13928576,.35714298
IND,CZSK,1967,42000000,15208340,.36210334
IND,CZSK,1968,43000000,17916680,.41666698
IND,CZSK,1969,44000000,18333348,.41666698
IND,CZSK,1970,36000000,15000011,.41666698
IND,EDEU,1960,17000000,6071430.5,.35714298
IND,EDEU,1961,13000000,4642859,.35714298
IND,EDEU,1962,21000000,7500002.5,.35714298
IND,EDEU,1963,24000000,8571432,.35714298
IND,EDEU,1964,24000000,8571432,.35714298
IND,EDEU,1965,29000000,10357147,.35714298
IND,EDEU,1966,24000000,8571432,.35714298
IND,EDEU,1967,23000000,8328377,.36210334
IND,EDEU,1968,28000000,11666676,.41666698
IND,EDEU,1969,28000000,11666676,.41666698
IND,EDEU,1970,34000000,14166677,.41666698
IND,HUN,1960,7000000,2500001,.35714298
IND,HUN,1961,14000000,5000002,.35714298
IND,HUN,1962,21000000,7500002.5,.35714298
IND,HUN,1963,17000000,6071430.5,.35714298
IND,HUN,1964,21000000,7500002.5,.35714298
IND,HUN,1965,22000000,7857145.5,.35714298
IND,HUN,1966,22000000,7857145.5,.35714298
IND,HUN,1967,23000000,8328377,.36210334
IND,HUN,1968,28000000,11666676,.41666698
IND,HUN,1969,19000000,7916672.5,.41666698
IND,HUN,1970,23000000,9583341,.41666698
IND,POL,1960,8000000,2857144,.35714298
IND,POL,1961,7000000,2500001,.35714298
IND,POL,1962,19000000,6785716.5,.35714298
IND,POL,1963,20000000,7142859.5,.35714298
IND,POL,1964,23000000,8214288.5,.35714298
IND,POL,1965,18000000,6428573.5,.35714298
IND,POL,1966,20000000,7142859.5,.35714298
IND,POL,1967,24000000,8690480,.36210334
IND,POL,1968,37000000,15416678,.41666698
IND,POL,1969,29000000,12083343,.41666698
IND,POL,1970,33000000,13750010,.41666698
IND,ROM,1960,3000000,1071429,.35714298
IND,ROM,1961,5000000,1785714.9,.35714298
IND,ROM,1962,8000000,2857144,.35714298
IND,ROM,1963,6000000,2142858,.35714298
IND,ROM,1964,4000000,1428572,.35714298
IND,ROM,1965,9000000,3214286.8,.35714298
IND,ROM,1966,7000000,2500001,.35714298
IND,ROM,1967,8000000,2896826.8,.36210334
IND,ROM,1968,6000000,2500002,.41666698
IND,ROM,1969,9000000,3750002.8,.41666698
IND,ROM,1970,15000000,6250005,.41666698
ITA,BGR,1960,7000000,2500001,.35714298
ITA,BGR,1961,10000000,3571429.8,.35714298
ITA,BGR,1962,14000000,5000002,.35714298
ITA,BGR,1963,18000000,6428573.5,.35714298
ITA,BGR,1964,29000000,10357147,.35714298
ITA,BGR,1965,33000000,11785719,.35714298
ITA,BGR,1966,41000000,14642862,.35714298
ITA,BGR,1967,63000000,22812510,.36210334
ITA,BGR,1968,57000000,23750018,.41666698
ITA,BGR,1969,55000000,22916684,.41666698
ITA,BGR,1970,57000000,23750018,.41666698
ITA,CZSK,1960,18000000,6428573.5,.35714298
ITA,CZSK,1961,25000000,8928575,.35714298
ITA,CZSK,1962,28000000,10000004,.35714298
ITA,CZSK,1963,23000000,8214288.5,.35714298
ITA,CZSK,1964,33000000,11785719,.35714298
ITA,CZSK,1965,40000000,14285719,.35714298
ITA,CZSK,1966,58000000,20714294,.35714298
ITA,CZSK,1967,48000000,17380960,.36210334
ITA,CZSK,1968,51000000,21250016,.41666698
ITA,CZSK,1969,62000000,25833354,.41666698
ITA,CZSK,1970,79000000,32916692,.41666698
ITA,EDEU,1960,12000000,4285716,.35714298
ITA,EDEU,1961,18000000,6428573.5,.35714298
ITA,EDEU,1962,12000000,4285716,.35714298
ITA,EDEU,1963,16000000,5714288,.35714298
ITA,EDEU,1964,15000000,5357145,.35714298
ITA,EDEU,1965,23000000,8214288.5,.35714298
ITA,EDEU,1966,26000000,9285718,.35714298
ITA,EDEU,1967,28000000,10138894,.36210334
ITA,EDEU,1968,32000000,13333344,.41666698
ITA,EDEU,1969,36000000,15000011,.41666698
ITA,EDEU,1970,35000000,14583344,.41666698
ITA,HUN,1960,27000000,9642861,.35714298
ITA,HUN,1961,26000000,9285718,.35714298
ITA,HUN,1962,27000000,9642861,.35714298
ITA,HUN,1963,31000000,11071433,.35714298
ITA,HUN,1964,35000000,12500004,.35714298
ITA,HUN,1965,49000000,17500006,.35714298
ITA,HUN,1966,48000000,17142864,.35714298
ITA,HUN,1967,54000000,19553580,.36210334
ITA,HUN,1968,70000000,29166688,.41666698
ITA,HUN,1969,74000000,30833356,.41666698
ITA,HUN,1970,97000000,40416696,.41666698
ITA,POL,1960,22000000,7857145.5,.35714298
ITA,POL,1961,30000000,10714290,.35714298
ITA,POL,1962,30000000,10714290,.35714298
ITA,POL,1963,35000000,12500004,.35714298
ITA,POL,1964,33000000,11785719,.35714298
ITA,POL,1965,49000000,17500006,.35714298
ITA,POL,1966,70000000,25000008,.35714298
ITA,POL,1967,66000000,23898820,.36210334
ITA,POL,1968,89000000,37083360,.41666698
ITA,POL,1969,92000000,38333364,.41666698
ITA,POL,1970,73000000,30416690,.41666698
ITA,ROM,1960,16000000,5714288,.35714298
ITA,ROM,1961,24000000,8571432,.35714298
ITA,ROM,1962,47000000,16785720,.35714298
ITA,ROM,1963,49000000,17500006,.35714298
ITA,ROM,1964,48000000,17142864,.35714298
ITA,ROM,1965,52000000,18571436,.35714298
ITA,ROM,1966,49000000,17500006,.35714298
ITA,ROM,1967,88000000,31865094,.36210334
ITA,ROM,1968,102000000,42500032,.41666698
ITA,ROM,1969,93000000,38750028,.41666698
ITA,ROM,1970,96000000,40000032,.41666698
MNG,BGR,1960,1000000,357143,.35714298
MNG,BGR,1961,1000000,357143,.35714298
MNG,BGR,1962,1000000,357143,.35714298
MNG,BGR,1963,2000000,714286,.35714298
MNG,BGR,1964,1000000,357143,.35714298
MNG,BGR,1965,2000000,714286,.35714298
MNG,BGR,1966,2000000,714286,.35714298
MNG,BGR,1967,2000000,724206.69,.36210334
MNG,BGR,1968,2000000,833334,.41666698
MNG,BGR,1969,4000000,1666668,.41666698
MNG,BGR,1970,4000000,1666668,.41666698
MNG,CZSK,1960,6000000,2142858,.35714298
MNG,CZSK,1961,6000000,2142858,.35714298
MNG,CZSK,1962,6000000,2142858,.35714298
MNG,CZSK,1963,5000000,1785714.9,.35714298
MNG,CZSK,1964,6000000,2142858,.35714298
MNG,CZSK,1965,5000000,1785714.9,.35714298
MNG,CZSK,1966,6000000,2142858,.35714298
MNG,CZSK,1967,7000000,2534723.5,.36210334
MNG,CZSK,1968,6000000,2500002,.41666698
MNG,CZSK,1969,6000000,2500002,.41666698
MNG,CZSK,1970,6000000,2500002,.41666698
MNG,EDEU,1960,2000000,714286,.35714298
MNG,EDEU,1961,4000000,1428572,.35714298
MNG,EDEU,1962,2000000,714286,.35714298
MNG,EDEU,1963,3000000,1071429,.35714298
MNG,EDEU,1964,2000000,714286,.35714298
MNG,EDEU,1965,3000000,1071429,.35714298
MNG,EDEU,1966,2000000,714286,.35714298
MNG,EDEU,1967,3000000,1086310,.36210334
MNG,EDEU,1968,4000000,1666668,.41666698
MNG,EDEU,1969,3000000,1250001,.41666698
MNG,EDEU,1970,5000000,2083334.9,.41666698
MNG,HUN,1960,2000000,714286,.35714298
MNG,HUN,1961,2000000,714286,.35714298
MNG,HUN,1962,2000000,714286,.35714298
MNG,HUN,1963,2000000,714286,.35714298
MNG,HUN,1964,2000000,714286,.35714298
MNG,HUN,1965,3000000,1071429,.35714298
MNG,HUN,1966,2000000,714286,.35714298
MNG,HUN,1967,3000000,1086310,.36210334
MNG,HUN,1968,2000000,833334,.41666698
MNG,HUN,1969,2000000,833334,.41666698
MNG,HUN,1970,2000000,833334,.41666698
MNG,POL,1960,2000000,714286,.35714298
MNG,POL,1961,2000000,714286,.35714298
MNG,POL,1962,2000000,714286,.35714298
MNG,POL,1963,3000000,1071429,.35714298
MNG,POL,1964,2000000,714286,.35714298
MNG,POL,1965,3000000,1071429,.35714298
MNG,POL,1966,2000000,714286,.35714298
MNG,POL,1967,4000000,1448413.4,.36210334
MNG,POL,1968,4000000,1666668,.41666698
