iso_o,iso_d,year,FLOWU,FLOWP,fx_GBR
ALB,BGR,1960,1000000,357143,.35714298
ALB,BGR,1961,2000000,714286,.35714298
ALB,BGR,1962,2000000,714286,.35714298
ALB,BGR,1963,2000000,714286,.35714298
ALB,BGR,1964,1000000,357143,.35714298
ALB,BGR,1965,2000000,714286,.35714298
ALB,BGR,1966,3000000,1071429,.35714298
ALB,BGR,1967,6000000,2172620,.36210334
ALB,BGR,1968,6000000,2500002,.41666698
ALB,BGR,1969,6000000,2500002,.41666698
ALB,BGR,1970,6000000,2500002,.41666698
ALB,CZSK,1960,7000000,2500001,.35714298
ALB,CZSK,1961,11000000,3928572.8,.35714298
ALB,CZSK,1962,10000000,3571429.8,.35714298
ALB,CZSK,1963,7000000,2500001,.35714298
ALB,CZSK,1964,11000000,3928572.8,.35714298
ALB,CZSK,1965,10000000,3571429.8,.35714298
ALB,CZSK,1966,14000000,5000002,.35714298
ALB,CZSK,1967,10000000,3621033.5,.36210334
ALB,CZSK,1968,12000000,5000004,.41666698
ALB,CZSK,1969,11000000,4583337,.41666698
ALB,CZSK,1970,18000000,7500005.5,.41666698
ALB,EDEU,1960,4000000,1428572,.35714298
ALB,EDEU,1961,6000000,2142858,.35714298
ALB,EDEU,1962,5000000,1785714.9,.35714298
ALB,EDEU,1963,3000000,1071429,.35714298
ALB,EDEU,1964,6000000,2142858,.35714298
ALB,EDEU,1965,6000000,2142858,.35714298
ALB,EDEU,1966,6000000,2142858,.35714298
ALB,EDEU,1967,6000000,2172620,.36210334
ALB,EDEU,1968,6000000,2500002,.41666698
ALB,EDEU,1969,8000000,3333336,.41666698
ALB,EDEU,1970,6000000,2500002,.41666698
ALB,HUN,1960,4000000,1428572,.35714298
ALB,HUN,1961,3000000,1071429,.35714298
ALB,HUN,1962,2000000,714286,.35714298
ALB,HUN,1963,3000000,1071429,.35714298
ALB,HUN,1964,2000000,714286,.35714298
ALB,HUN,1965,2000000,714286,.35714298
ALB,HUN,1966,5000000,1785714.9,.35714298
ALB,HUN,1967,5000000,1810516.8,.36210334
ALB,HUN,1968,4000000,1666668,.41666698
ALB,HUN,1969,4000000,1666668,.41666698
ALB,HUN,1970,4000000,1666668,.41666698
ALB,POL,1960,3000000,1071429,.35714298
ALB,POL,1961,4000000,1428572,.35714298
ALB,POL,1962,5000000,1785714.9,.35714298
ALB,POL,1963,4000000,1428572,.35714298
ALB,POL,1964,6000000,2142858,.35714298
ALB,POL,1965,6000000,2142858,.35714298
ALB,POL,1966,4000000,1428572,.35714298
ALB,POL,1967,6000000,2172620,.36210334
ALB,POL,1968,6000000,2500002,.41666698
ALB,POL,1969,8000000,3333336,.41666698
ALB,POL,1970,8000000,3333336,.41666698
ALB,ROM,1960,1000000,357143,.35714298
ALB,ROM,1961,0,0,.35714298
ALB,ROM,1962,1000000,357143,.35714298
ALB,ROM,1963,2000000,714286,.35714298
ALB,ROM,1964,2000000,714286,.35714298
ALB,ROM,1965,2000000,714286,.35714298
ALB,ROM,1966,3000000,1071429,.35714298
ALB,ROM,1967,4000000,1448413.4,.36210334
ALB,ROM,1968,2000000,833334,.41666698
ALB,ROM,1969,3000000,1250001,.41666698
ALB,ROM,1970,3000000,1250001,.41666698
ARG,BGR,1960,1000000,357143,.35714298
ARG,BGR,1961,0,0,.35714298
ARG,BGR,1962,1000000,357143,.35714298
ARG,BGR,1963,0,0,.35714298
ARG,BGR,1964,9000000,3214286.8,.35714298
ARG,BGR,1965,1000000,357143,.35714298
ARG,BGR,1966,3000000,1071429,.35714298
ARG,BGR,1967,2000000,724206.69,.36210334
ARG,BGR,1968,2000000,833334,.41666698
ARG,BGR,1969,1000000,416667,.41666698
ARG,BGR,1970,2000000,833334,.41666698
ARG,CZSK,1960,14000000,5000002,.35714298
ARG,CZSK,1961,14000000,5000002,.35714298
ARG,CZSK,1962,18000000,6428573.5,.35714298
ARG,CZSK,1963,9000000,3214286.8,.35714298
ARG,CZSK,1964,7000000,2500001,.35714298
ARG,CZSK,1965,10000000,3571429.8,.35714298
ARG,CZSK,1966,8000000,2857144,.35714298
ARG,CZSK,1967,8000000,2896826.8,.36210334
ARG,CZSK,1968,2000000,833334,.41666698
ARG,CZSK,1969,7000000,2916669,.41666698
ARG,CZSK,1970,9000000,3750002.8,.41666698
ARG,EDEU,1960,3000000,1071429,.35714298
ARG,EDEU,1961,3000000,1071429,.35714298
ARG,EDEU,1962,1000000,357143,.35714298
ARG,EDEU,1963,1000000,357143,.35714298
ARG,EDEU,1964,4000000,1428572,.35714298
ARG,EDEU,1965,2000000,714286,.35714298
ARG,EDEU,1966,0,0,.35714298
ARG,EDEU,1967,2000000,724206.69,.36210334
ARG,EDEU,1968,8000000,3333336,.41666698
ARG,EDEU,1969,8000000,3333336,.41666698
ARG,EDEU,1970,3000000,1250001,.41666698
ARG,HUN,1960,9000000,3214286.8,.35714298
ARG,HUN,1961,8000000,2857144,.35714298
ARG,HUN,1962,6000000,2142858,.35714298
ARG,HUN,1963,3000000,1071429,.35714298
ARG,HUN,1964,15000000,5357145,.35714298
ARG,HUN,1965,10000000,3571429.8,.35714298
ARG,HUN,1966,13000000,4642859,.35714298
ARG,HUN,1967,10000000,3621033.5,.36210334
ARG,HUN,1968,8000000,3333336,.41666698
ARG,HUN,1969,8000000,3333336,.41666698
ARG,HUN,1970,13000000,5416671,.41666698
ARG,POL,1960,20000000,7142859.5,.35714298
ARG,POL,1961,14000000,5000002,.35714298
ARG,POL,1962,19000000,6785716.5,.35714298
ARG,POL,1963,19000000,6785716.5,.35714298
ARG,POL,1964,14000000,5000002,.35714298
ARG,POL,1965,13000000,4642859,.35714298
ARG,POL,1966,23000000,8214288.5,.35714298
ARG,POL,1967,14000000,5069447,.36210334
ARG,POL,1968,11000000,4583337,.41666698
ARG,POL,1969,15000000,6250005,.41666698
ARG,POL,1970,18000000,7500005.5,.41666698
ARG,ROM,1960,2000000,714286,.35714298
ARG,ROM,1961,1000000,357143,.35714298
ARG,ROM,1962,5000000,1785714.9,.35714298
ARG,ROM,1963,2000000,714286,.35714298
ARG,ROM,1964,3000000,1071429,.35714298
ARG,ROM,1965,1000000,357143,.35714298
ARG,ROM,1966,0,0,.35714298
ARG,ROM,1967,1000000,362103.34,.36210334
ARG,ROM,1968,1000000,416667,.41666698
ARG,ROM,1969,3000000,1250001,.41666698
ARG,ROM,1970,9000000,3750002.8,.41666698
AUT,BGR,1960,10000000,3571429.8,.35714298
AUT,BGR,1961,18000000,6428573.5,.35714298
AUT,BGR,1962,22000000,7857145.5,.35714298
AUT,BGR,1963,26000000,9285718,.35714298
AUT,BGR,1964,22000000,7857145.5,.35714298
AUT,BGR,1965,31000000,11071433,.35714298
AUT,BGR,1966,32000000,11428576,.35714298
AUT,BGR,1967,39000000,14122030,.36210334
AUT,BGR,1968,33000000,13750010,.41666698
AUT,BGR,1969,30000000,12500010,.41666698
AUT,BGR,1970,36000000,15000011,.41666698
AUT,CZSK,1960,38000000,13571433,.35714298
AUT,CZSK,1961,37000000,13214290,.35714298
AUT,CZSK,1962,35000000,12500004,.35714298
AUT,CZSK,1963,35000000,12500004,.35714298
AUT,CZSK,1964,35000000,12500004,.35714298
AUT,CZSK,1965,48000000,17142864,.35714298
AUT,CZSK,1966,62000000,22142866,.35714298
AUT,CZSK,1967,53000000,19191478,.36210334
AUT,CZSK,1968,70000000,29166688,.41666698
AUT,CZSK,1969,88000000,36666696,.41666698
AUT,CZSK,1970,102000000,42500032,.41666698
AUT,EDEU,1960,21000000,7500002.5,.35714298
AUT,EDEU,1961,21000000,7500002.5,.35714298
AUT,EDEU,1962,18000000,6428573.5,.35714298
AUT,EDEU,1963,22000000,7857145.5,.35714298
AUT,EDEU,1964,23000000,8214288.5,.35714298
AUT,EDEU,1965,31000000,11071433,.35714298
AUT,EDEU,1966,34000000,12142861,.35714298
AUT,EDEU,1967,34000000,12311514,.36210334
AUT,EDEU,1968,30000000,12500010,.41666698
AUT,EDEU,1969,28000000,11666676,.41666698
AUT,EDEU,1970,35000000,14583344,.41666698
AUT,HUN,1960,34000000,12142861,.35714298
AUT,HUN,1961,32000000,11428576,.35714298
AUT,HUN,1962,37000000,13214290,.35714298
AUT,HUN,1963,49000000,17500006,.35714298
AUT,HUN,1964,50000000,17857150,.35714298
AUT,HUN,1965,52000000,18571436,.35714298
AUT,HUN,1966,48000000,17142864,.35714298
AUT,HUN,1967,64000000,23174614,.36210334
AUT,HUN,1968,61000000,25416686,.41666698
AUT,HUN,1969,75000000,31250024,.41666698
AUT,HUN,1970,98000000,40833364,.41666698
AUT,POL,1960,23000000,8214288.5,.35714298
AUT,POL,1961,29000000,10357147,.35714298
AUT,POL,1962,30000000,10714290,.35714298
AUT,POL,1963,21000000,7500002.5,.35714298
AUT,POL,1964,27000000,9642861,.35714298
AUT,POL,1965,41000000,14642862,.35714298
AUT,POL,1966,57000000,20357150,.35714298
AUT,POL,1967,51000000,18467270,.36210334
AUT,POL,1968,51000000,21250016,.41666698
AUT,POL,1969,55000000,22916684,.41666698
AUT,POL,1970,62000000,25833354,.41666698
AUT,ROM,1960,10000000,3571429.8,.35714298
AUT,ROM,1961,15000000,5357145,.35714298
AUT,ROM,1962,18000000,6428573.5,.35714298
AUT,ROM,1963,18000000,6428573.5,.35714298
AUT,ROM,1964,26000000,9285718,.35714298
AUT,ROM,1965,24000000,8571432,.35714298
AUT,ROM,1966,30000000,10714290,.35714298
AUT,ROM,1967,54000000,19553580,.36210334
AUT,ROM,1968,46000000,19166682,.41666698
AUT,ROM,1969,50000000,20833350,.41666698
AUT,ROM,1970,59000000,24583352,.41666698
BGR,CZSK,1960,57000000,20357150,.35714298
BGR,CZSK,1961,66000000,23571438,.35714298
BGR,CZSK,1962,65000000,23214294,.35714298
BGR,CZSK,1963,69000000,24642866,.35714298
BGR,CZSK,1964,73000000,26071438,.35714298
BGR,CZSK,1965,89000000,31785726,.35714298
BGR,CZSK,1966,64000000,22857152,.35714298
BGR,CZSK,1967,79000000,28606164,.36210334
BGR,CZSK,1968,90000000,37500028,.41666698
BGR,CZSK,1969,99000000,41250032,.41666698
BGR,CZSK,1970,91000000,37916696,.41666698
BGR,EDEU,1960,55000000,19642864,.35714298
BGR,EDEU,1961,66000000,23571438,.35714298
BGR,EDEU,1962,76000000,27142866,.35714298
BGR,EDEU,1963,73000000,26071438,.35714298
BGR,EDEU,1964,80000000,28571438,.35714298
BGR,EDEU,1965,94000000,33571440,.35714298
BGR,EDEU,1966,108000000,38571444,.35714298
BGR,EDEU,1967,114000000,41279780,.36210334
BGR,EDEU,1968,122000000,50833372,.41666698
BGR,EDEU,1969,147000000,61250048,.41666698
BGR,EDEU,1970,170000000,70833384,.41666698
BGR,HUN,1960,13000000,4642859,.35714298
BGR,HUN,1961,14000000,5000002,.35714298
BGR,HUN,1962,15000000,5357145,.35714298
BGR,HUN,1963,15000000,5357145,.35714298
BGR,HUN,1964,24000000,8571432,.35714298
BGR,HUN,1965,22000000,7857145.5,.35714298
BGR,HUN,1966,28000000,10000004,.35714298
BGR,HUN,1967,40000000,14484134,.36210334
BGR,HUN,1968,29000000,12083343,.41666698
BGR,HUN,1969,32000000,13333344,.41666698
BGR,HUN,1970,49000000,20416682,.41666698
BGR,POL,1960,20000000,7142859.5,.35714298
BGR,POL,1961,21000000,7500002.5,.35714298
BGR,POL,1962,31000000,11071433,.35714298
BGR,POL,1963,33000000,11785719,.35714298
BGR,POL,1964,32000000,11428576,.35714298
BGR,POL,1965,40000000,14285719,.35714298
BGR,POL,1966,44000000,15714291,.35714298
BGR,POL,1967,45000000,16294650,.36210334
BGR,POL,1968,47000000,19583348,.41666698
BGR,POL,1969,64000000,26666688,.41666698
BGR,POL,1970,80000000,33333358,.41666698
BGR,ROM,1960,9000000,3214286.8,.35714298
BGR,ROM,1961,14000000,5000002,.35714298
BGR,ROM,1962,17000000,6071430.5,.35714298
BGR,ROM,1963,14000000,5000002,.35714298
BGR,ROM,1964,14000000,5000002,.35714298
BGR,ROM,1965,13000000,4642859,.35714298
BGR,ROM,1966,15000000,5357145,.35714298
BGR,ROM,1967,26000000,9414687,.36210334
BGR,ROM,1968,26000000,10833342,.41666698
BGR,ROM,1969,33000000,13750010,.41666698
BGR,ROM,1970,43000000,17916680,.41666698
BRA,BGR,1960,,,.35714298
BRA,BGR,1961,0,0,.35714298
BRA,BGR,1962,2000000,714286,.35714298
BRA,BGR,1963,1000000,357143,.35714298
BRA,BGR,1964,3000000,1071429,.35714298
BRA,BGR,1965,3000000,1071429,.35714298
BRA,BGR,1966,6000000,2142858,.35714298
BRA,BGR,1967,12000000,4345240,.36210334
BRA,BGR,1968,17000000,7083338.5,.41666698
BRA,BGR,1969,10000000,4166669.8,.41666698
BRA,BGR,1970,3000000,1250001,.41666698
BRA,CZSK,1960,17000000,6071430.5,.35714298
BRA,CZSK,1961,22000000,7857145.5,.35714298
BRA,CZSK,1962,12000000,4285716,.35714298
BRA,CZSK,1963,13000000,4642859,.35714298
BRA,CZSK,1964,13000000,4642859,.35714298
BRA,CZSK,1965,14000000,5000002,.35714298
BRA,CZSK,1966,13000000,4642859,.35714298
BRA,CZSK,1967,10000000,3621033.5,.36210334
BRA,CZSK,1968,9000000,3750002.8,.41666698
BRA,CZSK,1969,11000000,4583337,.41666698
BRA,CZSK,1970,15000000,6250005,.41666698
BRA,EDEU,1960,12000000,4285716,.35714298
BRA,EDEU,1961,15000000,5357145,.35714298
BRA,EDEU,1962,9000000,3214286.8,.35714298
BRA,EDEU,1963,12000000,4285716,.35714298
BRA,EDEU,1964,15000000,5357145,.35714298
BRA,EDEU,1965,14000000,5000002,.35714298
BRA,EDEU,1966,14000000,5000002,.35714298
BRA,EDEU,1967,19000000,6879963.5,.36210334
BRA,EDEU,1968,18000000,7500005.5,.41666698
BRA,EDEU,1969,20000000,8333339.5,.41666698
BRA,EDEU,1970,29000000,12083343,.41666698
BRA,HUN,1960,4000000,1428572,.35714298
BRA,HUN,1961,1000000,357143,.35714298
BRA,HUN,1962,4000000,1428572,.35714298
BRA,HUN,1963,4000000,1428572,.35714298
BRA,HUN,1964,6000000,2142858,.35714298
BRA,HUN,1965,8000000,2857144,.35714298
BRA,HUN,1966,13000000,4642859,.35714298
BRA,HUN,1967,10000000,3621033.5,.36210334
BRA,HUN,1968,16000000,6666672,.41666698
BRA,HUN,1969,10000000,4166669.8,.41666698
BRA,HUN,1970,15000000,6250005,.41666698
BRA,POL,1960,26000000,9285718,.35714298
BRA,POL,1961,16000000,5714288,.35714298
BRA,POL,1962,6000000,2142858,.35714298
BRA,POL,1963,12000000,4285716,.35714298
BRA,POL,1964,8000000,2857144,.35714298
BRA,POL,1965,7000000,2500001,.35714298
BRA,POL,1966,7000000,2500001,.35714298
BRA,POL,1967,14000000,5069447,.36210334
BRA,POL,1968,13000000,5416671,.41666698
BRA,POL,1969,19000000,7916672.5,.41666698
BRA,POL,1970,19000000,7916672.5,.41666698
BRA,ROM,1960,1000000,357143,.35714298
BRA,ROM,1961,2000000,714286,.35714298
BRA,ROM,1962,3000000,1071429,.35714298
BRA,ROM,1963,6000000,2142858,.35714298
BRA,ROM,1964,4000000,1428572,.35714298
BRA,ROM,1965,5000000,1785714.9,.35714298
BRA,ROM,1966,2000000,714286,.35714298
BRA,ROM,1967,1000000,362103.34,.36210334
BRA,ROM,1968,4000000,1666668,.41666698
BRA,ROM,1969,1000000,416667,.41666698
BRA,ROM,1970,5000000,2083334.9,.41666698
CHN,BGR,1960,10000000,3571429.8,.35714298
CHN,BGR,1961,4000000,1428572,.35714298
CHN,BGR,1962,3000000,1071429,.35714298
CHN,BGR,1963,2000000,714286,.35714298
CHN,BGR,1964,1000000,357143,.35714298
CHN,BGR,1965,1000000,357143,.35714298
CHN,BGR,1966,2000000,714286,.35714298
CHN,BGR,1967,1000000,362103.34,.36210334
CHN,BGR,1968,2000000,833334,.41666698
CHN,BGR,1969,2000000,833334,.41666698
CHN,BGR,1970,1000000,416667,.41666698
CHN,CZSK,1960,93000000,33214298,.35714298
CHN,CZSK,1961,42000000,15000005,.35714298
CHN,CZSK,1962,26000000,9285718,.35714298
CHN,CZSK,1963,29000000,10357147,.35714298
CHN,CZSK,1964,21000000,7500002.5,.35714298
CHN,CZSK,1965,13000000,4642859,.35714298
CHN,CZSK,1966,24000000,8571432,.35714298
CHN,CZSK,1967,14000000,5069447,.36210334
CHN,CZSK,1968,20000000,8333339.5,.41666698
CHN,CZSK,1969,32000000,13333344,.41666698
CHN,CZSK,1970,25000000,10416675,.41666698
CHN,EDEU,1960,100000000,35714300,.35714298
CHN,EDEU,1961,40000000,14285719,.35714298
CHN,EDEU,1962,32000000,11428576,.35714298
CHN,EDEU,1963,25000000,8928575,.35714298
CHN,EDEU,1964,20000000,7142859.5,.35714298
CHN,EDEU,1965,25000000,8928575,.35714298
CHN,EDEU,1966,32000000,11428576,.35714298
CHN,EDEU,1967,35000000,12673617,.36210334
CHN,EDEU,1968,28000000,11666676,.41666698
CHN,EDEU,1969,34000000,14166677,.41666698
CHN,EDEU,1970,36000000,15000011,.41666698
CHN,HUN,1960,36000000,12857147,.35714298
CHN,HUN,1961,17000000,6071430.5,.35714298
CHN,HUN,1962,11000000,3928572.8,.35714298
CHN,HUN,1963,20000000,7142859.5,.35714298
CHN,HUN,1964,15000000,5357145,.35714298
CHN,HUN,1965,11000000,3928572.8,.35714298
CHN,HUN,1966,16000000,5714288,.35714298
CHN,HUN,1967,7000000,2534723.5,.36210334
CHN,HUN,1968,9000000,3750002.8,.41666698
CHN,HUN,1969,12000000,5000004,.41666698
CHN,HUN,1970,13000000,5416671,.41666698
CHN,POL,1960,46000000,16428577,.35714298
CHN,POL,1961,21000000,7500002.5,.35714298
CHN,POL,1962,23000000,8214288.5,.35714298
CHN,POL,1963,25000000,8928575,.35714298
CHN,POL,1964,25000000,8928575,.35714298
CHN,POL,1965,25000000,8928575,.35714298
CHN,POL,1966,23000000,8214288.5,.35714298
CHN,POL,1967,19000000,6879963.5,.36210334
CHN,POL,1968,31000000,12916677,.41666698
CHN,POL,1969,23000000,9583341,.41666698
CHN,POL,1970,24000000,10000008,.41666698
CHN,ROM,1960,24000000,8571432,.35714298
CHN,ROM,1961,20000000,7142859.5,.35714298
CHN,ROM,1962,10000000,3571429.8,.35714298
CHN,ROM,1963,14000000,5000002,.35714298
CHN,ROM,1964,18000000,6428573.5,.35714298
CHN,ROM,1965,22000000,7857145.5,.35714298
CHN,ROM,1966,32000000,11428576,.35714298
CHN,ROM,1967,33000000,11949410,.36210334
CHN,ROM,1968,44000000,18333348,.41666698
CHN,ROM,1969,42000000,17500014,.41666698
CHN,ROM,1970,62000000,25833354,.41666698
CUB,BGR,1960,,,.35714298
CUB,BGR,1961,8000000,2857144,.35714298
CUB,BGR,1962,12000000,4285716,.35714298
CUB,BGR,1963,9000000,3214286.8,.35714298
CUB,BGR,1964,13000000,4642859,.35714298
CUB,BGR,1965,22000000,7857145.5,.35714298
CUB,BGR,1966,20000000,7142859.5,.35714298
CUB,BGR,1967,20000000,7242067,.36210334
CUB,BGR,1968,28000000,11666676,.41666698
CUB,BGR,1969,26000000,10833342,.41666698
CUB,BGR,1970,31000000,12916677,.41666698
CUB,CZSK,1960,1000000,357143,.35714298
CUB,CZSK,1961,29000000,10357147,.35714298
CUB,CZSK,1962,37000000,13214290,.35714298
CUB,CZSK,1963,40000000,14285719,.35714298
CUB,CZSK,1964,14000000,5000002,.35714298
CUB,CZSK,1965,40000000,14285719,.35714298
CUB,CZSK,1966,49000000,17500006,.35714298
CUB,CZSK,1967,35000000,12673617,.36210334
CUB,CZSK,1968,45000000,18750014,.41666698
CUB,CZSK,1969,37000000,15416678,.41666698
CUB,CZSK,1970,56000000,23333352,.41666698
CUB,EDEU,1960,4000000,1428572,.35714298
CUB,EDEU,1961,12000000,4285716,.35714298
CUB,EDEU,1962,28000000,10000004,.35714298
CUB,EDEU,1963,40000000,14285719,.35714298
CUB,EDEU,1964,17000000,6071430.5,.35714298
CUB,EDEU,1965,26000000,9285718,.35714298
CUB,EDEU,1966,32000000,11428576,.35714298
CUB,EDEU,1967,36000000,13035720,.36210334
CUB,EDEU,1968,35000000,14583344,.41666698
CUB,EDEU,1969,35000000,14583344,.41666698
CUB,EDEU,1970,52000000,21666684,.41666698
CUB,HUN,1960,,,.35714298
CUB,HUN,1961,8000000,2857144,.35714298
CUB,HUN,1962,10000000,3571429.8,.35714298
CUB,HUN,1963,13000000,4642859,.35714298
CUB,HUN,1964,1000000,357143,.35714298
CUB,HUN,1965,0,0,.35714298
CUB,HUN,1966,3000000,1071429,.35714298
CUB,HUN,1967,4000000,1448413.4,.36210334
CUB,HUN,1968,4000000,1666668,.41666698
CUB,HUN,1969,4000000,1666668,.41666698
CUB,HUN,1970,6000000,2500002,.41666698
CUB,POL,1960,10000000,3571429.8,.35714298
CUB,POL,1961,24000000,8571432,.35714298
CUB,POL,1962,19000000,6785716.5,.35714298
CUB,POL,1963,17000000,6071430.5,.35714298
CUB,POL,1964,8000000,2857144,.35714298
CUB,POL,1965,4000000,1428572,.35714298
CUB,POL,1966,13000000,4642859,.35714298
CUB,POL,1967,8000000,2896826.8,.36210334
CUB,POL,1968,6000000,2500002,.41666698
CUB,POL,1969,8000000,3333336,.41666698
CUB,POL,1970,4000000,1666668,.41666698
CUB,ROM,1960,,,.35714298
CUB,ROM,1961,1000000,357143,.35714298
CUB,ROM,1962,6000000,2142858,.35714298
CUB,ROM,1963,8000000,2857144,.35714298
CUB,ROM,1964,0,0,.35714298
CUB,ROM,1965,0,0,.35714298
CUB,ROM,1966,1000000,357143,.35714298
CUB,ROM,1967,1000000,362103.34,.36210334
CUB,ROM,1968,7000000,2916669,.41666698
CUB,ROM,1969,10000000,4166669.8,.41666698
CUB,ROM,1970,13000000,5416671,.41666698
CZSK,BGR,1960,62000000,22142866,.35714298
CZSK,BGR,1961,55000000,19642864,.35714298
CZSK,BGR,1962,61000000,21785722,.35714298
CZSK,BGR,1963,81000000,28928582,.35714298
CZSK,BGR,1964,63000000,22500008,.35714298
CZSK,BGR,1965,76000000,27142866,.35714298
CZSK,BGR,1966,78000000,27857152,.35714298
CZSK,BGR,1967,98000000,35486128,.36210334
CZSK,BGR,1968,83000000,34583360,.41666698
CZSK,BGR,1969,79000000,32916692,.41666698
CZSK,BGR,1970,96000000,40000032,.41666698
CZSK,EDEU,1960,187000000,66785740,.35714298
CZSK,EDEU,1961,218000000,77857168,.35714298
CZSK,EDEU,1962,225000000,80357168,.35714298
CZSK,EDEU,1963,216000000,77142888,.35714298
CZSK,EDEU,1964,250000000,89285744,.35714298
CZSK,EDEU,1965,263000000,93928608,.35714298
CZSK,EDEU,1966,294000000,105000040,.35714298
CZSK,EDEU,1967,318000000,115148864,.36210334
CZSK,EDEU,1968,329000000,137083440,.41666698
CZSK,EDEU,1969,368000000,153333456,.41666698
CZSK,EDEU,1970,457000000,190416816,.41666698
CZSK,HUN,1960,112000000,40000016,.35714298
CZSK,HUN,1961,103000000,36785728,.35714298
CZSK,HUN,1962,126000000,45000016,.35714298
CZSK,HUN,1963,150000000,53571448,.35714298
CZSK,HUN,1964,155000000,55357164,.35714298
CZSK,HUN,1965,134000000,47857160,.35714298
CZSK,HUN,1966,133000000,47500016,.35714298
CZSK,HUN,1967,152000000,55039708,.36210334
CZSK,HUN,1968,160000000,66666716,.41666698
CZSK,HUN,1969,141000000,58750044,.41666698
CZSK,HUN,1970,198000000,82500064,.41666698
CZSK,POL,1960,127000000,45357160,.35714298
CZSK,POL,1961,163000000,58214308,.35714298
CZSK,POL,1962,199000000,71071456,.35714298
CZSK,POL,1963,193000000,68928600,.35714298
CZSK,POL,1964,193000000,68928600,.35714298
CZSK,POL,1965,244000000,87142888,.35714298
CZSK,POL,1966,233000000,83214312,.35714298
CZSK,POL,1967,235000000,85094288,.36210334
CZSK,POL,1968,229000000,95416736,.41666698
CZSK,POL,1969,245000000,102083408,.41666698
CZSK,POL,1970,310000000,129166768,.41666698
CZSK,ROM,1960,64000000,22857152,.35714298
CZSK,ROM,1961,76000000,27142866,.35714298
CZSK,ROM,1962,89000000,31785726,.35714298
CZSK,ROM,1963,102000000,36428584,.35714298
CZSK,ROM,1964,96000000,34285728,.35714298
CZSK,ROM,1965,70000000,25000008,.35714298
CZSK,ROM,1966,70000000,25000008,.35714298
CZSK,ROM,1967,90000000,32589300,.36210334
CZSK,ROM,1968,100000000,41666700,.41666698
CZSK,ROM,1969,109000000,45416700,.41666698
CZSK,ROM,1970,159000000,66250052,.41666698
EDEU,BGR,1960,70000000,25000008,.35714298
EDEU,BGR,1961,84000000,30000010,.35714298
EDEU,BGR,1962,68000000,24285722,.35714298
EDEU,BGR,1963,97000000,34642868,.35714298
EDEU,BGR,1964,90000000,32142868,.35714298
EDEU,BGR,1965,85000000,30357154,.35714298
EDEU,BGR,1966,104000000,37142872,.35714298
EDEU,BGR,1967,126000000,45625020,.36210334
EDEU,BGR,1968,150000000,62500048,.41666698
EDEU,BGR,1969,153000000,63750048,.41666698
EDEU,BGR,1970,157000000,65416716,.41666698
EDEU,CZSK,1960,198000000,70714312,.35714298
EDEU,CZSK,1961,230000000,82142888,.35714298
EDEU,CZSK,1962,228000000,81428600,.35714298
EDEU,CZSK,1963,233000000,83214312,.35714298
EDEU,CZSK,1964,254000000,90714320,.35714298
EDEU,CZSK,1965,288000000,102857176,.35714298
EDEU,CZSK,1966,318000000,113571472,.35714298
EDEU,CZSK,1967,320000000,115873072,.36210334
EDEU,CZSK,1968,400000000,166666800,.41666698
EDEU,CZSK,1969,415000000,172916800,.41666698
EDEU,CZSK,1970,446000000,185833472,.41666698
EDEU,HUN,1960,101000000,36071440,.35714298
EDEU,HUN,1961,105000000,37500012,.35714298
EDEU,HUN,1962,117000000,41785728,.35714298
EDEU,HUN,1963,133000000,47500016,.35714298
EDEU,HUN,1964,133000000,47500016,.35714298
EDEU,HUN,1965,131000000,46785732,.35714298
EDEU,HUN,1966,152000000,54285732,.35714298
EDEU,HUN,1967,194000000,70248048,.36210334
EDEU,HUN,1968,196000000,81666728,.41666698
EDEU,HUN,1969,192000000,80000064,.41666698
EDEU,HUN,1970,261000000,108750080,.41666698
EDEU,POL,1960,186000000,66428596,.35714298
EDEU,POL,1961,203000000,72500024,.35714298
EDEU,POL,1962,235000000,83928600,.35714298
EDEU,POL,1963,253000000,90357176,.35714298
EDEU,POL,1964,236000000,84285744,.35714298
EDEU,POL,1965,271000000,96785752,.35714298
EDEU,POL,1966,280000000,100000032,.35714298
EDEU,POL,1967,292000000,105734176,.36210334
EDEU,POL,1968,296000000,123333424,.41666698
EDEU,POL,1969,320000000,133333432,.41666698
EDEU,POL,1970,400000000,166666800,.41666698
EDEU,ROM,1960,52000000,18571436,.35714298
EDEU,ROM,1961,59000000,21071436,.35714298
EDEU,ROM,1962,56000000,20000008,.35714298
EDEU,ROM,1963,64000000,22857152,.35714298
EDEU,ROM,1964,68000000,24285722,.35714298
EDEU,ROM,1965,62000000,22142866,.35714298
EDEU,ROM,1966,84000000,30000010,.35714298
EDEU,ROM,1967,92000000,33313508,.36210334
EDEU,ROM,1968,91000000,37916696,.41666698
EDEU,ROM,1969,84000000,35000028,.41666698
EDEU,ROM,1970,115000000,47916704,.41666698
EGY,BGR,1960,7000000,2500001,.35714298
EGY,BGR,1961,4000000,1428572,.35714298
EGY,BGR,1962,2000000,714286,.35714298
EGY,BGR,1963,4000000,1428572,.35714298
EGY,BGR,1964,7000000,2500001,.35714298
EGY,BGR,1965,6000000,2142858,.35714298
EGY,BGR,1966,6000000,2142858,.35714298
EGY,BGR,1967,6000000,2172620,.36210334
EGY,BGR,1968,8000000,3333336,.41666698
