iso_o,iso_d,year,FLOW,SOURCE_TF
USSR,SYEM,1979,46791888,USSR_XP
USSR,SYEM,1980,36902940,USSR_XP
USSR,SYEM,1981,64122084,USSR_XP
USSR,SYEM,1982,52995336,USSR_XP
USSR,SYEM,1983,120693128,USSR_XP
USSR,SYEM,1984,101755600,USSR_XP
USSR,SYEM,1985,135557280,USSR_XP
USSR,SYEM,1986,99123320,USSR_XP
USSR,SYEM,1987,109889832,USSR_XP
USSR,SYEM,1988,150571280,USSR_XP
USSR,TCD,1967,0,USSR_XP
USSR,TCD,1968,92592.672,USSR_XP
USSR,TGO,1960,0,USSR_XP
USSR,TGO,1961,39682.555,USSR_XP
USSR,THA,1955,0,USSR_XP
USSR,THA,1956,39682.555,USSR_XP
USSR,TUR,1951,0,USSR_XP
USSR,TUR,1952,39682.555,USSR_XP
USSR,TUR,1953,238095.33,USSR_XP
USSR,TZA,1962,0,USSR_XP
USSR,TZA,1963,0,USSR_XP
USSR,UGA,1964,0,USSR_XP
USSR,UGA,1978,1222314.4,USSR_XP
USSR,URY,1958,1973215,USSR_XP
USSR,VEN,1971,0,USSR_XP
USSR,VEN,1972,48625.504,USSR_XP
USSR,VEN,1975,125233.62,USSR_XP
USSR,VEN,1976,221423.02,USSR_XP
USSR,VEN,1977,2111412.5,USSR_XP
USSR,VNM,1954,0,USSR_XP
USSR,VNM,1955,1309524.3,USSR_XP
USSR,VNM,1956,2063492.9,USSR_XP
USSR,VNM,1957,3452382.3,USSR_XP
USSR,VNM,1958,2936509,USSR_XP
USSR,VNM,1959,7103177.5,USSR_XP
USSR,VNM,1960,8730162,USSR_XP
USSR,VNM,1961,14761911,USSR_XP
USSR,VNM,1962,19523816,USSR_XP
USSR,VNM,1963,20238102,USSR_XP
USSR,VNM,1964,17023816,USSR_XP
USSR,VNM,1965,26746040,USSR_XP
USSR,VNM,1966,24365088,USSR_XP
USSR,VNM,1967,53470596,USSR_XP
USSR,VNM,1968,66342644,USSR_XP
USSR,VNM,1969,78888952,USSR_XP
USSR,VNM,1970,77083392,USSR_XP
USSR,VNM,1971,63989636,USSR_XP
USSR,VNM,1972,45805220,USSR_XP
USSR,VNM,1973,78648232,USSR_XP
USSR,VNM,1974,108766224,USSR_XP
USSR,VNM,1975,99372880,USSR_XP
USSR,VNM,1976,171602832,USSR_XP
USSR,VNM,1977,214425680,USSR_XP
USSR,VNM,1978,233385648,USSR_XP
USSR,VNM,1979,321703232,USSR_XP
USSR,VNM,1980,300306784,USSR_XP
USSR,VNM,1981,500677408,USSR_XP
USSR,VNM,1982,635154240,USSR_XP
USSR,VNM,1983,802343104,USSR_XP
USSR,VNM,1984,927065536,USSR_XP
USSR,WDEU,1950,0,USSR_XP
USSR,WDEU,1951,0,USSR_XP
USSR,YEM,1956,98214.32,USSR_XP
USSR,YEM,1957,446428.72,USSR_XP
USSR,YEM,1958,446428.72,USSR_XP
USSR,YEM,1959,1035714.6,USSR_XP
USSR,YEM,1960,1269841.8,USSR_XP
USSR,YEM,1961,753968.56,USSR_XP
USSR,YEM,1962,833333.69,USSR_XP
USSR,YEM,1963,1190476.6,USSR_XP
USSR,YEM,1964,1150794.1,USSR_XP
USSR,YEM,1965,2857144,USSR_XP
USSR,YEM,1966,4206351,USSR_XP
USSR,YEM,1967,3661267,USSR_XP
USSR,YEM,1968,2685187.3,USSR_XP
USSR,YEM,1969,4027781,USSR_XP
USSR,YEM,1970,4629633,USSR_XP
USSR,YEM,1971,3307432.8,USSR_XP
USSR,YEM,1972,1118386.5,USSR_XP
USSR,YEM,1973,1871266.6,USSR_XP
USSR,YEM,1974,4807659.5,USSR_XP
USSR,YEM,1975,3130840.3,USSR_XP
USSR,YEM,1976,6495075,USSR_XP
USSR,YEM,1977,16109296,USSR_XP
USSR,YEM,1978,25286628,USSR_XP
USSR,YEM,1979,30786034,USSR_XP
USSR,YEM,1980,31621662,USSR_XP
USSR,YEM,1981,15546841,USSR_XP
USSR,YEM,1982,26932056,USSR_XP
USSR,YEM,1983,37006644,USSR_XP
USSR,YEM,1984,9972418,USSR_XP
USSR,YEM,1985,14087508,USSR_XP
USSR,YEM,1986,9717973,USSR_XP
USSR,YEM,1987,11898282,USSR_XP
USSR,YEM,1988,11191109,USSR_XP
USSR,YUG,1950,0,USSR_XP
USSR,YUG,1951,0,USSR_XP
USSR,YUG,1952,0,USSR_XP
USSR,YUG,1953,0,USSR_XP
VEN,EDEU,1956,43441.738,EDEU_IP
VEN,EDEU,1957,2948.5344,EDEU_IP
VEN,EDEU,1958,115320.45,EDEU_IP
VEN,EDEU,1960,0,EDEU_IP
VEN,USSR,1972,2193010,USSR_IP
VEN,USSR,1973,363245.84,USSR_IP
VNM,EDEU,1956,147131.86,EDEU_IP
VNM,EDEU,1957,939108.19,EDEU_IP
VNM,EDEU,1958,1720196.9,EDEU_IP
VNM,EDEU,1959,2177110.5,EDEU_IP
VNM,EDEU,1960,2684525,EDEU_IP
VNM,EDEU,1961,1831169.6,EDEU_IP
VNM,EDEU,1962,2160715,EDEU_IP
VNM,EDEU,1963,1139286.1,EDEU_IP
VNM,EDEU,1964,1109821.9,EDEU_IP
VNM,EDEU,1965,2504465.3,EDEU_IP
VNM,EDEU,1966,2052679.3,EDEU_IP
VNM,EDEU,1967,1762538,EDEU_IP
VNM,EDEU,1968,2406251.8,EDEU_IP
VNM,EDEU,1969,1290153.1,EDEU_IP
VNM,EDEU,1970,2041212.8,EDEU_IP
VNM,EDEU,1971,3544038.3,EDEU_IP
VNM,EDEU,1972,1961368,EDEU_IP
VNM,EDEU,1973,5174299,EDEU_IP
VNM,EDEU,1974,6145873.5,EDEU_IP
VNM,USSR,1955,0,USSR_IP
VNM,USSR,1956,523809.75,USSR_IP
VNM,USSR,1957,1257143.3,USSR_IP
VNM,USSR,1958,3899108.5,USSR_IP
VNM,USSR,1959,6111113.5,USSR_IP
VNM,USSR,1960,9079368,USSR_IP
VNM,USSR,1961,10083337,USSR_IP
VNM,USSR,1962,11873021,USSR_IP
VNM,USSR,1963,13880958,USSR_IP
VNM,USSR,1964,13662703,USSR_IP
VNM,USSR,1965,12003973,USSR_IP
VNM,USSR,1966,9952385,USSR_IP
VNM,USSR,1967,8320330,USSR_IP
VNM,USSR,1968,8199080.5,USSR_IP
VNM,USSR,1969,7740746.5,USSR_IP
VNM,USSR,1970,8504636,USSR_IP
VNM,USSR,1971,10863997,USSR_IP
VNM,USSR,1972,12088299,USSR_IP
VNM,USSR,1973,22339620,USSR_IP
VNM,USSR,1974,27002076,USSR_IP
VNM,USSR,1975,32923916,USSR_IP
VNM,USSR,1976,51635848,USSR_IP
VNM,USSR,1977,111654624,USSR_IP
VNM,USSR,1978,127983960,USSR_IP
VNM,USSR,1979,117059032,USSR_IP
VNM,USSR,1980,114372712,USSR_IP
VNM,USSR,1981,127083336,USSR_IP
VNM,USSR,1982,179402256,USSR_IP
VNM,USSR,1983,229210448,USSR_IP
VNM,USSR,1984,261951408,USSR_IP
VNM,USSR,1985,290221312,USSR_IP
VNM,USSR,1986,314599904,USSR_IP
VNM,USSR,1987,339333184,USSR_IP
VNM,USSR,1988,395351360,USSR_IP
WDEU,EDEU,1950,23931370,EDEU_IP
WDEU,EDEU,1951,17141632,EDEU_IP
WDEU,EDEU,1952,18046930,EDEU_IP
WDEU,EDEU,1953,24649746,EDEU_IP
WDEU,EDEU,1954,40788056,EDEU_IP
WDEU,EDEU,1955,51540380,EDEU_IP
WDEU,EDEU,1956,57466936,EDEU_IP
WDEU,EDEU,1957,72288232,EDEU_IP
WDEU,EDEU,1958,74745344,EDEU_IP
WDEU,EDEU,1959,89861504,EDEU_IP
WDEU,EDEU,1960,83987280,EDEU_IP
WDEU,EDEU,1961,83444832,EDEU_IP
WDEU,EDEU,1962,80840208,EDEU_IP
WDEU,EDEU,1963,81370568,EDEU_IP
WDEU,EDEU,1964,105806288,EDEU_IP
WDEU,EDEU,1965,108693784,EDEU_IP
WDEU,EDEU,1966,144286656,EDEU_IP
WDEU,EDEU,1967,128306792,EDEU_IP
WDEU,EDEU,1968,140628224,EDEU_IP
WDEU,EDEU,1969,227101824,EDEU_IP
WDEU,EDEU,1970,270692352,EDEU_IP
WDEU,EDEU,1971,277453088,EDEU_IP
WDEU,EDEU,1972,362411072,EDEU_IP
WDEU,EDEU,1973,409256800,EDEU_IP
WDEU,EDEU,1974,543146112,EDEU_IP
WDEU,USSR,1952,43650.813,USSR_IP
WDEU,USSR,1953,1309524.3,USSR_IP
WDEU,USSR,1954,4146826.8,USSR_IP
WDEU,USSR,1955,9340182,USSR_IP
WDEU,USSR,1956,26763404,USSR_IP
WDEU,USSR,1957,24298222,USSR_IP
WDEU,USSR,1958,28315190,USSR_IP
WDEU,USSR,1959,47182160,USSR_IP
WDEU,USSR,1960,78265904,USSR_IP
WDEU,USSR,1961,70452408,USSR_IP
WDEU,USSR,1962,80273840,USSR_IP
WDEU,USSR,1963,58535736,USSR_IP
WDEU,USSR,1964,79531776,USSR_IP
WDEU,USSR,1965,53515892,USSR_IP
WDEU,USSR,1966,56702404,USSR_IP
WDEU,USSR,1967,70280240,USSR_IP
WDEU,USSR,1968,111120456,USSR_IP
WDEU,USSR,1969,160620496,USSR_IP
WDEU,USSR,1970,171926064,USSR_IP
WDEU,USSR,1971,220210704,USSR_IP
WDEU,USSR,1972,313867872,USSR_IP
WDEU,USSR,1973,462230368,USSR_IP
WDEU,USSR,1974,865497408,USSR_IP
WDEU,USSR,1975,1341752960,USSR_IP
WDEU,USSR,1976,1604770688,USSR_IP
WDEU,USSR,1977,1531165056,USSR_IP
WDEU,USSR,1978,1654799744,USSR_IP
WDEU,USSR,1979,1811956352,USSR_IP
WDEU,USSR,1980,2170467328,USSR_IP
WDEU,USSR,1981,2054539392,USSR_IP
WDEU,USSR,1982,2530744832,USSR_IP
WDEU,USSR,1983,3280208640,USSR_IP
WDEU,USSR,1984,3428932864,USSR_IP
WDEU,USSR,1985,3339803136,USSR_IP
WDEU,USSR,1986,3172296192,USSR_IP
WDEU,USSR,1987,2847568640,USSR_IP
WDEU,USSR,1988,3342478848,USSR_IP
YEM,EDEU,1959,37129.691,EDEU_IP
YEM,EDEU,1960,61591.605,EDEU_IP
YEM,EDEU,1961,9552.2764,EDEU_IP
YEM,USSR,1957,349206.5,USSR_IP
YEM,USSR,1958,261904.88,USSR_IP
YEM,USSR,1959,225892.94,USSR_IP
YEM,USSR,1960,523809.75,USSR_IP
YEM,USSR,1961,567460.5,USSR_IP
YEM,USSR,1962,611111.31,USSR_IP
YEM,USSR,1963,654762.13,USSR_IP
YEM,USSR,1964,436508.09,USSR_IP
YEM,USSR,1965,392857.28,USSR_IP
YEM,USSR,1966,611111.31,USSR_IP
YEM,USSR,1967,265542.47,USSR_IP
YEM,USSR,1968,712963.5,USSR_IP
YEM,USSR,1969,662037.56,USSR_IP
YEM,USSR,1970,509259.66,USSR_IP
YEM,USSR,1971,151590.66,USSR_IP
YEM,USSR,1972,213952.2,USSR_IP
YEM,USSR,1973,121081.96,USSR_IP
YEM,USSR,1974,62216.766,USSR_IP
YEM,USSR,1975,413270.94,USSR_IP
YEM,USSR,1976,324753.75,USSR_IP
YEM,USSR,1979,237924.86,USSR_IP
YEM,USSR,1980,145235.19,USSR_IP
YEM,USSR,1981,304027.13,USSR_IP
YEM,USSR,1982,260632.83,USSR_IP
YEM,USSR,1983,97619.445,USSR_IP
YEM,USSR,1984,101570.93,USSR_IP
YEM,USSR,1985,102624.23,USSR_IP
YEM,USSR,1986,106897.7,USSR_IP
YEM,USSR,1987,106407.4,USSR_IP
YEM,USSR,1988,0,USSR_IP
YUG,EDEU,1954,352349.84,EDEU_IP
YUG,EDEU,1955,677573.19,EDEU_IP
YUG,EDEU,1956,1388464.8,EDEU_IP
YUG,EDEU,1957,2380548.3,EDEU_IP
YUG,EDEU,1958,9449288,EDEU_IP
YUG,EDEU,1959,9549320,EDEU_IP
YUG,EDEU,1960,17360552,EDEU_IP
YUG,EDEU,1961,10987017,EDEU_IP
YUG,EDEU,1962,14987505,EDEU_IP
YUG,EDEU,1963,15419648,EDEU_IP
YUG,EDEU,1964,26616080,EDEU_IP
YUG,EDEU,1965,32292868,EDEU_IP
YUG,EDEU,1966,27991082,EDEU_IP
YUG,EDEU,1967,27802294,EDEU_IP
YUG,EDEU,1968,27740646,EDEU_IP
YUG,EDEU,1969,21525798,EDEU_IP
YUG,EDEU,1970,26034854,EDEU_IP
YUG,EDEU,1971,38275612,EDEU_IP
YUG,EDEU,1972,53923808,EDEU_IP
YUG,EDEU,1973,59924432,EDEU_IP
YUG,EDEU,1974,95024664,EDEU_IP
YUG,USSR,1950,0,USSR_IP
YUG,USSR,1951,0,USSR_IP
YUG,USSR,1952,0,USSR_IP
YUG,USSR,1954,436508.09,USSR_IP
YUG,USSR,1955,6853177.5,USSR_IP
YUG,USSR,1956,19515186,USSR_IP
YUG,USSR,1957,22305564,USSR_IP
YUG,USSR,1958,19986614,USSR_IP
YUG,USSR,1959,20865088,USSR_IP
YUG,USSR,1960,20865088,USSR_IP
YUG,USSR,1961,21432548,USSR_IP
YUG,USSR,1962,18115086,USSR_IP
YUG,USSR,1963,34178584,USSR_IP
YUG,USSR,1964,47492084,USSR_IP
YUG,USSR,1965,74119080,USSR_IP
YUG,USSR,1966,75734160,USSR_IP
YUG,USSR,1967,92630064,USSR_IP
YUG,USSR,1968,99509336,USSR_IP
YUG,USSR,1969,104398232,USSR_IP
YUG,USSR,1970,115245464,USSR_IP
YUG,USSR,1971,128801536,USSR_IP
YUG,USSR,1972,153831632,USSR_IP
YUG,USSR,1973,202267408,USSR_IP
YUG,USSR,1974,348102816,USSR_IP
YUG,USSR,1975,534497088,USSR_IP
YUG,USSR,1976,730858304,USSR_IP
YUG,USSR,1977,819001280,USSR_IP
YUG,USSR,1978,899080960,USSR_IP
YUG,USSR,1979,855339904,USSR_IP
YUG,USSR,1980,1292811008,USSR_IP
YUG,USSR,1981,2111544448,USSR_IP
YUG,USSR,1982,2428663552,USSR_IP
YUG,USSR,1983,2268968704,USSR_IP
YUG,USSR,1984,2803560448,USSR_IP
YUG,USSR,1985,3454844672,USSR_IP
YUG,USSR,1986,2859940864,USSR_IP
YUG,USSR,1987,2206144512,USSR_IP
YUG,USSR,1988,2184707840,USSR_IP
ZAF,EDEU,1955,11892.422,EDEU_IP
ZAF,EDEU,1956,301929.91,EDEU_IP
ZAF,EDEU,1957,761802.94,EDEU_IP
ZAF,EDEU,1958,133666.89,EDEU_IP
ZMB,EDEU,1975,6197.5664,EDEU_TOTAL
ZMB,USSR,1977,344082.03,USSR_IP
ZMB,USSR,1978,672272.94,USSR_IP
ZMB,USSR,1979,3489564.5,USSR_IP
ZMB,USSR,1980,3267791.8,USSR_IP
