iso_o,iso_d,year,FLOW_EDEU,FLOWU,FLOWP,fx_GBR,fx_EDEU
ITA,EDEU,1958,30498369.00000001,7261517,2593399.8,.35714298,4.1999998
ITA,EDEU,1959,44697037,10642152,3800770,.35714298,4.1999998
ITA,EDEU,1960,53680000.00000001,12780953,4564627.5,.35714298,4.1999998
ITA,EDEU,1961,85030000,21081818,7529223.5,.35714298,4.0333333
ITA,EDEU,1962,53130000.00000001,13282500,4743751.5,.35714298,4
ITA,EDEU,1963,75240000,18810000,6717859.5,.35714298,4
ITA,EDEU,1964,71280000,17820000,6364288,.35714298,4
ITA,EDEU,1965,108130000,27032500,9654468,.35714298,4
ITA,EDEU,1966,121550000,30387500,10852682,.35714298,4
ITA,EDEU,1967,129140000,32285000,11690506,.36210334,4
ITA,EDEU,1968,147180000,36795000,15331262,.41666698,4
ITA,EDEU,1969,165220000,41898564,17457748,.41666698,3.9433334
ITA,EDEU,1970,162250000,44330600,18471098,.41666698,3.6600001
ITA,EDEU,1971,137500000,39202900,16109265,.41092023,3.5073936
ITA,EDEU,1972,198880000,62371388,24972910,.40039048,3.1886415
ITA,EDEU,1973,311630000,116601808,47593468,.40817094,2.6726
ITA,EDEU,1974,427130000.0000001,165058448,70604816,.42775643,2.58775
JPN,EDEU,1954,7606484.325000002,1811067.8,646810.13,.35714298,4.1999998
JPN,EDEU,1955,23215900.95000001,5527595.5,1974142,.35714298,4.1999998
JPN,EDEU,1956,21276426.6,5065816,1809220.6,.35714298,4.1999998
JPN,EDEU,1957,10655550.675,2537036,906084.63,.35714298,4.1999998
JPN,EDEU,1958,20137040,4794533.5,1712334,.35714298,4.1999998
JPN,EDEU,1959,5753440,1369866.8,489238.31,.35714298,4.1999998
JPN,EDEU,1960,550000,130952.39,46768.727,.35714298,4.1999998
JPN,EDEU,1961,4290000,1063636.4,379870.28,.35714298,4.0333333
JPN,EDEU,1962,4400000,1100000,392857.28,.35714298,4
JPN,EDEU,1963,9460000,2365000,844643.19,.35714298,4
JPN,EDEU,1964,8580000,2145000,766071.69,.35714298,4
JPN,EDEU,1965,18480000,4620000,1650000.6,.35714298,4
JPN,EDEU,1966,24530000,6132500,2190179.3,.35714298,4
JPN,EDEU,1967,23650000,5912500,2140936,.36210334,4
JPN,EDEU,1968,26620000,6655000,2772918.8,.41666698,4
JPN,EDEU,1969,37400000,9484362,3951820.5,.41666698,3.9433334
JPN,EDEU,1970,35860000,9797814,4082425.5,.41666698,3.6600001
JPN,EDEU,1971,236500000,67428984,27707934,.41092023,3.5073936
JPN,EDEU,1972,268994000,84360064,33776968,.40039048,3.1886415
JPN,EDEU,1973,264000000,98780216,40319212,.40817094,2.6726
JPN,EDEU,1974,228250000,88204040,37729844,.42775643,2.58775
KHM,EDEU,1962,110000,27500,9821.4316,.35714298,4
KHM,EDEU,1963,1760000,440000,157142.91,.35714298,4
KHM,EDEU,1964,2200000,550000,196428.64,.35714298,4
KHM,EDEU,1965,2420000,605000,216071.5,.35714298,4
KHM,EDEU,1966,3630000.000000001,907500,324107.25,.35714298,4
KHM,EDEU,1967,5610000,1402500,507849.94,.36210334,4
KHM,EDEU,1968,6600000.000000001,1650000,687500.5,.41666698,4
KWT,EDEU,1966,220000,55000,19642.863,.35714298,4
LBN,EDEU,1954,908478.4500000001,216304.41,77251.602,.35714298,4.1999998
LBN,EDEU,1955,1430911.35,340693.19,121676.18,.35714298,4.1999998
LBN,EDEU,1956,3123039.150000001,743580.81,265564.66,.35714298,4.1999998
LBN,EDEU,1957,3338022.600000001,794767.31,283845.56,.35714298,4.1999998
LBN,EDEU,1958,3313365.000000001,788896.44,281748.84,.35714298,4.1999998
LBN,EDEU,1959,5707207,1358858.9,485306.91,.35714298,4.1999998
LBN,EDEU,1960,5500000,1309523.9,467687.25,.35714298,4.1999998
LBN,EDEU,1961,6380000.000000001,1581818.3,564935.31,.35714298,4.0333333
LBN,EDEU,1962,4620000,1155000,412500.16,.35714298,4
LBN,EDEU,1963,4730000,1182500,422321.59,.35714298,4
LBN,EDEU,1964,6710000.000000001,1677500,599107.38,.35714298,4
LBN,EDEU,1965,12980000,3245000,1158929,.35714298,4
LBN,EDEU,1966,13750000,3437500,1227679,.35714298,4
LBN,EDEU,1967,15290000,3822500,1384140,.36210334,4
LBN,EDEU,1968,14630000,3657500,1523959.5,.41666698,4
LBN,EDEU,1969,14850000,3765849.5,1569105.1,.41666698,3.9433334
LBN,EDEU,1970,16060000,4387978,1828325.5,.41666698,3.6600001
LBN,EDEU,1971,74470000,21232290,8724778,.41092023,3.5073936
LBN,EDEU,1972,14300000,4484668.5,1795618.5,.40039048,3.1886415
LBN,EDEU,1973,12100000,4527426.5,1847963.9,.40817094,2.6726
LBN,EDEU,1974,15730000,6078640,2600177.3,.42775643,2.58775
LKA,EDEU,1956,39298.05000000001,9356.6787,3341.6721,.35714298,4.1999998
LKA,EDEU,1958,2707199,644571.25,230204.09,.35714298,4.1999998
LKA,EDEU,1959,3385283.000000001,806019.81,287864.31,.35714298,4.1999998
LKA,EDEU,1960,3300000.000000001,785714.31,280612.34,.35714298,4.1999998
LKA,EDEU,1961,4950000,1227272.8,438311.84,.35714298,4.0333333
LKA,EDEU,1962,8360000.000000001,2090000,746428.81,.35714298,4
LKA,EDEU,1963,2310000,577500,206250.08,.35714298,4
LKA,EDEU,1964,13640000,3410000,1217857.6,.35714298,4
LKA,EDEU,1965,17820000,4455000,1591072,.35714298,4
LKA,EDEU,1966,20350000,5087500,1816964.9,.35714298,4
LKA,EDEU,1967,1540000,385000,139409.78,.36210334,4
LKA,EDEU,1968,9680000,2420000,1008334.1,.41666698,4
LKA,EDEU,1969,13420000,3403212.3,1418006.1,.41666698,3.9433334
LKA,EDEU,1970,11110000,3035519,1264800.5,.41666698,3.6600001
LKA,EDEU,1971,18370000,5237507.5,2152197.8,.41092023,3.5073936
LKA,EDEU,1972,18370000,5761074,2306679.3,.40039048,3.1886415
LKA,EDEU,1973,9900000,3704258,1511970.5,.40817094,2.6726
LKA,EDEU,1974,14740000,5696068,2436529.8,.42775643,2.58775
MAR,EDEU,1957,4397914.125000001,1047122.4,373972.44,.35714298,4.1999998
MAR,EDEU,1958,18534296,4412928,1576046.3,.35714298,4.1999998
MAR,EDEU,1959,7027416.000000001,1673194.4,597569.63,.35714298,4.1999998
MAR,EDEU,1960,6050000.000000001,1440476.3,514456,.35714298,4.1999998
MAR,EDEU,1961,4180000.000000001,1036363.6,370130,.35714298,4.0333333
MAR,EDEU,1962,5720000,1430000,510714.47,.35714298,4
MAR,EDEU,1963,6710000.000000001,1677500,599107.38,.35714298,4
MAR,EDEU,1964,11220000,2805000,1001786.1,.35714298,4
MAR,EDEU,1965,5060000,1265000,451785.88,.35714298,4
MAR,EDEU,1966,23320000,5830000,2082143.6,.35714298,4
MAR,EDEU,1967,17930000,4482500,1623128.3,.36210334,4
MAR,EDEU,1968,17820000,4455000,1856251.4,.41666698,4
MAR,EDEU,1969,17050000,4323753,1801565.1,.41666698,3.9433334
MAR,EDEU,1970,12760000,3486338.8,1452642.3,.41666698,3.6600001
MAR,EDEU,1971,13420000,3826203,1572264.3,.41092023,3.5073936
MAR,EDEU,1972,10890000,3415247.5,1367432.6,.40039048,3.1886415
MAR,EDEU,1973,17930000,6708823,2738346.5,.40817094,2.6726
MAR,EDEU,1974,37840000,14622742,6254972,.42775643,2.58775
MEX,EDEU,1955,361773.225,86136.484,30763.041,.35714298,4.1999998
MEX,EDEU,1957,33518.92500000001,7980.6968,2850.2498,.35714298,4.1999998
MEX,EDEU,1958,2039389,485568.84,173417.5,.35714298,4.1999998
MEX,EDEU,1959,1885279.000000001,448875.97,160312.91,.35714298,4.1999998
MEX,EDEU,1960,220000,52380.953,18707.49,.35714298,4.1999998
MEX,EDEU,1961,550000,136363.64,48701.316,.35714298,4.0333333
MEX,EDEU,1964,660000,165000,58928.594,.35714298,4
MEX,EDEU,1965,550000,137500,49107.16,.35714298,4
MEX,EDEU,1966,3190000.000000001,797500,284821.53,.35714298,4
MEX,EDEU,1967,12100000,3025000,1095362.6,.36210334,4
MEX,EDEU,1968,1320000,330000,137500.11,.41666698,4
MEX,EDEU,1969,4400000,1115807.3,464920.03,.41666698,3.9433334
MEX,EDEU,1970,2310000,631147.5,262978.31,.41666698,3.6600001
MEX,EDEU,1971,18260000,5206145,2139310.3,.41092023,3.5073936
MEX,EDEU,1972,990000.0000000001,310477.03,124312.05,.40039048,3.1886415
MEX,EDEU,1973,12540000,4692060,1915162.5,.40817094,2.6726
MEX,EDEU,1974,18260000,7056323,3018387.5,.42775643,2.58775
MMR,EDEU,1954,17337.375,4127.9468,1474.2672,.35714298,4.1999998
MMR,EDEU,1955,19721841.975,4695677,1677028.1,.35714298,4.1999998
MMR,EDEU,1956,8624766.15,2053515.9,733398.81,.35714298,4.1999998
MMR,EDEU,1957,7021636.875000001,1671818.4,597078.19,.35714298,4.1999998
MMR,EDEU,1958,421234.0000000001,100293.81,35819.23,.35714298,4.1999998
MMR,EDEU,1960,5940000.000000001,1414285.8,505102.22,.35714298,4.1999998
MMR,EDEU,1961,220000,54545.453,19480.525,.35714298,4.0333333
MMR,EDEU,1964,880000.0000000001,220000,78571.453,.35714298,4
MMR,EDEU,1965,1430000,357500,127678.62,.35714298,4
MMR,EDEU,1966,5060000,1265000,451785.88,.35714298,4
MMR,EDEU,1967,13970000,3492500,1264645.9,.36210334,4
MNG,EDEU,1957,7690859.550000002,1831157.1,653984.94,.35714298,4.1999998
MNG,EDEU,1958,7962350.000000001,1895797.8,677070.88,.35714298,4.1999998
MNG,EDEU,1959,15344219,3653385.8,1304781.1,.35714298,4.1999998
MNG,EDEU,1960,9350000,2226190.5,795068.31,.35714298,4.1999998
MNG,EDEU,1961,16390000,4063636.5,1451299.3,.35714298,4.0333333
MNG,EDEU,1962,7810000.000000001,1952500,697321.69,.35714298,4
MNG,EDEU,1963,12760000,3190000,1139286.1,.35714298,4
MNG,EDEU,1964,9020000,2255000,805357.44,.35714298,4
MNG,EDEU,1965,12320000,3080000,1100000.4,.35714298,4
MNG,EDEU,1966,11550000,2887500,1031250.4,.35714298,4
MNG,EDEU,1967,14850000,3712500,1344308.6,.36210334,4
MNG,EDEU,1968,18370000,4592500,1913543.1,.41666698,4
MNG,EDEU,1969,13420000,3403212.3,1418006.1,.41666698,3.9433334
MNG,EDEU,1970,24750000,6762295,2817625,.41666698,3.6600001
MNG,EDEU,1971,18700000,5331594.5,2190860,.41092023,3.5073936
MNG,EDEU,1972,27170000,8520870,3411675.3,.40039048,3.1886415
MNG,EDEU,1973,29480000,11030457,4502312,.40817094,2.6726
MNG,EDEU,1974,26840000,10371945,4436666,.42775643,2.58775
NGA,EDEU,1958,35959.00000000001,8561.667,3057.7393,.35714298,4.1999998
NGA,EDEU,1959,195206.0000000001,46477.621,16599.156,.35714298,4.1999998
NGA,EDEU,1960,770000.0000000001,183333.34,65476.219,.35714298,4.1999998
NGA,EDEU,1961,1430000,354545.47,126623.43,.35714298,4.0333333
NGA,EDEU,1962,2200000,550000,196428.64,.35714298,4
NGA,EDEU,1963,2090000,522500,186607.2,.35714298,4
NGA,EDEU,1964,11660000,2915000,1041071.8,.35714298,4
NGA,EDEU,1965,12540000,3135000,1119643.3,.35714298,4
NGA,EDEU,1966,7590000.000000001,1897500,677678.81,.35714298,4
NGA,EDEU,1967,8580000,2145000,776711.69,.36210334,4
NLD,EDEU,1953,126974311.2,30231980,10797140,.35714298,4.1999998
NLD,EDEU,1954,109893529.35,26165128,9344692,.35714298,4.1999998
NLD,EDEU,1955,135700789.95,32309714,11539188,.35714298,4.1999998
NLD,EDEU,1956,125353844.55,29846154,10659345,.35714298,4.1999998
NLD,EDEU,1957,94108427.32500002,22406770,8002420.5,.35714298,4.1999998
NLD,EDEU,1958,104306785,24834950,8869628,.35714298,4.1999998
NLD,EDEU,1959,67818674.00000002,16147304,5766896.5,.35714298,4.1999998
NLD,EDEU,1960,101310000,24121430,8614800,.35714298,4.1999998
NLD,EDEU,1961,99330000.00000002,24627272,8795457,.35714298,4.0333333
NLD,EDEU,1962,67430000,16857500,6020538,.35714298,4
NLD,EDEU,1963,85470000,21367500,7631252.5,.35714298,4
NLD,EDEU,1964,123310000,30827500,11009825,.35714298,4
NLD,EDEU,1965,122980000,30745000,10980361,.35714298,4
NLD,EDEU,1966,138930000,34732500,12404469,.35714298,4
NLD,EDEU,1967,205040000,51260000,18561418,.36210334,4
NLD,EDEU,1968,143440000,35860000,14941678,.41666698,4
NLD,EDEU,1969,188980000,47923920,19968316,.41666698,3.9433334
NLD,EDEU,1970,261690000,71500000,29791690,.41666698,3.6600001
NLD,EDEU,1971,310200000,88441744,36342504,.41092023,3.5073936
NLD,EDEU,1972,421740000.0000001,132263224,52956936,.40039048,3.1886415
NLD,EDEU,1973,715550000,267735536,109281864,.40817094,2.6726
NLD,EDEU,1974,1232990000,476471840,203813888,.42775643,2.58775
NOR,EDEU,1953,33951203.55,8083620.5,2887008.3,.35714298,4.1999998
NOR,EDEU,1954,38269365.75000002,9111754,3254199,.35714298,4.1999998
NOR,EDEU,1955,38071719.675,9064696,3237392.5,.35714298,4.1999998
NOR,EDEU,1956,35422568.77500001,8433945,3012124.3,.35714298,4.1999998
NOR,EDEU,1957,37844022.15000001,9010482,3218030.5,.35714298,4.1999998
NOR,EDEU,1958,35178176,8375756.5,2991342.8,.35714298,4.1999998
NOR,EDEU,1959,30760356,7323894.5,2615677.5,.35714298,4.1999998
NOR,EDEU,1960,35750000,8511905,3039967.3,.35714298,4.1999998
NOR,EDEU,1961,29480000,7309091,2610390.5,.35714298,4.0333333
NOR,EDEU,1962,27940000,6985000,2494643.8,.35714298,4
NOR,EDEU,1963,28710000,7177500,2563393.8,.35714298,4
NOR,EDEU,1964,66000000.00000001,16500000,5892859.5,.35714298,4
NOR,EDEU,1965,38830000,9707500,3466965.5,.35714298,4
NOR,EDEU,1966,25520000,6380000,2278572.3,.35714298,4
NOR,EDEU,1967,25960000,6490000,2350050.8,.36210334,4
NOR,EDEU,1968,23650000,5912500,2463543.5,.41666698,4
NOR,EDEU,1969,24530000,6220625.5,2591929.3,.41666698,3.9433334
NOR,EDEU,1970,24420000,6672131,2780056.8,.41666698,3.6600001
NOR,EDEU,1971,34540000,9847768,4046647,.41092023,3.5073936
NOR,EDEU,1972,47080000.00000001,14764908,5911728.5,.40039048,3.1886415
NOR,EDEU,1973,107800000,40335252,16463678,.40817094,2.6726
NOR,EDEU,1974,216040000,83485656,35711528,.42775643,2.58775
NZL,EDEU,1955,71661.15000000001,17062.18,6093.6377,.35714298,4.1999998
NZL,EDEU,1958,575344.0000000001,136986.67,48923.828,.35714298,4.1999998
NZL,EDEU,1960,6796251.000000001,1618155.1,577912.75,.35714298,4.1999998
Ozeanien,EDEU,1953,7015857.750000001,1670442.4,596586.75,.35714298,4.1999998
Ozeanien,EDEU,1954,10650927.375,2535935.3,905691.5,.35714298,4.1999998
Ozeanien,EDEU,1955,2290845.15,545439.38,194799.84,.35714298,4.1999998
Ozeanien,EDEU,1956,1026372.6,244374.44,87276.617,.35714298,4.1999998
Ozeanien,EDEU,1957,4169060.775000001,992633.56,354512.13,.35714298,4.1999998
Ozeanien,EDEU,1958,2851420.275000001,678909.63,242467.81,.35714298,4.1999998
PAK,EDEU,1955,181464.5250000001,43205.84,15430.663,.35714298,4.1999998
PAK,EDEU,1956,644950.3500000001,153559.61,54842.738,.35714298,4.1999998
PAK,EDEU,1957,406850.4,96869.148,34596.137,.35714298,4.1999998
PAK,EDEU,1958,1366442,325343.34,116194.09,.35714298,4.1999998
PAK,EDEU,1959,256850,61154.766,21840.996,.35714298,4.1999998
PAK,EDEU,1960,215754,51370.004,18346.438,.35714298,4.1999998
PER,EDEU,1958,1232880,293542.88,104836.78,.35714298,4.1999998
PER,EDEU,1961,1980000,490909.09,175324.73,.35714298,4.0333333
PER,EDEU,1962,39050000,9762500,3486608.5,.35714298,4
PER,EDEU,1963,21780000,5445000,1944643.5,.35714298,4
PER,EDEU,1964,16720000,4180000,1492857.6,.35714298,4
PER,EDEU,1965,33660000,8415000,3005358.3,.35714298,4
PER,EDEU,1966,49060000.00000001,12265000,4380358.5,.35714298,4
PER,EDEU,1967,38170000,9542500,3455371.3,.36210334,4
PER,EDEU,1968,37510000,9377500,3907294.8,.41666698,4
PER,EDEU,1969,44220000,11213863,4672446.5,.41666698,3.9433334
PER,EDEU,1970,55000000.00000001,15027322,6261389,.41666698,3.6600001
PER,EDEU,1971,103950000,29637392,12178604,.41092023,3.5073936
PER,EDEU,1972,48840000.00000001,15316867,6132727.5,.40039048,3.1886415
PER,EDEU,1973,102850000,38483124,15707693,.40817094,2.6726
PER,EDEU,1974,185350000,71625928,30638452,.42775643,2.58775
POL,EDEU,1953,517409684.5500002,123192784,43997440,.35714298,4.1999998
POL,EDEU,1954,517017859.8750001,123099496,43964120,.35714298,4.1999998
POL,EDEU,1955,529976969.775,126185000,45066088,.35714298,4.1999998
POL,EDEU,1956,484733355.9750001,115412712,41218840,.35714298,4.1999998
POL,EDEU,1957,475942151.025,113319568,40471288,.35714298,4.1999998
POL,EDEU,1958,391727072.0000001,93268352,33310138,.35714298,4.1999998
POL,EDEU,1959,484095469.0000001,115260832,41164596,.35714298,4.1999998
POL,EDEU,1960,502700000.0000001,119690480,42746616,.35714298,4.1999998
POL,EDEU,1961,472450000.0000001,117136368,41834432,.35714298,4.0333333
POL,EDEU,1962,500170000.0000001,125042504,44658052,.35714298,4
POL,EDEU,1963,501490000.0000001,125372504,44775912,.35714298,4
POL,EDEU,1964,669020000,167255008,59733952,.35714298,4
POL,EDEU,1965,647680000,161920000,57828592,.35714298,4
POL,EDEU,1966,714340000,178584992,63780376,.35714298,4
POL,EDEU,1967,761200000.0000001,190300000,68908264,.36210334,4
POL,EDEU,1968,1036640000,259160000,107983416,.41666698,4
POL,EDEU,1969,1213190000,307655968,128190088,.41666698,3.9433334
POL,EDEU,1970,1352780000,369612000,154005120,.41666698,3.6600001
POL,EDEU,1971,1402390000,399838208,164301616,.41092023,3.5073936
POL,EDEU,1972,1697630000,532399136,213167536,.40039048,3.1886415
POL,EDEU,1973,2460040000,920466944,375707872,.40817094,2.6726
POL,EDEU,1974,2648470000,1023464448,437793504,.42775643,2.58775
PRK,EDEU,1955,509718.8250000001,121361.63,43343.457,.35714298,4.1999998
PRK,EDEU,1956,7748650.800000001,1844917,658899.19,.35714298,4.1999998
PRK,EDEU,1957,11694637.35,2784437.5,994442.31,.35714298,4.1999998
PRK,EDEU,1958,13166131,3134793.3,1119569.4,.35714298,4.1999998
PRK,EDEU,1959,25530890,6078783.5,2170995,.35714298,4.1999998
PRK,EDEU,1960,21230000,5054762,1805272.8,.35714298,4.1999998
PRK,EDEU,1961,15290000,3790909,1353896.5,.35714298,4.0333333
PRK,EDEU,1962,19470000,4867500,1738393.5,.35714298,4
PRK,EDEU,1963,12870000,3217500,1149107.5,.35714298,4
PRK,EDEU,1964,9790000,2447500,874107.44,.35714298,4
PRK,EDEU,1965,15290000,3822500,1365179,.35714298,4
PRK,EDEU,1966,14410000,3602500,1286607.6,.35714298,4
PRK,EDEU,1967,21670000,5417500,1961694.9,.36210334,4
PRK,EDEU,1968,25410000,6352500,2646877,.41666698,4
PRK,EDEU,1969,58960000.00000001,14951817,6229928.5,.41666698,3.9433334
PRK,EDEU,1970,78870000,21549180,8978832,.41666698,3.6600001
PRK,EDEU,1971,55440000.00000001,15806609,6495255.5,.41092023,3.5073936
PRK,EDEU,1972,53570000.00000001,16800258,6726663.5,.40039048,3.1886415
PRK,EDEU,1973,59290000.00000001,22184390,9055023,.40817094,2.6726
PRK,EDEU,1974,75680000,29245484,12509944,.42775643,2.58775
PRT,EDEU,1955,969737.1750000001,230889.81,82460.68,.35714298,4.1999998
PRT,EDEU,1956,1653985.575,393806.09,140645.08,.35714298,4.1999998
PRT,EDEU,1957,1472521.05,350600.28,125214.43,.35714298,4.1999998
PRT,EDEU,1958,1797950,428083.34,152886.97,.35714298,4.1999998
PRT,EDEU,1959,2871583,683710.25,244182.31,.35714298,4.1999998
PRT,EDEU,1960,4648985,1106901.3,395322.03,.35714298,4.1999998
PRT,EDEU,1961,3785969.000000001,938670,335239.41,.35714298,4.0333333
ROM,EDEU,1953,69032803.95,16436383,5870139,.35714298,4.1999998
ROM,EDEU,1954,99441403.87500003,23676526,8455905,.35714298,4.1999998
ROM,EDEU,1955,175172213.7,41707672,14895602,.35714298,4.1999998
ROM,EDEU,1956,134722962,32076898,11456039,.35714298,4.1999998
ROM,EDEU,1957,97351672.27500002,23178970,8278206.5,.35714298,4.1999998
ROM,EDEU,1958,139279481,33161782,11843498,.35714298,4.1999998
ROM,EDEU,1959,151824035,36148580,12910212,.35714298,4.1999998
ROM,EDEU,1960,240020000,57147620,20409872,.35714298,4.1999998
ROM,EDEU,1961,232430000,57627272,20581176,.35714298,4.0333333
ROM,EDEU,1962,201080000,50270000,17953578,.35714298,4
ROM,EDEU,1963,170610000,42652500,15233041,.35714298,4
ROM,EDEU,1964,291500000,72875000,26026796,.35714298,4
ROM,EDEU,1965,336050000,84012496,30004474,.35714298,4
ROM,EDEU,1966,307010000,76752496,27411616,.35714298,4
ROM,EDEU,1967,327140000,81785000,29614622,.36210334,4
ROM,EDEU,1968,356840000,89210000,37170860,.41666698,4
ROM,EDEU,1969,529540000.0000001,134287408,55953128,.41666698,3.9433334
ROM,EDEU,1970,483120000.0000001,132000000,55000040,.41666698,3.6600001
ROM,EDEU,1971,590040000,168227488,69128080,.41092023,3.5073936
ROM,EDEU,1972,707190000,221784096,88800240,.40039048,3.1886415
ROM,EDEU,1973,1017500000,380715392,155396960,.40817094,2.6726
ROM,EDEU,1974,1148730000,443910752,189885680,.42775643,2.58775
SDN,EDEU,1955,1929071.925000001,459302.88,164036.8,.35714298,4.1999998
SDN,EDEU,1956,2599450.425,618916.81,221041.8,.35714298,4.1999998
SDN,EDEU,1957,6125872.500000001,1458541.1,520907.72,.35714298,4.1999998
SDN,EDEU,1958,13931544,3317034.5,1184655.6,.35714298,4.1999998
SDN,EDEU,1959,6390428.000000001,1521530.5,543403.94,.35714298,4.1999998
SDN,EDEU,1960,9020000,2147619.3,767007.13,.35714298,4.1999998
SDN,EDEU,1961,2420000,600000,214285.8,.35714298,4.0333333
SDN,EDEU,1962,17270000,4317500,1541964.9,.35714298,4
SDN,EDEU,1963,14630000,3657500,1306250.5,.35714298,4
SDN,EDEU,1964,13860000,3465000,1237500.5,.35714298,4
SDN,EDEU,1965,6050000.000000001,1512500,540178.75,.35714298,4
SDN,EDEU,1966,3630000.000000001,907500,324107.25,.35714298,4
SDN,EDEU,1967,4290000,1072500,388355.84,.36210334,4
SDN,EDEU,1968,7480000.000000001,1870000,779167.25,.41666698,4
SDN,EDEU,1969,8140000.000000001,2064243.4,860102.06,.41666698,3.9433334
SDN,EDEU,1970,8690000,2374317,989299.5,.41666698,3.6600001
SDN,EDEU,1971,15620000,4453449.5,1830012.5,.41092023,3.5073936
SDN,EDEU,1972,15400000,4829643,1933743,.40039048,3.1886415
SDN,EDEU,1973,3740000.000000001,1399386.4,571188.88,.40817094,2.6726
SDN,EDEU,1974,25410000,9819341,4200286,.42775643,2.58775
SWE,EDEU,1953,61545369.60000002,14653660,5233452,.35714298,4.1999998
SWE,EDEU,1954,63998030.25000002,15237627,5442011.5,.35714298,4.1999998
SWE,EDEU,1955,60023148.075,14291226,5104011,.35714298,4.1999998
SWE,EDEU,1956,56642359.95000001,13486277,4816529,.35714298,4.1999998
SWE,EDEU,1957,66599792.32500001,15857094,5663250,.35714298,4.1999998
SWE,EDEU,1958,64320377.00000002,15314376,5469422,.35714298,4.1999998
SWE,EDEU,1959,90092706,21450646,7660947.5,.35714298,4.1999998
SWE,EDEU,1960,124850000,29726192,10616501,.35714298,4.1999998
SWE,EDEU,1961,81620000,20236364,7227275.5,.35714298,4.0333333
SWE,EDEU,1962,114730000,28682500,10243754,.35714298,4
SWE,EDEU,1963,101310000,25327500,9045539,.35714298,4
SWE,EDEU,1964,111430000,27857500,9949111,.35714298,4
SWE,EDEU,1965,150700000,37675000,13455362,.35714298,4
SWE,EDEU,1966,157630000,39407500,14074112,.35714298,4
SWE,EDEU,1967,153560000,38390000,13901147,.36210334,4
SWE,EDEU,1968,184580000,46145000,19227098,.41666698,4
SWE,EDEU,1969,243320000,61704140,25710078,.41666698,3.9433334
SWE,EDEU,1970,256410000,70057376,29190596,.41666698,3.6600001
SWE,EDEU,1971,278630000,79440760,32643816,.41092023,3.5073936
SWE,EDEU,1972,240350000,75376928,30180204,.40039048,3.1886415
SWE,EDEU,1973,321420000,120264912,49088640,.40817094,2.6726
SWE,EDEU,1974,436810000.0000001,168799152,72204920,.42775643,2.58775
SYR,EDEU,1953,12714.075,3027.1609,1081.1293,.35714298,4.1999998
SYR,EDEU,1956,5683191.525,1353140.9,483264.78,.35714298,4.1999998
SYR,EDEU,1957,2323208.25,553144.88,197551.81,.35714298,4.1999998
SYR,EDEU,1958,4340765.000000001,1033515.5,369112.81,.35714298,4.1999998
SYR,EDEU,1959,13500036,3214294.5,1147962.8,.35714298,4.1999998
SYR,EDEU,1960,8030000.000000001,1911904.9,682823.44,.35714298,4.1999998
SYR,EDEU,1961,5610000,1390909.1,496753.44,.35714298,4.0333333
SYR,EDEU,1962,5720000,1430000,510714.47,.35714298,4
SYR,EDEU,1963,7920000.000000001,1980000,707143.13,.35714298,4
SYR,EDEU,1964,4840000,1210000,432143,.35714298,4
SYR,EDEU,1965,3630000.000000001,907500,324107.25,.35714298,4
SYR,EDEU,1966,2090000,522500,186607.2,.35714298,4
SYR,EDEU,1967,7370000.000000001,1842500,667175.44,.36210334,4
SYR,EDEU,1968,660000,165000,68750.055,.41666698,4
SYR,EDEU,1969,13200000,3347421.8,1394760.1,.41666698,3.9433334
SYR,EDEU,1970,18480000,5049180,2103826.5,.41666698,3.6600001
SYR,EDEU,1971,18810000,5362956.5,2203747.3,.41092023,3.5073936
SYR,EDEU,1972,34870000,10935691,4378546.5,.40039048,3.1886415
SYR,EDEU,1973,19580000,7326199,2990341.5,.40817094,2.6726
SYR,EDEU,1974,82500000,31880978,13637293,.42775643,2.58775
TUN,EDEU,1959,102740,24461.906,8736.3984,.35714298,4.1999998
TUN,EDEU,1960,110000,26190.477,9353.7451,.35714298,4.1999998
TUN,EDEU,1961,1540000,381818.19,136363.69,.35714298,4.0333333
TUN,EDEU,1962,880000.0000000001,220000,78571.453,.35714298,4
TUN,EDEU,1963,1100000,275000,98214.32,.35714298,4
TUN,EDEU,1964,1980000,495000,176785.78,.35714298,4
TUN,EDEU,1965,4510000,1127500,402678.72,.35714298,4
TUN,EDEU,1966,3190000.000000001,797500,284821.53,.35714298,4
TUN,EDEU,1967,2310000,577500,209114.69,.36210334,4
TUN,EDEU,1968,8140000.000000001,2035000,847917.31,.41666698,4
TUR,EDEU,1953,2182197.600000001,519570.88,185561.09,.35714298,4.1999998
TUR,EDEU,1954,21748003.20000001,5178096,1849320.6,.35714298,4.1999998
TUR,EDEU,1955,54204725.02500001,12905887,4609247,.35714298,4.1999998
TUR,EDEU,1956,72964920.60000001,17372600,6204502,.35714298,4.1999998
TUR,EDEU,1957,76357266.97500002,18180302,6492967.5,.35714298,4.1999998
TUR,EDEU,1958,76977945,18328082,6545746,.35714298,4.1999998
TUR,EDEU,1959,51236438.00000001,12199152,4356841.5,.35714298,4.1999998
TUR,EDEU,1960,29810000,7097619.5,2534865,.35714298,4.1999998
TUR,EDEU,1961,25300000,6272727.5,2240260.5,.35714298,4.0333333
TUR,EDEU,1962,6930000.000000001,1732500,618750.25,.35714298,4
