iso_o,iso_d,year,FLOW_EDEU,FLOWU,FLOWP,fx_GBR,fx_EDEU
EDEU,URY,1961,1600000,396694.22,141676.56,.35714298,4.0333333
EDEU,URY,1962,1600000,400000,142857.19,.35714298,4
EDEU,URY,1963,1000000,250000,89285.75,.35714298,4
EDEU,URY,1964,1400000,350000,125000.05,.35714298,4
EDEU,URY,1965,1200000,300000,107142.9,.35714298,4
EDEU,URY,1966,2100000,525000,187500.06,.35714298,4
EDEU,URY,1967,1400000,350000,126736.17,.36210334,4
EDEU,USA,1953,36639652.50000001,8723727,3115618,.35714298,4.1999998
EDEU,USA,1954,23429623.5,5578482,1992315.8,.35714298,4.1999998
EDEU,USA,1955,30756503.25,7322977.5,2615350,.35714298,4.1999998
EDEU,USA,1956,29884380.75,7115329,2541189.8,.35714298,4.1999998
EDEU,USA,1957,25485941.25,6068081.5,2167172.8,.35714298,4.1999998
EDEU,USA,1958,25348760,6035419.5,2155507.8,.35714298,4.1999998
EDEU,USA,1959,17353720,4131838.3,1475657,.35714298,4.1999998
EDEU,USA,1960,17000000,4047619.3,1445578.9,.35714298,4.1999998
EDEU,USA,1961,16100000,3991735.5,1425620.4,.35714298,4.0333333
EDEU,USA,1962,14800000,3700000,1321429,.35714298,4
EDEU,USA,1963,15800000,3950000,1410714.8,.35714298,4
EDEU,USA,1964,19200000,4800000,1714286.4,.35714298,4
EDEU,USA,1965,29500000,7375000,2633929.5,.35714298,4
EDEU,USA,1966,40000000,10000000,3571429.8,.35714298,4
EDEU,USA,1967,35800000,8950000,3240825,.36210334,4
EDEU,USA,1968,28300000,7075000,2947919,.41666698,4
EDEU,USA,1969,39700000,10067625,4194847,.41666698,3.9433334
EDEU,USA,1970,38400000,10491803,4371588,.41666698,3.6600001
EDEU,USA,1971,39700000,11318946,4651184,.41092023,3.5073936
EDEU,USA,1972,33500000,10506041,4206519,.40039048,3.1886415
EDEU,USA,1973,40800000,15266033,6231151,.40817094,2.6726
EDEU,USA,1974,49500000,19128586,8182375.5,.42775643,2.58775
EDEU,USSR,1953,1821599113.5,433714080,154897936,.35714298,4.1999998
EDEU,USSR,1954,2466101844.000001,587167104,209702608,.35714298,4.1999998
EDEU,USSR,1955,2167338944.25,516033120,184297616,.35714298,4.1999998
EDEU,USSR,1956,2392803625.5,569715200,203469792,.35714298,4.1999998
EDEU,USSR,1957,3403205876.250001,810287168,289388384,.35714298,4.1999998
EDEU,USSR,1958,3555546530,846558720,302342496,.35714298,4.1999998
EDEU,USSR,1959,3956970390.000001,942135872,336477216,.35714298,4.1999998
EDEU,USSR,1960,3883600000,924666688,330238208,.35714298,4.1999998
EDEU,USSR,1961,3830200000,949636352,339155968,.35714298,4.0333333
EDEU,USSR,1962,4589700000,1147425024,409794784,.35714298,4
EDEU,USSR,1963,5361400000,1340349952,478696576,.35714298,4
EDEU,USSR,1964,5811200000,1452800000,518857344,.35714298,4
EDEU,USSR,1965,5504600000,1376150016,491482336,.35714298,4
EDEU,USSR,1966,5361100000,1340274944,478669792,.35714298,4
EDEU,USSR,1967,5912500000,1478125056,535234016,.36210334,4
EDEU,USSR,1968,6582700000,1645675008,685698432,.41666698,4
EDEU,USSR,1969,6961700000,1765435264,735598592,.41666698,3.9433334
EDEU,USSR,1970,7314900000,1998606464,832753344,.41666698,3.6600001
EDEU,USSR,1971,8138600000,2320412416,953504384,.41092023,3.5073936
EDEU,USSR,1972,9615200000,3015453440,1207358848,.40039048,3.1886415
EDEU,USSR,1973,9888500000,3699954944,1510214144,.40817094,2.6726
EDEU,USSR,1974,9955600000,3847203328,1645665920,.42775643,2.58775
EDEU,VEN,1955,1802036.25,429056.28,153234.44,.35714298,4.1999998
EDEU,VEN,1956,2053165.500000001,488848.94,174588.97,.35714298,4.1999998
EDEU,VEN,1957,2814959.25,670228.44,239367.39,.35714298,4.1999998
EDEU,VEN,1958,2204240,524819.06,187435.45,.35714298,4.1999998
EDEU,VEN,1959,2531140,602652.44,215233.09,.35714298,4.1999998
EDEU,VEN,1960,1433690,341354.78,121912.47,.35714298,4.1999998
EDEU,VEN,1961,761210,188729.75,67403.508,.35714298,4.0333333
EDEU,VNM,1953,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,VNM,1954,59892.75000000001,14260.18,5092.9233,.35714298,4.1999998
EDEU,VNM,1955,7213398.75,1717476,613384.5,.35714298,4.1999998
EDEU,VNM,1956,19760404.5,4704858.5,1680307.3,.35714298,4.1999998
EDEU,VNM,1957,18062392.5,4300570,1535918.4,.35714298,4.1999998
EDEU,VNM,1958,20632060,4912395.5,1754427.6,.35714298,4.1999998
EDEU,VNM,1959,42001980,10000472,3571598.5,.35714298,4.1999998
EDEU,VNM,1960,47100000,11214286,4005103.5,.35714298,4.1999998
EDEU,VNM,1961,31600000,7834711,2798112,.35714298,4.0333333
EDEU,VNM,1962,22700000,5675000,2026786.5,.35714298,4
EDEU,VNM,1963,15100000,3775000,1348214.8,.35714298,4
EDEU,VNM,1964,12000000,3000000,1071429,.35714298,4
EDEU,VNM,1965,20400000,5100000,1821429.3,.35714298,4
EDEU,VNM,1966,69300000,17325000,6187502,.35714298,4
EDEU,VNM,1967,126300000,31575000,11433413,.36210334,4
EDEU,VNM,1968,155800000,38950000,16229179,.41666698,4
EDEU,VNM,1969,239500000,60735416,25306442,.41666698,3.9433334
EDEU,VNM,1970,154500000,42213112,17588810,.41666698,3.6600001
EDEU,VNM,1971,95600000,27256708,11200333,.41092023,3.5073936
EDEU,VNM,1972,86400000,27096178,10849052,.40039048,3.1886415
EDEU,VNM,1973,117000000,43777596,17868742,.40817094,2.6726
EDEU,VNM,1974,139600000,53946480,23075954,.42775643,2.58775
EDEU,WDEU,1950,333402974.9999999,79476600,28384510,.35714298,4.194983
EDEU,WDEU,1951,147945600,35267272,12595459,.35714298,4.194983
EDEU,WDEU,1952,139014225,33138210,11835079,.35714298,4.194983
EDEU,WDEU,1953,292949100,69749792,24910648,.35714298,4.1999998
EDEU,WDEU,1954,440684549.9999999,104924896,37473192,.35714298,4.1999998
EDEU,WDEU,1955,573394275.0000001,136522448,48758036,.35714298,4.1999998
EDEU,WDEU,1956,647262000,154110000,55039304,.35714298,4.1999998
EDEU,WDEU,1957,860143950,204796192,73141520,.35714298,4.1999998
EDEU,WDEU,1958,888093900.0000001,211450944,75518224,.35714298,4.1999998
EDEU,WDEU,1959,965534175,229889104,82103280,.35714298,4.1999998
EDEU,WDEU,1960,1013500000,241309536,86182008,.35714298,4.1999998
EDEU,WDEU,1961,922400000.0000001,228694224,81676536,.35714298,4.0333333
EDEU,WDEU,1962,885200000,221300000,79035744,.35714298,4
EDEU,WDEU,1963,1020500000,255124992,91116104,.35714298,4
EDEU,WDEU,1964,1113500000,278375008,99419680,.35714298,4
EDEU,WDEU,1965,1235000000,308750016,110267904,.35714298,4
EDEU,WDEU,1966,1287900000,321975008,114991112,.35714298,4
EDEU,WDEU,1967,1249000000,312249984,113066760,.36210334,4
EDEU,WDEU,1968,1409900000,352475008,146864704,.41666698,4
EDEU,WDEU,1969,1535200000,389315296,162214832,.41666698,3.9433334
EDEU,WDEU,1970,1888400000,515956288,214981952,.41666698,3.6600001
EDEU,WDEU,1971,2141700000,610624384,250917920,.41092023,3.5073936
EDEU,WDEU,1972,2203900000,691172096,276738720,.40039048,3.1886415
EDEU,WDEU,1973,2499100000,935081920,381673280,.40817094,2.6726
EDEU,WDEU,1974,3010200000.000001,1163249920,497587616,.42775643,2.58775
EDEU,YEM,1953,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1955,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1956,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1957,105075,25017.857,8934.9521,.35714298,4.1999998
EDEU,YEM,1958,2657230,632673.81,225955.02,.35714298,4.1999998
EDEU,YEM,1959,1807290,430307.16,153681.19,.35714298,4.1999998
EDEU,YEM,1960,495020,117861.91,42093.555,.35714298,4.1999998
EDEU,YEM,1961,322230,79891.734,28532.773,.35714298,4.0333333
EDEU,YUG,1954,2367339.75,563652.38,201304.48,.35714298,4.1999998
EDEU,YUG,1955,8020374.75,1909613.1,682004.94,.35714298,4.1999998
EDEU,YUG,1956,14081100.75,3352643.3,1197373,.35714298,4.1999998
EDEU,YUG,1957,36512511.75,8693456,3104806.8,.35714298,4.1999998
EDEU,YUG,1958,106251840,25298058,9035024,.35714298,4.1999998
EDEU,YUG,1959,125067270,29777922,10634976,.35714298,4.1999998
EDEU,YUG,1960,143800000,34238096,12227896,.35714298,4.1999998
EDEU,YUG,1961,165500000,41033060,14654670,.35714298,4.0333333
EDEU,YUG,1962,147200000,36800000,13142862,.35714298,4
EDEU,YUG,1963,206400000,51600000,18428578,.35714298,4
EDEU,YUG,1964,281700000,70425000,25151794,.35714298,4
EDEU,YUG,1965,255800000,63950000,22839294,.35714298,4
EDEU,YUG,1966,359600000,89900000,32107154,.35714298,4
EDEU,YUG,1967,272700000,68175000,24686396,.36210334,4
EDEU,YUG,1968,318300000,79575000,33156276,.41666698,4
EDEU,YUG,1969,314300000,79704144,33210086,.41666698,3.9433334
EDEU,YUG,1970,361000000,98633880,41097480,.41666698,3.6600001
EDEU,YUG,1971,521700000.0000001,148742928,61121480,.41092023,3.5073936
EDEU,YUG,1972,475900000,149248512,59757684,.40039048,3.1886415
EDEU,YUG,1973,479500000,179413296,73231296,.40817094,2.6726
EDEU,YUG,1974,664000000,256593568,109759552,.42775643,2.58775
EDEU,ZAF,1955,5919925.500000001,1409506.1,503395.22,.35714298,4.1999998
EDEU,ZAF,1956,5496473.250000001,1308684.1,467387.34,.35714298,4.1999998
EDEU,ZAF,1957,8005664.250000001,1906110.6,680754.06,.35714298,4.1999998
EDEU,ZAF,1958,9460953,2252608,804503.13,.35714298,4.1999998
EGY,EDEU,1953,17195208.52500001,4094097.5,1462178.3,.35714298,4.1999998
EGY,EDEU,1954,15540067.125,3700016.3,1321434.9,.35714298,4.1999998
EGY,EDEU,1955,21088027.12500001,5020959,1793200.3,.35714298,4.1999998
EGY,EDEU,1956,44370965.925,10564516,3773042.8,.35714298,4.1999998
EGY,EDEU,1957,79874442.45,19017726,6792047.5,.35714298,4.1999998
EGY,EDEU,1958,114226332,27196746,9713127,.35714298,4.1999998
EGY,EDEU,1959,121238337,28866272,10309387,.35714298,4.1999998
EGY,EDEU,1960,143110000,34073812,12169223,.35714298,4.1999998
EGY,EDEU,1961,83820000,20781818,7422080.5,.35714298,4.0333333
EGY,EDEU,1962,77110000,19277500,6884824,.35714298,4
EGY,EDEU,1963,70620000,17655000,6305359.5,.35714298,4
EGY,EDEU,1964,87340000,21835000,7798217,.35714298,4
EGY,EDEU,1965,116270000,29067500,10381254,.35714298,4
EGY,EDEU,1966,105270000,26317500,9399111,.35714298,4
EGY,EDEU,1967,117590000,29397500,10644933,.36210334,4
EGY,EDEU,1968,127710000,31927500,13303135,.41666698,4
EGY,EDEU,1969,184470000,46780220,19491774,.41666698,3.9433334
EGY,EDEU,1970,209110000,57133880,23805802,.41666698,3.6600001
EGY,EDEU,1971,152130000,43374088,17823290,.41092023,3.5073936
EGY,EDEU,1972,133980000,42017892,16823564,.40039048,3.1886415
EGY,EDEU,1973,167090000,62519644,25518702,.40817094,2.6726
EGY,EDEU,1974,255970000,98916048,42311976,.42775643,2.58775
FIN,EDEU,1953,38804512.72500001,9239170,3299704.8,.35714298,4.1999998
FIN,EDEU,1954,54515641.95,12979915,4635685.5,.35714298,4.1999998
FIN,EDEU,1955,79859416.72500002,19014148,6790769.5,.35714298,4.1999998
FIN,EDEU,1956,80886945.15000002,19258798,6878144.5,.35714298,4.1999998
FIN,EDEU,1957,74239795.57500002,17676142,6312910,.35714298,4.1999998
FIN,EDEU,1958,65137160.00000001,15508848,5538876.5,.35714298,4.1999998
FIN,EDEU,1959,49042939.00000001,11676891,4170319.8,.35714298,4.1999998
FIN,EDEU,1960,58410000.00000001,13907143,4966838.5,.35714298,4.1999998
FIN,EDEU,1961,60170000.00000001,14918182,5327924,.35714298,4.0333333
FIN,EDEU,1962,61380000.00000001,15345000,5480359,.35714298,4
FIN,EDEU,1963,54450000.00000001,13612500,4861609,.35714298,4
FIN,EDEU,1964,57970000.00000001,14492500,5175894.5,.35714298,4
FIN,EDEU,1965,59070000.00000001,14767500,5274109,.35714298,4
FIN,EDEU,1966,67210000,16802500,6000895,.35714298,4
FIN,EDEU,1967,49940000.00000001,12485000,4520860,.36210334,4
FIN,EDEU,1968,51040000.00000001,12760000,5316670.5,.41666698,4
FIN,EDEU,1969,54670000.00000001,13863905,5776631.5,.41666698,3.9433334
FIN,EDEU,1970,79530000,21729508,9053969,.41666698,3.6600001
FIN,EDEU,1971,62040000.00000001,17688348,7268500,.41092023,3.5073936
FIN,EDEU,1972,61050000.00000001,19146084,7665909.5,.40039048,3.1886415
FIN,EDEU,1973,80080000,29963332,12230161,.40817094,2.6726
FIN,EDEU,1974,111540000,43103084,18437622,.42775643,2.58775
FRA,EDEU,1953,18918543.60000001,4504415.5,1608720.4,.35714298,4.1999998
FRA,EDEU,1954,28151273.7,6702684.5,2393816.8,.35714298,4.1999998
FRA,EDEU,1955,34397352,8189846,2924946,.35714298,4.1999998
FRA,EDEU,1956,42883419.15000001,10210338,3646550.5,.35714298,4.1999998
FRA,EDEU,1957,77488819.65000001,18449720,6589188,.35714298,4.1999998
FRA,EDEU,1958,75868353,18063894,6451393,.35714298,4.1999998
FRA,EDEU,1959,65481339.00000002,15590796,5568143.5,.35714298,4.1999998
FRA,EDEU,1960,85030000,20245240,7230445.5,.35714298,4.1999998
FRA,EDEU,1961,128810000,31936364,11405848,.35714298,4.0333333
FRA,EDEU,1962,67980000,16995000,6069645,.35714298,4
FRA,EDEU,1963,77000000,19250000,6875002.5,.35714298,4
FRA,EDEU,1964,105930000,26482500,9458039,.35714298,4
FRA,EDEU,1965,195030000,48757500,17413400,.35714298,4
FRA,EDEU,1966,212630000,53157500,18984828,.35714298,4
FRA,EDEU,1967,177650000,44412500,16081915,.36210334,4
FRA,EDEU,1968,125950000,31487500,13119802,.41666698,4
FRA,EDEU,1969,128700000,32637362,13598911,.41666698,3.9433334
FRA,EDEU,1970,308000000,84153000,35063776,.41666698,3.6600001
FRA,EDEU,1971,537350000,153204928,62955004,.41092023,3.5073936
FRA,EDEU,1972,625130000,196049008,78496152,.40039048,3.1886415
FRA,EDEU,1973,379940000.0000001,142161184,58026064,.40817094,2.6726
FRA,EDEU,1974,487410000.0000001,188352816,80569128,.42775643,2.58775
GBR,EDEU,1953,76653158.17500001,18250752,6518128,.35714298,4.1999998
GBR,EDEU,1954,89874640.35000001,21398724,7642404,.35714298,4.1999998
GBR,EDEU,1955,80485873.875,19163304,6844039.5,.35714298,4.1999998
GBR,EDEU,1956,80369135.55000003,19135510,6834113,.35714298,4.1999998
GBR,EDEU,1957,152968815.4500001,36421148,13007558,.35714298,4.1999998
GBR,EDEU,1958,154443905.0000001,36772360,13132990,.35714298,4.1999998
GBR,EDEU,1959,144986688,34520640,12328804,.35714298,4.1999998
GBR,EDEU,1960,196460000,46776192,16705789,.35714298,4.1999998
GBR,EDEU,1961,236720000,58690908,20961046,.35714298,4.0333333
GBR,EDEU,1962,154550000,38637500,13799112,.35714298,4
GBR,EDEU,1963,196130000,49032500,17511614,.35714298,4
GBR,EDEU,1964,143440000,35860000,12807147,.35714298,4
GBR,EDEU,1965,195360000,48840000,17442864,.35714298,4
GBR,EDEU,1966,240900000,60225000,21508936,.35714298,4
GBR,EDEU,1967,218900000,54725000,19816106,.36210334,4
GBR,EDEU,1968,175670000,43917500,18298972,.41666698,4
GBR,EDEU,1969,243100000,61648352,25686832,.41666698,3.9433334
GBR,EDEU,1970,411180000.0000001,112344256,46810144,.41666698,3.6600001
GBR,EDEU,1971,440550000.0000001,125606088,51614084,.41092023,3.5073936
GBR,EDEU,1972,406780000.0000001,127571568,51078440,.40039048,3.1886415
GBR,EDEU,1973,405460000.0000001,151709936,61923588,.40817094,2.6726
GBR,EDEU,1974,990000000.0000001,382571744,163647520,.42775643,2.58775
GHA,EDEU,1957,63570.37500000001,15135.805,5405.6465,.35714298,4.1999998
GHA,EDEU,1958,565070.0000000001,134540.48,48050.191,.35714298,4.1999998
GHA,EDEU,1959,6400702.000000002,1523976.8,544277.63,.35714298,4.1999998
GHA,EDEU,1960,2530000,602381,215136.14,.35714298,4.1999998
GHA,EDEU,1961,15730000,3900000,1392857.6,.35714298,4.0333333
GHA,EDEU,1962,10450000,2612500,933036.06,.35714298,4
GHA,EDEU,1963,18480000,4620000,1650000.6,.35714298,4
GHA,EDEU,1964,16830000,4207500,1502679.1,.35714298,4
GHA,EDEU,1965,17930000,4482500,1600893.4,.35714298,4
GHA,EDEU,1966,22440000,5610000,2003572.1,.35714298,4
GHA,EDEU,1967,17490000,4372500,1583296.9,.36210334,4
GIN,EDEU,1959,7962350.000000001,1895797.8,677070.88,.35714298,4.1999998
GIN,EDEU,1960,16720000,3980952.5,1421769.3,.35714298,4.1999998
GIN,EDEU,1961,13860000,3436363.8,1227273.3,.35714298,4.0333333
GIN,EDEU,1962,13530000,3382500,1208036.1,.35714298,4
GIN,EDEU,1963,11880000,2970000,1060714.6,.35714298,4
GIN,EDEU,1964,9020000,2255000,805357.44,.35714298,4
GIN,EDEU,1965,12210000,3052500,1090179,.35714298,4
GIN,EDEU,1966,10890000,2722500,972321.75,.35714298,4
GIN,EDEU,1967,6380000.000000001,1595000,577554.81,.36210334,4
GIN,EDEU,1968,5720000,1430000,595833.81,.41666698,4
GRC,EDEU,1953,4468419.45,1063909.5,379967.81,.35714298,4.1999998
GRC,EDEU,1954,8812009.800000001,2098097.8,749320.88,.35714298,4.1999998
GRC,EDEU,1955,7853830.875000002,1869959.9,667843.06,.35714298,4.1999998
GRC,EDEU,1956,15119346.825,3599844.8,1285659.3,.35714298,4.1999998
GRC,EDEU,1957,13717331.1,3266031.3,1166440.1,.35714298,4.1999998
GRC,EDEU,1958,14907574,3549422.5,1267651.4,.35714298,4.1999998
GRC,EDEU,1959,10402425,2476768,884560.31,.35714298,4.1999998
GRC,EDEU,1960,11110000,2645238.3,944728.31,.35714298,4.1999998
GRC,EDEU,1961,32120000,7963636.5,2844157,.35714298,4.0333333
GRC,EDEU,1962,22550000,5637500,2013393.6,.35714298,4
GRC,EDEU,1963,22660000,5665000,2023215,.35714298,4
GRC,EDEU,1964,23870000,5967500,2131250.8,.35714298,4
GRC,EDEU,1965,50930000.00000001,12732500,4547323,.35714298,4
GRC,EDEU,1966,41250000,10312500,3683037,.35714298,4
GRC,EDEU,1967,33880000,8470000,3067015.3,.36210334,4
HUN,EDEU,1953,158739849.675,37795204,13498292,.35714298,4.1999998
HUN,EDEU,1954,222062878.1250001,52872116,18882906,.35714298,4.1999998
HUN,EDEU,1955,287128890.675,68364024,24415732,.35714298,4.1999998
HUN,EDEU,1956,181076167.8,43113376,15397640,.35714298,4.1999998
HUN,EDEU,1957,217590991.2000001,51807380,18502642,.35714298,4.1999998
HUN,EDEU,1958,335338223,79842440,28515168,.35714298,4.1999998
HUN,EDEU,1959,382203074.0000001,91000736,32500274,.35714298,4.1999998
HUN,EDEU,1960,431750000.0000001,102797624,36713452,.35714298,4.1999998
HUN,EDEU,1961,479600000.0000001,118909088,42467548,.35714298,4.0333333
HUN,EDEU,1962,455290000.0000001,113822504,40650908,.35714298,4
HUN,EDEU,1963,440330000.0000001,110082504,39315196,.35714298,4
HUN,EDEU,1964,518650000.0000001,129662504,46308052,.35714298,4
HUN,EDEU,1965,573100000,143275008,51169664,.35714298,4
HUN,EDEU,1966,701030000,175257504,62591988,.35714298,4
HUN,EDEU,1967,708070000,177017504,64098628,.36210334,4
HUN,EDEU,1968,792330000.0000001,198082496,82534440,.41666698,4
HUN,EDEU,1969,978120000.0000001,248043952,103351728,.41666698,3.9433334
HUN,EDEU,1970,1023990000,279778688,116574544,.41666698,3.6600001
HUN,EDEU,1971,1172270000,334228256,137341152,.41092023,3.5073936
HUN,EDEU,1972,1400960000,439359520,175915360,.40039048,3.1886415
HUN,EDEU,1973,1779360000,665778624,271751488,.40817094,2.6726
HUN,EDEU,1974,1853610000,716301824,306402720,.42775643,2.58775
IDN,EDEU,1954,1381210.875,328859.75,117449.95,.35714298,4.1999998
IDN,EDEU,1955,2700007.2,642858.88,229592.53,.35714298,4.1999998
IDN,EDEU,1956,12714.075,3027.1609,1081.1293,.35714298,4.1999998
IDN,EDEU,1957,779026.0500000002,185482.41,66243.742,.35714298,4.1999998
IDN,EDEU,1958,2244869,534492.63,190890.3,.35714298,4.1999998
IDN,EDEU,1959,8773996.000000002,2089046.8,746088.38,.35714298,4.1999998
IDN,EDEU,1960,13640000,3247619.3,1159864.4,.35714298,4.1999998
IDN,EDEU,1961,3520000.000000001,872727.25,311688.41,.35714298,4.0333333
IDN,EDEU,1962,3850000.000000001,962500,343750.13,.35714298,4
IDN,EDEU,1963,220000,55000,19642.863,.35714298,4
IDN,EDEU,1964,2970000.000000001,742500,265178.66,.35714298,4
IDN,EDEU,1965,18260000,4565000,1630357.8,.35714298,4
IDN,EDEU,1966,10560000,2640000,942857.5,.35714298,4
IDN,EDEU,1967,7150000.000000001,1787500,647259.75,.36210334,4
IND,EDEU,1953,33518.92500000001,7980.6968,2850.2498,.35714298,4.1999998
IND,EDEU,1954,95933.47500000001,22841.305,8157.6118,.35714298,4.1999998
IND,EDEU,1955,6180196.275,1471475.4,525527.13,.35714298,4.1999998
IND,EDEU,1956,16097174.775,3832660.8,1368807.9,.35714298,4.1999998
IND,EDEU,1957,36237425.40000001,8627959,3081415,.35714298,4.1999998
IND,EDEU,1958,30673027.00000001,7303102,2608251.8,.35714298,4.1999998
IND,EDEU,1959,50517258.00000001,12027919,4295687,.35714298,4.1999998
IND,EDEU,1960,76560000,18228572,6510206.5,.35714298,4.1999998
IND,EDEU,1961,60500000.00000001,15000000,5357145,.35714298,4.0333333
IND,EDEU,1962,96140000.00000002,24035000,8583932,.35714298,4
IND,EDEU,1963,112310000,28077500,10027682,.35714298,4
IND,EDEU,1964,109560000,27390000,9782146,.35714298,4
IND,EDEU,1965,135080000,33770000,12060719,.35714298,4
IND,EDEU,1966,113410000,28352500,10125896,.35714298,4
IND,EDEU,1967,105160000,26290000,9519697,.36210334,4
IND,EDEU,1968,127160000,31790000,13245843,.41666698,4
IND,EDEU,1969,127160000,32246830,13436189,.41666698,3.9433334
IND,EDEU,1970,157520000,43038252,17932618,.41666698,3.6600001
IND,EDEU,1971,143110000,40802380,16766523,.41092023,3.5073936
IND,EDEU,1972,83160000,26080072,10442212,.40039048,3.1886415
IND,EDEU,1973,130570000,48855048,19941210,.40817094,2.6726
IND,EDEU,1974,160160000,61891604,26474532,.42775643,2.58775
IRL,EDEU,1960,110000,26190.477,9353.7451,.35714298,4.1999998
IRL,EDEU,1961,110000,27272.727,9740.2627,.35714298,4.0333333
IRL,EDEU,1962,88000,22000,7857.1455,.35714298,4
IRL,EDEU,1963,3080000.000000001,770000,275000.09,.35714298,4
IRL,EDEU,1964,3410000.000000001,852500,304464.41,.35714298,4
IRL,EDEU,1965,2310000,577500,206250.08,.35714298,4
IRL,EDEU,1966,0,0,0,.35714298,4
IRL,EDEU,1967,110000,27500,9957.8418,.36210334,4
IRN,EDEU,1953,1805398.65,429856.84,153520.36,.35714298,4.1999998
IRN,EDEU,1954,4935372.75,1175088.8,419674.72,.35714298,4.1999998
IRN,EDEU,1955,4826725.2,1149220.4,410436,.35714298,4.1999998
IRN,EDEU,1956,5424286.725000001,1291496.9,461249.06,.35714298,4.1999998
IRN,EDEU,1957,3632757.975000001,864942.44,308908.13,.35714298,4.1999998
IRN,EDEU,1958,2455486,584639.56,208799.92,.35714298,4.1999998
IRN,EDEU,1959,1844183.000000001,439091.22,156818.34,.35714298,4.1999998
IRN,EDEU,1960,5170000,1230952.4,439626,.35714298,4.1999998
IRN,EDEU,1961,11660000,2890909,1032467.9,.35714298,4.0333333
IRN,EDEU,1962,15730000,3932500,1404464.8,.35714298,4
IRN,EDEU,1963,11770000,2942500,1050893.3,.35714298,4
IRN,EDEU,1964,9570000,2392500,854464.56,.35714298,4
IRN,EDEU,1965,10010000,2502500,893750.31,.35714298,4
IRN,EDEU,1966,9020000,2255000,805357.44,.35714298,4
IRN,EDEU,1967,13530000,3382500,1224814.5,.36210334,4
IRN,EDEU,1968,15070000,3767500,1569792.9,.41666698,4
IRN,EDEU,1969,14300000,3626373.5,1510990.1,.41666698,3.9433334
IRN,EDEU,1970,20240000,5530054.5,2304191.3,.41666698,3.6600001
IRN,EDEU,1971,23100000,6586087,2706356.5,.41092023,3.5073936
IRN,EDEU,1972,660000,206984.7,82874.703,.40039048,3.1886415
IRN,EDEU,1973,2420000,905485.31,369592.78,.40817094,2.6726
IRN,EDEU,1974,23980000,9266738,3963906.8,.42775643,2.58775
IRQ,EDEU,1955,41609.7,9907.0723,3538.2415,.35714298,4.1999998
IRQ,EDEU,1958,164384.0000000001,39139.051,13978.237,.35714298,4.1999998
IRQ,EDEU,1959,3375009.000000001,803573.63,286990.69,.35714298,4.1999998
IRQ,EDEU,1960,5940000.000000001,1414285.8,505102.22,.35714298,4.1999998
IRQ,EDEU,1961,2200000,545454.56,194805.27,.35714298,4.0333333
IRQ,EDEU,1962,1100000,275000,98214.32,.35714298,4
IRQ,EDEU,1963,2640000,660000,235714.38,.35714298,4
IRQ,EDEU,1964,220000,55000,19642.863,.35714298,4
IRQ,EDEU,1965,2200000,550000,196428.64,.35714298,4
IRQ,EDEU,1966,2090000,522500,186607.2,.35714298,4
IRQ,EDEU,1967,1430000,357500,129451.95,.36210334,4
IRQ,EDEU,1968,110000,27500,11458.342,.41666698,4
IRQ,EDEU,1969,1320000,334742.19,139476.02,.41666698,3.9433334
IRQ,EDEU,1970,2530000,691256.81,288023.91,.41666698,3.6600001
IRQ,EDEU,1971,1540000,439072.47,180423.77,.41092023,3.5073936
IRQ,EDEU,1972,23540000,7382454,2955864.3,.40039048,3.1886415
IRQ,EDEU,1973,69960000,26176756,10684591,.40817094,2.6726
IRQ,EDEU,1974,549890000,212497344,90897104,.42775643,2.58775
ISL,EDEU,1953,8412094.350000002,2002879.8,715314.44,.35714298,4.1999998
ISL,EDEU,1954,4661442.225000001,1109867.3,396381.31,.35714298,4.1999998
ISL,EDEU,1955,4162125.825000001,990982.38,353922.41,.35714298,4.1999998
ISL,EDEU,1956,11716598.025,2789666.3,996309.75,.35714298,4.1999998
ISL,EDEU,1957,13052731.72500001,3107793.5,1109926.6,.35714298,4.1999998
ISL,EDEU,1958,22792869,5426874,1938170,.35714298,4.1999998
ISL,EDEU,1959,17815116,4241694.5,1514891.4,.35714298,4.1999998
ISL,EDEU,1960,12210000,2907143,1038265.8,.35714298,4.1999998
ISL,EDEU,1961,4840000,1200000,428571.59,.35714298,4.0333333
ISL,EDEU,1962,3740000.000000001,935000,333928.69,.35714298,4
ISL,EDEU,1963,3850000.000000001,962500,343750.13,.35714298,4
ISL,EDEU,1964,2310000,577500,206250.08,.35714298,4
ISL,EDEU,1965,8250000.000000001,2062500,736607.44,.35714298,4
ISL,EDEU,1966,5390000,1347500,481250.19,.35714298,4
ISL,EDEU,1967,5610000,1402500,507849.94,.36210334,4
ITA,EDEU,1953,24806316.15,5906266,2109381.5,.35714298,4.1999998
ITA,EDEU,1954,36295216.65000001,8641719,3086329.3,.35714298,4.1999998
ITA,EDEU,1955,48572389.8,11564855,4130306.8,.35714298,4.1999998
ITA,EDEU,1956,35189092.12500001,8378355.5,2992271,.35714298,4.1999998
ITA,EDEU,1957,23438975.175,5580708.5,1993110.9,.35714298,4.1999998
