iso_o,iso_d,year,FLOW_USSR,FLOWU,FLOWP,fx_GBR,fx_USSR
USSR,PAN,1987,7600000,12014162,7351784,.6119265,.63258678
USSR,PAN,1988,8000000,13161638,7399080,.56217015,.60782707
USSR,PER,1955,0,0,0,.35714298,.89999998
USSR,PER,1959,0,0,0,.35714298,.89999998
USSR,PER,1962,0,0,0,.35714298,.89999998
USSR,PER,1963,0,0,0,.35714298,.89999998
USSR,PER,1968,0,0,0,.41666698,.89999998
USSR,PER,1969,1300000,1444444.5,601852.31,.41666698,.89999998
USSR,PER,1970,100000,111111.12,46296.336,.41666698,.89999998
USSR,PER,1971,0,0,0,.41092023,.89453846
USSR,PER,1972,200000,242890.41,97251.008,.40039048,.82341665
USSR,PER,1973,4300000,5798065.5,2366601.8,.40817094,.74162668
USSR,PER,1974,4600000,6082415,2601792,.42775643,.75627857
USSR,PER,1975,28300000,39201200,17720556,.45204118,.72191668
USSR,PER,1976,13900000,18435014,10259267,.55650985,.75400001
USSR,PER,1977,26400000,36012440,20644924,.57327199,.73308003
USSR,PER,1978,16800000,24610140,12834301,.52150458,.68264544
USSR,PER,1979,2800000,4275385,2018756.3,.47218117,.65491176
USSR,PER,1980,3100000,4756030,2046495.9,.43029499,.65180415
USSR,PER,1981,13000000,18050390,8982620,.49764132,.72020608
USSR,PER,1982,14500000,20005436,11452048,.57244682,.72480303
USSR,PER,1983,4700000,6322354.5,4171012.8,.65972459,.74339396
USSR,PER,1984,25000000,30705102,23084300,.75180668,.81419694
USSR,PER,1985,11300000,13528857,10542307,.77924597,.83525163
USSR,PER,1986,9400000,13390398,9134894,.68219733,.70199555
USSR,PER,1987,59400000,93900160,57459996,.6119265,.63258678
USSR,PER,1988,4600000,7567942,4254471,.56217015,.60782707
USSR,PHL,1976,1400000,1856763.9,1033307.4,.55650985,.75400001
USSR,PHL,1977,1800000,2455393.5,1407608.4,.57327199,.73308003
USSR,PHL,1978,6900000,10107736,5271230.5,.52150458,.68264544
USSR,PHL,1979,7600000,11604617,5479481.5,.47218117,.65491176
USSR,PHL,1980,8500000,13040727,5611359.5,.43029499,.65180415
USSR,PHL,1981,500000,694245.75,345485.38,.49764132,.72020608
USSR,PHL,1982,13100000,18073876,10346333,.57244682,.72480303
USSR,PHL,1983,5700000,7667536,5058462,.65972459,.74339396
USSR,PHL,1984,4700000,5772559,4339848.5,.75180668,.81419694
USSR,PHL,1985,10900000,13049960,10169129,.77924597,.83525163
USSR,PHL,1986,7400000,10541377,7191299.5,.68219733,.70199555
USSR,PHL,1987,11300000,17863162,10930942,.6119265,.63258678
USSR,PHL,1988,13300000,21881224,12300971,.56217015,.60782707
USSR,POL,1950,217300000,229038208,81799392,.35714298,.94875002
USSR,POL,1951,279600000,310666688,110952432,.35714298,.89999998
USSR,POL,1952,326100000,362333344,129404808,.35714298,.89999998
USSR,POL,1953,296000000,328888896,117460360,.35714298,.89999998
USSR,POL,1954,372100000,413444448,147658784,.35714298,.89999998
USSR,POL,1955,388642500,431825024,154223280,.35714298,.89999998
USSR,POL,1956,321525000.0000001,357250016,127589336,.35714298,.89999998
USSR,POL,1957,387765000.0000001,430850016,153875056,.35714298,.89999998
USSR,POL,1958,339120000,376800000,134571472,.35714298,.89999998
USSR,POL,1959,437800000,486444448,173730224,.35714298,.89999998
USSR,POL,1960,441700000,490777792,175277840,.35714298,.89999998
USSR,POL,1961,477600000,530666688,189523888,.35714298,.89999998
USSR,POL,1962,534700000.0000001,594111104,212182608,.35714298,.89999998
USSR,POL,1963,596300000,662555584,236627072,.35714298,.89999998
USSR,POL,1964,594000000,660000000,235714368,.35714298,.89999998
USSR,POL,1965,654000000,726666688,259523904,.35714298,.89999998
USSR,POL,1966,722900000,803222272,286865184,.35714298,.89999998
USSR,POL,1967,821000000,912222272,330318720,.36210334,.89999998
USSR,POL,1968,945100000,1050111168,437546656,.41666698,.89999998
USSR,POL,1969,1078900000,1198777856,499491168,.41666698,.89999998
USSR,POL,1970,1214900000,1349888896,562454144,.41666698,.89999998
USSR,POL,1971,1292400000,1444767360,593684160,.41092023,.89453846
USSR,POL,1972,1306900000,1587167360,635486720,.40039048,.82341665
USSR,POL,1973,1445000000,1948419712,795288320,.40817094,.74162668
USSR,POL,1974,1838200000,2430585856,1039698752,.42775643,.75627857
USSR,POL,1975,2447200000,3389864960,1532358528,.45204118,.72191668
USSR,POL,1976,2750100000,3647347456,2029784832,.55650985,.75400001
USSR,POL,1977,3195900000,4359551488,2499208704,.57327199,.73308003
USSR,POL,1978,3449600000,5053282304,2635309824,.52150458,.68264544
USSR,POL,1979,3837500000,5859568128,2766777856,.47218117,.65491176
USSR,POL,1980,4405800000,6759392256,2908532736,.43029499,.65180415
USSR,POL,1981,4931300000,6847068160,3407384064,.49764132,.72020608
USSR,POL,1982,4812900000,6640286720,3801211136,.57244682,.72480303
USSR,POL,1983,5274300000,7094892032,4680674816,.65972459,.74339396
USSR,POL,1984,6070600000,7455935488,5605422080,.75180668,.81419694
USSR,POL,1985,6531500000,7819799040,6093547008,.77924597,.83525163
USSR,POL,1986,6813800000,9706329088,6621632000,.68219733,.70199555
USSR,POL,1987,6542200000,10341980160,6328531456,.6119265,.63258678
USSR,POL,1988,6298000000,10361499648,5824925696,.56217015,.60782707
USSR,PRK,1950,62400000,65770748,23489562,.35714298,.94875002
USSR,PRK,1951,16400000,18222222,6507939,.35714298,.89999998
USSR,PRK,1952,35600000,39555556,14126989,.35714298,.89999998
USSR,PRK,1953,29500000,32777778,11706353,.35714298,.89999998
USSR,PRK,1954,16500000,18333334,6547621.5,.35714298,.89999998
USSR,PRK,1955,39735000,44150000,15767863,.35714298,.89999998
USSR,PRK,1956,48442500,53825000,19223222,.35714298,.89999998
USSR,PRK,1957,53977500,59975000,21419650,.35714298,.89999998
USSR,PRK,1958,52245000,58050000,20732150,.35714298,.89999998
USSR,PRK,1959,73600000,81777776,29206360,.35714298,.89999998
USSR,PRK,1960,35500000,39444444,14087306,.35714298,.89999998
USSR,PRK,1961,69300000,77000000,27500010,.35714298,.89999998
USSR,PRK,1962,72600000,80666672,28809536,.35714298,.89999998
USSR,PRK,1963,73900000,82111112,29325408,.35714298,.89999998
USSR,PRK,1964,74600000,82888888,29603184,.35714298,.89999998
USSR,PRK,1965,80800000,89777784,32063506,.35714298,.89999998
USSR,PRK,1966,77000000,85555560,30555568,.35714298,.89999998
USSR,PRK,1967,99300000,110333336,39952068,.36210334,.89999998
USSR,PRK,1968,155000000,172222224,71759312,.41666698,.89999998
USSR,PRK,1969,181400000,201555568,83981552,.41666698,.89999998
USSR,PRK,1970,207000000,230000000,95833408,.41666698,.89999998
USSR,PRK,1971,330100000,369017120,151636608,.41092023,.89453846
USSR,PRK,1972,251600000,305556128,122341760,.40039048,.82341665
USSR,PRK,1973,224000000,302038752,123283440,.40817094,.74162668
USSR,PRK,1974,194300000,256915920,109897440,.42775643,.75627857
USSR,PRK,1975,186800000,258755632,116968200,.45204118,.72191668
USSR,PRK,1976,181800000,241114048,134182344,.55650985,.75400001
USSR,PRK,1977,164700000,224668512,128796168,.57327199,.73308003
USSR,PRK,1978,176500000,258552960,134836560,.52150458,.68264544
USSR,PRK,1979,235400000,359437728,169719728,.47218117,.65491176
USSR,PRK,1980,287900000,441697088,190060048,.43029499,.65180415
USSR,PRK,1981,278900000,387250272,192711744,.49764132,.72020608
USSR,PRK,1982,318500000,439429728,251550144,.57244682,.72480303
USSR,PRK,1983,262400000,352975712,232866752,.65972459,.74339396
USSR,PRK,1984,347200000,426432448,320594752,.75180668,.81419694
USSR,PRK,1985,654800000,783955392,610894080,.77924597,.83525163
USSR,PRK,1986,757200000,1078639360,735844864,.68219733,.70199555
USSR,PRK,1987,800200000,1264964736,774065408,.6119265,.63258678
USSR,PRK,1988,1062200000,1747536512,982412864,.56217015,.60782707
USSR,PRT,1974,6300000,8330264,3563324,.42775643,.75627857
USSR,PRT,1975,64900000.00000001,89899568,40638308,.45204118,.72191668
USSR,PRT,1976,75100000,99602120,55429560,.55650985,.75400001
USSR,PRT,1977,79200000,108037320,61934768,.57327199,.73308003
USSR,PRT,1978,59000000,86428472,45072844,.52150458,.68264544
USSR,PRT,1979,87800000,134063864,63302432,.47218117,.65491176
USSR,PRT,1980,91000000,139612496,60074556,.43029499,.65180415
USSR,PRT,1981,146100000,202858608,100950824,.49764132,.72020608
USSR,PRT,1982,45000000,62085832,35540836,.57244682,.72480303
USSR,PRT,1983,40300000,54210824,35764212,.65972459,.74339396
USSR,PRT,1984,43900000,53918160,40536032,.75180668,.81419694
USSR,PRT,1985,48900000,58545232,45621136,.77924597,.83525163
USSR,PRT,1986,25800000,36752368,25072368,.68219733,.70199555
USSR,PRT,1987,24500000,38729864,23699830,.6119265,.63258678
USSR,PRT,1988,11700000,19248896,10821155,.56217015,.60782707
USSR,RHOD,1955,0,0,0,.35714298,.89999998
USSR,ROM,1950,102500000,108036888,38584616,.35714298,.94875002
USSR,ROM,1951,128600000,142888896,51031768,.35714298,.89999998
USSR,ROM,1952,203400000,226000000,80714312,.35714298,.89999998
USSR,ROM,1953,198700000,220777776,78849232,.35714298,.89999998
USSR,ROM,1954,191400000,212666672,75952408,.35714298,.89999998
USSR,ROM,1955,240952500,267725008,95616112,.35714298,.89999998
USSR,ROM,1956,190822500,212025008,75723248,.35714298,.89999998
USSR,ROM,1957,225675000,250750000,89553600,.35714298,.89999998
USSR,ROM,1958,226200000,251333344,89761944,.35714298,.89999998
USSR,ROM,1959,209200000,232444448,83015904,.35714298,.89999998
USSR,ROM,1960,234600000,260666672,93095272,.35714298,.89999998
USSR,ROM,1961,262600000,291777792,104206392,.35714298,.89999998
USSR,ROM,1962,337300000,374777792,133849256,.35714298,.89999998
USSR,ROM,1963,359100000,399000000,142500048,.35714298,.89999998
USSR,ROM,1964,443800000,493111136,176111184,.35714298,.89999998
USSR,ROM,1965,362500000,402777792,143849264,.35714298,.89999998
USSR,ROM,1966,347700000,386333344,137976240,.35714298,.89999998
USSR,ROM,1967,355100000,394555552,142869888,.36210334,.89999998
USSR,ROM,1968,375000000,416666688,173611248,.41666698,.89999998
USSR,ROM,1969,428800000,476444448,198518672,.41666698,.89999998
USSR,ROM,1970,444600000,494000000,205833488,.41666698,.89999998
USSR,ROM,1971,426500000,476782176,195919440,.41092023,.89453846
USSR,ROM,1972,470300000,571156800,228685744,.40039048,.82341665
USSR,ROM,1973,519100000,699947840,285698368,.40817094,.74162668
USSR,ROM,1974,578500000,764929792,327203648,.42775643,.75627857
USSR,ROM,1975,702100000,972549888,439632608,.45204118,.72191668
USSR,ROM,1976,770200000,1021485376,568466688,.55650985,.75400001
USSR,ROM,1977,1003500000,1368881920,784741632,.57327199,.73308003
USSR,ROM,1978,971300000,1422846976,742021248,.52150458,.68264544
USSR,ROM,1979,1077800000,1645717888,777076992,.47218117,.65491176
USSR,ROM,1980,1350300000,2071634560,891413952,.43029499,.65180415
USSR,ROM,1981,1779100000,2470265088,1229305984,.49764132,.72020608
USSR,ROM,1982,1423600000,1964119808,1124354176,.57244682,.72480303
USSR,ROM,1983,1639600000,2205560064,1455062272,.65972459,.74339396
USSR,ROM,1984,1807400000,2219856128,1668902656,.75180668,.81419694
USSR,ROM,1985,1956500000,2342407936,1825312000,.77924597,.83525163
USSR,ROM,1986,2823300000,4021820416,2743675136,.68219733,.70199555
USSR,ROM,1987,2539200000,4013994752,2456269824,.6119265,.63258678
USSR,ROM,1988,2344100000,3856524544,2168023040,.56217015,.60782707
USSR,RWA,1973,300000,404516.19,165111.75,.40817094,.74162668
USSR,RWA,1974,800000,1057811.3,452485.56,.42775643,.75627857
USSR,RWA,1975,900000,1246681.3,563551.25,.45204118,.72191668
USSR,RWA,1976,900000,1193634,664269.06,.55650985,.75400001
USSR,RWA,1977,900000,1227696.8,703804.19,.57327199,.73308003
USSR,RWA,1978,1100000,1611378.3,840341.13,.52150458,.68264544
USSR,SAU,1964,600000,666666.69,238095.33,.35714298,.89999998
USSR,SAU,1965,3200000,3555555.8,1269841.8,.35714298,.89999998
USSR,SAU,1967,1600000,1777777.9,643739.31,.36210334,.89999998
USSR,SAU,1968,3500000,3888889,1620371.6,.41666698,.89999998
USSR,SAU,1969,4100000,4555555.5,1898149.6,.41666698,.89999998
USSR,SAU,1970,5400000,6000000,2500002,.41666698,.89999998
USSR,SAU,1971,5400000,6036632.5,2480574.5,.41092023,.89453846
USSR,SAU,1972,4500000,5465034,2188147.5,.40039048,.82341665
USSR,SAU,1973,2900000,3910323.3,1596080.3,.40817094,.74162668
USSR,SAU,1974,2800000,3702339.5,1583699.5,.42775643,.75627857
USSR,SAU,1975,5600000,7757128,3506541.3,.45204118,.72191668
USSR,SAU,1976,13200000,17506632,9742613,.55650985,.75400001
USSR,SAU,1977,14100000,19233916,11026265,.57327199,.73308003
USSR,SAU,1978,8100000,11865603,6187966.5,.52150458,.68264544
USSR,SAU,1979,24500000,37409620,17664118,.47218117,.65491176
USSR,SAU,1980,30800000,47253460,20332928,.43029499,.65180415
USSR,SAU,1981,25500000,35406532,17619754,.49764132,.72020608
USSR,SAU,1982,14300000,19729498,11294088,.57244682,.72480303
USSR,SAU,1983,12900000,17352844,11448098,.65972459,.74339396
USSR,SAU,1984,25100000,30827922,23176638,.75180668,.81419694
USSR,SAU,1985,15100000,18078384,14087508,.77924597,.83525163
USSR,SAU,1986,18600000,26495894,18075428,.68219733,.70199555
USSR,SAU,1987,12400000,19602054,11995016,.6119265,.63258678
USSR,SAU,1988,12800000,21058622,11838529,.56217015,.60782707
USSR,SDN,1950,100000,105401.84,37643.527,.35714298,.94875002
USSR,SDN,1951,300000,333333.34,119047.66,.35714298,.89999998
USSR,SDN,1952,100000,111111.12,39682.555,.35714298,.89999998
USSR,SDN,1953,500000,555555.56,198412.77,.35714298,.89999998
USSR,SDN,1954,100000,111111.12,39682.555,.35714298,.89999998
USSR,SDN,1955,200000,222222.23,79365.109,.35714298,.89999998
USSR,SDN,1956,400000,444444.47,158730.22,.35714298,.89999998
USSR,SDN,1957,630000,700000,250000.09,.35714298,.89999998
USSR,SDN,1958,300000,333333.34,119047.66,.35714298,.89999998
USSR,SDN,1959,3500000,3888889,1388889.4,.35714298,.89999998
USSR,SDN,1960,4900000,5444444.5,1944445.1,.35714298,.89999998
USSR,SDN,1961,8400000,9333334,3333334.8,.35714298,.89999998
USSR,SDN,1962,9400000,10444445,3730160.3,.35714298,.89999998
USSR,SDN,1963,12200000,13555556,4841271.5,.35714298,.89999998
USSR,SDN,1964,5700000,6333333.5,2261905.8,.35714298,.89999998
USSR,SDN,1965,6500000,7222222.5,2579366,.35714298,.89999998
USSR,SDN,1966,6700000,7444444.5,2658731.3,.35714298,.89999998
USSR,SDN,1967,4200000,4666667,1689815.8,.36210334,.89999998
USSR,SDN,1968,14400000,16000000,6666672,.41666698,.89999998
USSR,SDN,1969,14400000,16000000,6666672,.41666698,.89999998
USSR,SDN,1970,32500000,36111112,15046308,.41666698,.89999998
USSR,SDN,1971,20100000,22469688,9233249,.41092023,.89453846
USSR,SDN,1972,17100000,20767130,8314961,.40039048,.82341665
USSR,SDN,1973,2500000,3370968.3,1375931.3,.40817094,.74162668
USSR,SDN,1974,3800000,5024603.5,2149306.5,.42775643,.75627857
USSR,SDN,1975,4700000,6510446.5,2942990,.45204118,.72191668
USSR,SDN,1976,4500000,5968169.5,3321345.3,.55650985,.75400001
USSR,SDN,1977,3500000,4774376.5,2737016.3,.57327199,.73308003
USSR,SDN,1978,2700000,3955201,2062655.5,.52150458,.68264544
USSR,SDN,1979,1600000,2443077.3,1153575.1,.47218117,.65491176
USSR,SDN,1980,5600000,8591538,3696895.8,.43029499,.65180415
USSR,SDN,1981,1400000,1943888,967359,.49764132,.72020608
USSR,SDN,1982,400000,551874.06,315918.56,.57244682,.72480303
USSR,SDN,1983,800000,1076145.4,709959.56,.65972459,.74339396
USSR,SDN,1984,200000,245640.81,184674.41,.75180668,.81419694
USSR,SDN,1985,5700000,6824291,5317801.5,.77924597,.83525163
USSR,SDN,1986,1600000,2279216.8,1554875.6,.68219733,.70199555
USSR,SDN,1987,2900000,4584351.5,2805286.3,.6119265,.63258678
USSR,SDN,1988,3200000,5264655.5,2959632.3,.56217015,.60782707
USSR,SEN,1964,100000,111111.12,39682.555,.35714298,.89999998
USSR,SEN,1965,100000,111111.12,39682.555,.35714298,.89999998
USSR,SEN,1966,200000,222222.23,79365.109,.35714298,.89999998
USSR,SEN,1967,200000,222222.23,80467.414,.36210334,.89999998
USSR,SEN,1968,200000,222222.23,92592.672,.41666698,.89999998
USSR,SEN,1969,200000,222222.23,92592.672,.41666698,.89999998
USSR,SEN,1970,1200000,1333333.4,555556,.41666698,.89999998
USSR,SEN,1971,900000,1006105.4,413429.09,.41092023,.89453846
USSR,SEN,1972,1400000,1700232.8,680757,.40039048,.82341665
USSR,SEN,1973,4900000,6607098,2696825.5,.40817094,.74162668
USSR,SEN,1974,16300000,21552904,9219393,.42775643,.75627857
USSR,SEN,1975,3200000,4432644.5,2003737.9,.45204118,.72191668
USSR,SEN,1976,400000,530504,295230.69,.55650985,.75400001
USSR,SEN,1977,400000,545643,312801.84,.57327199,.73308003
USSR,SEN,1978,300000,439466.78,229183.94,.52150458,.68264544
USSR,SEN,1979,800000,1221538.6,576787.56,.47218117,.65491176
USSR,SGP,1964,3000000,3333333.5,1190476.6,.35714298,.89999998
USSR,SGP,1965,2600000,2888889,1031746.4,.35714298,.89999998
USSR,SGP,1966,2500000,2777777.8,992063.81,.35714298,.89999998
USSR,SGP,1967,4800000,5333333.5,1931217.9,.36210334,.89999998
USSR,SGP,1968,6200000,6888889,2870372.5,.41666698,.89999998
USSR,SGP,1969,5600000,6222222.5,2592594.8,.41666698,.89999998
USSR,SGP,1970,5500000,6111111.5,2546298.5,.41666698,.89999998
USSR,SGP,1971,4400000,4918737.5,2021208.8,.41092023,.89453846
USSR,SGP,1972,4400000,5343589,2139522.3,.40039048,.82341665
USSR,SGP,1973,6400000,8629679,3522384.3,.40817094,.74162668
USSR,SGP,1974,4500000,5950188.5,2545231.5,.42775643,.75627857
USSR,SGP,1975,3800000,5263765.5,2379438.8,.45204118,.72191668
USSR,SGP,1976,11900000,15782493,8783113,.55650985,.75400001
USSR,SGP,1977,13900000,18961094,10869864,.57327199,.73308003
USSR,SGP,1978,8800000,12891026,6722729,.52150458,.68264544
USSR,SGP,1979,15100000,23056542,10886865,.47218117,.65491176
USSR,SGP,1980,14900000,22859628,9836383,.43029499,.65180415
USSR,SGP,1981,49000000,68036080,33857564,.49764132,.72020608
USSR,SGP,1982,30600000,42218368,24167770,.57244682,.72480303
USSR,SGP,1983,23200000,31208218,20588828,.65972459,.74339396
USSR,SGP,1984,24300000,29845358,22437940,.75180668,.81419694
USSR,SGP,1985,10700000,12810511,9982539,.77924597,.83525163
USSR,SGP,1986,26700000,38034428,25946986,.68219733,.70199555
USSR,SGP,1987,37200000,58806160,35985048,.6119265,.63258678
USSR,SGP,1988,25600000,42117244,23677058,.56217015,.60782707
USSR,SLE,1965,100000,111111.12,39682.555,.35714298,.89999998
USSR,SLE,1966,600000,666666.69,238095.33,.35714298,.89999998
USSR,SLE,1967,1000000,1111111.1,402337.06,.36210334,.89999998
USSR,SLE,1968,800000,888888.94,370370.69,.41666698,.89999998
USSR,SLE,1969,900000,1000000,416667,.41666698,.89999998
USSR,SLE,1970,1600000,1777777.9,740741.38,.41666698,.89999998
USSR,SLE,1971,2300000,2571158.3,1056541,.41092023,.89453846
USSR,SLE,1972,800000,971561.63,389004.03,.40039048,.82341665
USSR,SLE,1973,1200000,1618064.8,660447,.40817094,.74162668
USSR,SLE,1974,1100000,1454490.5,622167.69,.42775643,.75627857
USSR,SLE,1975,1700000,2354842.5,1064485.8,.45204118,.72191668
USSR,SLE,1976,2100000,2785145.8,1549961,.55650985,.75400001
USSR,SLE,1977,3200000,4365144,2502414.8,.57327199,.73308003
USSR,SLE,1978,3300000,4834134.5,2521023.3,.52150458,.68264544
USSR,SLE,1979,3200000,4886154.5,2307150.3,.47218117,.65491176
USSR,SLE,1980,5100000,7824436,3366815.5,.43029499,.65180415
USSR,SLE,1981,6800000,9441742,4698601,.49764132,.72020608
USSR,SLE,1982,1800000,2483433.3,1421633.5,.57244682,.72480303
USSR,SLE,1983,2000000,2690363.5,1774899,.65972459,.74339396
USSR,SLE,1984,3000000,3684612.3,2770116,.75180668,.81419694
USSR,SLE,1985,2700000,3232558.8,2518958.5,.77924597,.83525163
USSR,SLV,1974,0,0,0,.42775643,.75627857
USSR,SLV,1975,100000,138520.14,62616.809,.45204118,.72191668
USSR,SLV,1976,0,0,0,.55650985,.75400001
USSR,SLV,1977,1100000,1500518.3,860205.06,.57327199,.73308003
USSR,SLV,1978,0,0,0,.52150458,.68264544
USSR,SOM,1960,0,0,0,.35714298,.89999998
USSR,SOM,1961,0,0,0,.35714298,.89999998
USSR,SOM,1962,800000,888888.94,317460.44,.35714298,.89999998
USSR,SOM,1963,6100000,6777778,2420635.8,.35714298,.89999998
USSR,SOM,1964,7500000,8333333.5,2976191.5,.35714298,.89999998
USSR,SOM,1965,6200000,6888889,2460318.5,.35714298,.89999998
USSR,SOM,1966,7800000,8666667,3095239.3,.35714298,.89999998
USSR,SOM,1967,5100000,5666667,2051919.1,.36210334,.89999998
USSR,SOM,1968,3200000,3555555.8,1481482.8,.41666698,.89999998
USSR,SOM,1969,1900000,2111111.3,879630.38,.41666698,.89999998
USSR,SOM,1970,2800000,3111111.3,1296297.4,.41666698,.89999998
USSR,SOM,1971,5500000,6148422,2526511,.41092023,.89453846
USSR,SOM,1972,11700000,14209088,5689183.5,.40039048,.82341665
USSR,SOM,1973,11500000,15506454,6329284,.40817094,.74162668
USSR,SOM,1974,16800000,22214036,9502197,.42775643,.75627857
USSR,SOM,1975,22200000,30751472,13900932,.45204118,.72191668
USSR,SOM,1976,18700000,24801060,13802034,.55650985,.75400001
USSR,SOM,1977,20100000,27418562,15718294,.57327199,.73308003
USSR,SWE,1950,10400000,10961792,3914927,.35714298,.94875002
USSR,SWE,1951,10900000,12111111,4325398.5,.35714298,.89999998
USSR,SWE,1952,19400000,21555556,7698415.5,.35714298,.89999998
USSR,SWE,1953,13000000,14444445,5158732,.35714298,.89999998
USSR,SWE,1954,21400000,23777778,8492067,.35714298,.89999998
USSR,SWE,1955,25695000,28550000,10196432,.35714298,.89999998
USSR,SWE,1956,31185000,34650000,12375004,.35714298,.89999998
USSR,SWE,1957,28282500,31425000,11223218,.35714298,.89999998
USSR,SWE,1958,27180000,30200000,10785718,.35714298,.89999998
USSR,SWE,1959,39915000,44350000,15839291,.35714298,.89999998
USSR,SWE,1960,48100000,53444444,19087308,.35714298,.89999998
USSR,SWE,1961,46300000,51444444,18373022,.35714298,.89999998
USSR,SWE,1962,47800000,53111112,18968262,.35714298,.89999998
USSR,SWE,1963,57900000,64333336,22976200,.35714298,.89999998
USSR,SWE,1964,49500000,55000000,19642864,.35714298,.89999998
USSR,SWE,1965,50900000,56555556,20198420,.35714298,.89999998
USSR,SWE,1966,63700000,70777776,25277786,.35714298,.89999998
USSR,SWE,1967,58100000,64555556,23375782,.36210334,.89999998
USSR,SWE,1968,79800000,88666672,36944476,.41666698,.89999998
USSR,SWE,1969,97000000,107777784,44907444,.41666698,.89999998
USSR,SWE,1970,105400000,117111112,48796332,.41666698,.89999998
USSR,SWE,1971,111000000,124086336,50989588,.41092023,.89453846
USSR,SWE,1972,108900000,132253824,52953172,.40039048,.82341665
USSR,SWE,1973,130700000,176234224,71933688,.40817094,.74162668
USSR,SWE,1974,285800000,377903072,161650464,.42775643,.75627857
USSR,SWE,1975,289500000,401015808,181275664,.45204118,.72191668
USSR,SWE,1976,280500000,372015904,207030512,.55650985,.75400001
USSR,SWE,1977,277400000,378403424,216928080,.57327199,.73308003
USSR,SWE,1978,311900000,456898976,238274912,.52150458,.68264544
USSR,SWE,1979,553500000,845152000,399064864,.47218117,.65491176
USSR,SWE,1980,354900000,544488704,234290768,.43029499,.65180415
USSR,SWE,1981,291200000,404328704,201210672,.49764132,.72020608
USSR,SWE,1982,425300000,586780096,335900416,.57244682,.72480303
USSR,SWE,1983,652200000,877327552,578794560,.65972459,.74339396
USSR,SWE,1984,563400000,691970176,520227808,.75180668,.81419694
USSR,SWE,1985,492100000,589163776,459103488,.77924597,.83525163
USSR,SWE,1986,298000000,424504128,289595584,.68219733,.70199555
USSR,SWE,1987,426900000,674848128,412957440,.6119265,.63258678
USSR,SWE,1988,462600000,761071744,427851808,.56217015,.60782707
USSR,SYEM,1968,1300000,1444444.5,601852.31,.41666698,.89999998
USSR,SYEM,1969,6200000,6888889,2870372.5,.41666698,.89999998
USSR,SYEM,1970,4300000,4777778,1990742.4,.41666698,.89999998
USSR,SYEM,1971,2200000,2459368.8,1010604.4,.41092023,.89453846
USSR,SYEM,1972,6500000,7893938,3160657.5,.40039048,.82341665
USSR,SYEM,1973,11500000,15506454,6329284,.40817094,.74162668
USSR,SYEM,1974,15100000,19966188,8540665,.42775643,.75627857
USSR,SYEM,1975,13800000,19115780,8641120,.45204118,.72191668
USSR,SYEM,1976,20000000,26525198,14761534,.55650985,.75400001
USSR,SYEM,1977,34100000,46516068,26666358,.57327199,.73308003
USSR,SYEM,1978,26500000,38819568,20244582,.52150458,.68264544
USSR,SYEM,1979,64900000.00000001,99097320,46791888,.47218117,.65491176
USSR,SYEM,1980,55900000,85761960,36902940,.43029499,.65180415
USSR,SYEM,1981,92800000,128852008,64122084,.49764132,.72020608
USSR,SYEM,1982,67099999.99999999,92576872,52995336,.57244682,.72480303
USSR,SYEM,1983,136000000,182944720,120693128,.65972459,.74339396
USSR,SYEM,1984,110200000,135348096,101755600,.75180668,.81419694
USSR,SYEM,1985,145300000,173959552,135557280,.77924597,.83525163
USSR,SYEM,1986,102000000,145300064,99123320,.68219733,.70199555
USSR,SYEM,1987,113600000,179580112,109889832,.6119265,.63258678
USSR,SYEM,1988,162800000,267839344,150571280,.56217015,.60782707
USSR,SYR,1950,200000,210803.69,75287.055,.35714298,.94875002
USSR,SYR,1951,100000,111111.12,39682.555,.35714298,.89999998
USSR,SYR,1952,0,0,0,.35714298,.89999998
USSR,SYR,1953,100000,111111.12,39682.555,.35714298,.89999998
USSR,SYR,1954,100000,111111.12,39682.555,.35714298,.89999998
USSR,SYR,1955,300000,333333.34,119047.66,.35714298,.89999998
USSR,SYR,1956,1400000,1555555.6,555555.75,.35714298,.89999998
USSR,SYR,1957,3937500,4375000,1562500.5,.35714298,.89999998
USSR,SYR,1958,13747500,15275000,5455359,.35714298,.89999998
USSR,SYR,1959,13635000,15150000,5410716,.35714298,.89999998
USSR,SYR,1960,9900000,11000000,3928572.8,.35714298,.89999998
USSR,SYR,1961,15300000,17000000,6071430.5,.35714298,.89999998
USSR,SYR,1962,4700000,5222222.5,1865080.1,.35714298,.89999998
USSR,SYR,1963,11800000,13111111,4682541.5,.35714298,.89999998
USSR,SYR,1964,11000000,12222223,4365081,.35714298,.89999998
USSR,SYR,1965,11400000,12666667,4523811.5,.35714298,.89999998
USSR,SYR,1966,20400000,22666668,8095241.5,.35714298,.89999998
USSR,SYR,1967,30800000,34222224,12391982,.36210334,.89999998
USSR,SYR,1968,37900000,42111112,17546310,.41666698,.89999998
USSR,SYR,1969,43000000,47777780,19907424,.41666698,.89999998
USSR,SYR,1970,41800000,46444444,19351866,.41666698,.89999998
USSR,SYR,1971,51900000,58018748,23841078,.41092023,.89453846
USSR,SYR,1972,58600000,71166888,28494544,.40039048,.82341665
USSR,SYR,1973,72100000,97218728,39681860,.40817094,.74162668
USSR,SYR,1974,70100000,92690712,39649048,.42775643,.75627857
USSR,SYR,1975,99000000,137134944,61990640,.45204118,.72191668
