iso_o,iso_d,year,FLOW_USSR,FLOWU,FLOWP,fx_GBR,fx_USSR
DNK,USSR,1982,70510000,97281600,55688544,.57244682,.72480303
DNK,USSR,1983,71500000,96180496,63452640,.65972459,.74339396
DNK,USSR,1984,126170000,154962512,116501848,.75180668,.81419694
DNK,USSR,1985,136950000,163962560,127767168,.77924597,.83525163
DNK,USSR,1986,143770000,204801872,139715296,.68219733,.70199555
DNK,USSR,1987,83930000,132677448,81188848,.6119265,.63258678
DNK,USSR,1988,115720000,190383104,107027696,.56217015,.60782707
DOM,USSR,1972,3080000.000000001,3740512.3,1497665.5,.40039048,.82341665
DOM,USSR,1973,17160000,23138326,9444392,.40817094,.74162668
DZA,USSR,1950,550000,579710.13,207039.41,.35714298,.94875002
DZA,USSR,1958,220000,244444.45,87301.625,.35714298,.89999998
DZA,USSR,1959,0,0,0,.35714298,.89999998
DZA,USSR,1960,0,0,0,.35714298,.89999998
DZA,USSR,1961,0,0,0,.35714298,.89999998
DZA,USSR,1962,110000,122222.23,43650.813,.35714298,.89999998
DZA,USSR,1963,660000,733333.38,261904.88,.35714298,.89999998
DZA,USSR,1964,3740000.000000001,4155555.8,1484127.6,.35714298,.89999998
DZA,USSR,1965,3740000.000000001,4155555.8,1484127.6,.35714298,.89999998
DZA,USSR,1966,5830000.000000001,6477778,2313493,.35714298,.89999998
DZA,USSR,1967,16060000,17844444,6461533,.36210334,.89999998
DZA,USSR,1968,27390000,30433334,12680566,.41666698,.89999998
DZA,USSR,1969,60940000.00000001,67711112,28212984,.41666698,.89999998
DZA,USSR,1970,61380000.00000001,68200000,28416688,.41666698,.89999998
DZA,USSR,1971,76230000,85217128,35017444,.41092023,.89453846
DZA,USSR,1972,64460000.00000001,78283576,31343998,.40039048,.82341665
DZA,USSR,1973,57310000.00000001,77276080,31541850,.40817094,.74162668
DZA,USSR,1974,67540000,89305720,38201096,.42775643,.75627857
DZA,USSR,1975,148170000,205245296,92779328,.45204118,.72191668
DZA,USSR,1976,64790000.00000001,85928384,47819992,.55650985,.75400001
DZA,USSR,1977,43340000,59120420,33892080,.57327199,.73308003
DZA,USSR,1978,56430000.00000001,82663704,43109500,.52150458,.68264544
DZA,USSR,1979,37620000,57442852,27123434,.47218117,.65491176
DZA,USSR,1980,68750000,105476472,45385996,.43029499,.65180415
DZA,USSR,1981,92620000.00000002,128602080,63997708,.49764132,.72020608
DZA,USSR,1982,50710000.00000001,69963832,40050572,.57244682,.72480303
DZA,USSR,1983,13420000,18052340,11909573,.65972459,.74339396
DZA,USSR,1984,160050000,196574064,147785696,.75180668,.81419694
DZA,USSR,1985,300190000,359400672,280061536,.77924597,.83525163
DZA,USSR,1986,263340000,375130592,255913088,.68219733,.70199555
DZA,USSR,1987,124740000,197190336,120665992,.6119265,.63258678
DZA,USSR,1988,245850000,404473600,227382976,.56217015,.60782707
ECU,USSR,1967,220000,244444.45,88514.156,.36210334,.89999998
ECU,USSR,1968,12320000,13688889,5703708,.41666698,.89999998
ECU,USSR,1969,13750000,15277778,6365745.5,.41666698,.89999998
ECU,USSR,1970,770000.0000000001,855555.56,356481.75,.41666698,.89999998
ECU,USSR,1971,3630000.000000001,4057958.5,1667497.3,.41092023,.89453846
ECU,USSR,1972,2530000,3072563.5,1230225.1,.40039048,.82341665
ECU,USSR,1973,770000.0000000001,1038258.3,423786.84,.40817094,.74162668
ECU,USSR,1974,4840000,6399758,2737537.8,.42775643,.75627857
ECU,USSR,1975,14190000,19656008,8885325,.45204118,.72191668
ECU,USSR,1976,8140000.000000001,10795756,6007944.5,.55650985,.75400001
ECU,USSR,1977,10780000,14705079,8430010,.57327199,.73308003
ECU,USSR,1978,3630000.000000001,5317548,2773125.8,.52150458,.68264544
ECU,USSR,1981,3740000.000000001,5192958,2584230.5,.49764132,.72020608
ECU,USSR,1982,6710000.000000001,9257688,5299534,.57244682,.72480303
ECU,USSR,1983,4290000,5770830,3807158.5,.65972459,.74339396
ECU,USSR,1984,3740000.000000001,4593483,3453411.3,.75180668,.81419694
ECU,USSR,1985,5280000,6321448.5,4925963.5,.77924597,.83525163
EDEU,USSR,1950,158510000,167072464,59668760,.35714298,.94875002
EDEU,USSR,1951,324610000,360677792,128813544,.35714298,.89999998
EDEU,USSR,1952,361570000,401744448,143480208,.35714298,.89999998
EDEU,USSR,1953,478500000.0000001,531666688,189881024,.35714298,.89999998
EDEU,USSR,1954,611490000,679433344,242654848,.35714298,.89999998
EDEU,USSR,1955,501360750.0000001,557067520,198952752,.35714298,.89999998
EDEU,USSR,1956,620061750.0000002,688957504,246056336,.35714298,.89999998
EDEU,USSR,1957,756706500.0000002,840785024,300280480,.35714298,.89999998
EDEU,USSR,1958,807765750.0000001,897517504,320542080,.35714298,.89999998
EDEU,USSR,1959,880580250.0000001,978422528,349436736,.35714298,.89999998
EDEU,USSR,1960,919820000.0000001,1022022272,365008096,.35714298,.89999998
EDEU,USSR,1961,867130000.0000001,963477824,344099360,.35714298,.89999998
EDEU,USSR,1962,1063040000,1181155584,421841440,.35714298,.89999998
EDEU,USSR,1963,1290630000,1434033408,512154976,.35714298,.89999998
EDEU,USSR,1964,1314390000,1460433408,521583552,.35714298,.89999998
EDEU,USSR,1965,1271820000,1413133312,504690656,.35714298,.89999998
EDEU,USSR,1966,1225620000,1361800064,486357344,.35714298,.89999998
EDEU,USSR,1967,1398540000,1553933312,562684416,.36210334,.89999998
EDEU,USSR,1968,1589280000,1765866752,735778368,.41666698,.89999998
EDEU,USSR,1969,1613040000,1792266752,746778368,.41666698,.89999998
EDEU,USSR,1970,1712590000,1902877824,792866368,.41666698,.89999998
EDEU,USSR,1971,1900250000,2124279808,872909568,.41092023,.89453846
EDEU,USSR,1972,2238170000,2718150144,1088321408,.40039048,.82341665
EDEU,USSR,1973,2319790000,3127975424,1276748672,.40817094,.74162668
EDEU,USSR,1974,2365770000,3128172800,1338096000,.42775643,.75627857
EDEU,USSR,1975,2907410000,4027348480,1820527360,.45204118,.72191668
EDEU,USSR,1976,3057230000.000001,4054681600,2256470272,.55650985,.75400001
EDEU,USSR,1977,3372930000.000001,4601039360,2637647104,.57327199,.73308003
EDEU,USSR,1978,4082320000.000001,5980146688,3118673920,.52150458,.68264544
EDEU,USSR,1979,4308700000,6579054080,3106505472,.47218117,.65491176
EDEU,USSR,1980,4759260000,7301671936,3141872896,.43029499,.65180415
EDEU,USSR,1981,5670060000,7872829952,3917845504,.49764132,.72020608
EDEU,USSR,1982,6353820000.000001,8766271488,5018224128,.57244682,.72480303
EDEU,USSR,1983,7255270000.000001,9759656960,6438685696,.65972459,.74339396
EDEU,USSR,1984,8104360000.000001,9953808384,7483339776,.75180668,.81419694
EDEU,USSR,1985,8350870000.000001,9998028800,7790923776,.77924597,.83525163
EDEU,USSR,1986,7840910000.000001,11169458176,7619774464,.68219733,.70199555
EDEU,USSR,1987,7802520000.000001,12334307328,7547689472,.6119265,.63258678
EDEU,USSR,1988,7726840000.000001,12712233984,7146438656,.56217015,.60782707
EGY,USSR,1950,27170000,28637680,10227747,.35714298,.94875002
EGY,USSR,1951,6710000.000000001,7455556,2662699.5,.35714298,.89999998
EGY,USSR,1952,30360000,33733336,12047624,.35714298,.89999998
EGY,USSR,1953,11880000,13200000,4714287.5,.35714298,.89999998
EGY,USSR,1954,8800000,9777778,3492064.8,.35714298,.89999998
EGY,USSR,1955,15221250,16912500,6040180.5,.35714298,.89999998
EGY,USSR,1956,49846500.00000002,55385000,19780364,.35714298,.89999998
EGY,USSR,1957,109815750,122017504,43577696,.35714298,.89999998
EGY,USSR,1958,106053750,117837504,42084836,.35714298,.89999998
EGY,USSR,1959,91698750,101887504,36388408,.35714298,.89999998
EGY,USSR,1960,120120000,133466672,47666684,.35714298,.89999998
EGY,USSR,1961,95260000.00000002,105844448,37801604,.35714298,.89999998
EGY,USSR,1962,72270000,80300000,28678582,.35714298,.89999998
EGY,USSR,1963,122320000,135911120,48539704,.35714298,.89999998
EGY,USSR,1964,122320000,135911120,48539704,.35714298,.89999998
EGY,USSR,1965,161810000,179788896,64210344,.35714298,.89999998
EGY,USSR,1966,148500000,165000000,58928592,.35714298,.89999998
EGY,USSR,1967,143660000,159622224,57799740,.36210334,.89999998
EGY,USSR,1968,168960000,187733344,78222288,.41666698,.89999998
EGY,USSR,1969,225830000,250922224,104551008,.41666698,.89999998
EGY,USSR,1970,307450000,341611136,142338080,.41666698,.89999998
EGY,USSR,1971,330770000,369766112,151944384,.41092023,.89453846
EGY,USSR,1972,272360000,330768160,132436424,.40039048,.82341665
EGY,USSR,1973,290290000,391423360,159767648,.40817094,.74162668
EGY,USSR,1974,469480000.0000001,620776576,265541168,.42775643,.75627857
EGY,USSR,1975,493130000.0000001,683084352,308782240,.45204118,.72191668
EGY,USSR,1976,363880000,482599456,268571360,.55650985,.75400001
EGY,USSR,1977,318010000,433799840,248685296,.57327199,.73308003
EGY,USSR,1978,217800000,319052896,166387552,.52150458,.68264544
EGY,USSR,1979,218240000,333235744,157347648,.47218117,.65491176
EGY,USSR,1980,232100000,356088544,153223120,.43029499,.65180415
EGY,USSR,1981,294030000,408258144,203166128,.49764132,.72020608
EGY,USSR,1982,332310000,458483168,262457232,.57244682,.72480303
EGY,USSR,1983,392700000.0000001,528252896,348501440,.65972459,.74339396
EGY,USSR,1984,297000000,364776608,274241504,.75180668,.81419694
EGY,USSR,1985,338360000,405099488,315672160,.77924597,.83525163
EGY,USSR,1986,295020000,420259072,286699616,.68219733,.70199555
EGY,USSR,1987,326150000,515581440,315497952,.6119265,.63258678
EGY,USSR,1988,345620000,568615680,319658752,.56217015,.60782707
ESP,USSR,1958,4925250,5472500,1954465,.35714298,.89999998
ESP,USSR,1959,4974750.000000002,5527500,1974107.9,.35714298,.89999998
ESP,USSR,1960,11660000,12955556,4626986,.35714298,.89999998
ESP,USSR,1961,2090000,2322222.3,829365.38,.35714298,.89999998
ESP,USSR,1962,990000.0000000001,1100000,392857.28,.35714298,.89999998
ESP,USSR,1963,1320000,1466666.8,523809.75,.35714298,.89999998
ESP,USSR,1964,4290000,4766667,1702381.6,.35714298,.89999998
ESP,USSR,1965,2200000,2444444.5,873016.19,.35714298,.89999998
ESP,USSR,1966,6490000.000000001,7211111.5,2575398,.35714298,.89999998
ESP,USSR,1967,3630000.000000001,4033333.5,1460483.5,.36210334,.89999998
ESP,USSR,1968,13530000,15033334,6263894,.41666698,.89999998
ESP,USSR,1969,3740000.000000001,4155555.8,1731482.9,.41666698,.89999998
ESP,USSR,1970,6270000.000000001,6966667,2902780.3,.41666698,.89999998
ESP,USSR,1971,9900000,11067160,4547720,.41092023,.89453846
ESP,USSR,1972,25190000,30592046,12248764,.40039048,.82341665
ESP,USSR,1973,11660000,15722196,6417343.5,.40817094,.74162668
ESP,USSR,1974,30140000,39853040,17047394,.42775643,.75627857
ESP,USSR,1975,49940000.00000001,69176960,31270834,.45204118,.72191668
ESP,USSR,1976,67430000,89429704,49768512,.55650985,.75400001
ESP,USSR,1977,72050000,98283952,56343436,.57327199,.73308003
ESP,USSR,1978,102080000,149535904,77983656,.52150458,.68264544
ESP,USSR,1979,158510000,242032608,114283240,.47218117,.65491176
ESP,USSR,1980,167310000,256687536,110451360,.43029499,.65180415
ESP,USSR,1981,412720000.0000001,573058176,285177440,.49764132,.72020608
ESP,USSR,1982,182930000,252385808,144477456,.57244682,.72480303
ESP,USSR,1983,274780000,369629056,243853376,.65972459,.74339396
ESP,USSR,1984,337700000,414764512,311822720,.75180668,.81419694
ESP,USSR,1985,388850000.0000001,465548320,362776640,.77924597,.83525163
ESP,USSR,1986,190080000,270770944,184719216,.68219733,.70199555
ESP,USSR,1987,174680000,276136032,168974960,.6119265,.63258678
ESP,USSR,1988,169400000,278697696,156675520,.56217015,.60782707
ETH,USSR,1956,220000,244444.45,87301.625,.35714298,.89999998
ETH,USSR,1957,2750000,3055555.8,1091270.3,.35714298,.89999998
ETH,USSR,1958,940500.0000000001,1045000,373214.41,.35714298,.89999998
ETH,USSR,1959,660000,733333.38,261904.88,.35714298,.89999998
ETH,USSR,1960,440000.0000000001,488888.91,174603.25,.35714298,.89999998
ETH,USSR,1961,660000,733333.38,261904.88,.35714298,.89999998
ETH,USSR,1962,1210000,1344444.5,480158.91,.35714298,.89999998
ETH,USSR,1963,1980000,2200000,785714.56,.35714298,.89999998
ETH,USSR,1964,2310000,2566666.8,916667,.35714298,.89999998
ETH,USSR,1965,2530000,2811111.3,1003968.7,.35714298,.89999998
ETH,USSR,1966,2970000.000000001,3300000,1178571.9,.35714298,.89999998
ETH,USSR,1967,3850000.000000001,4277778,1548997.8,.36210334,.89999998
ETH,USSR,1968,2090000,2322222.3,967593.31,.41666698,.89999998
ETH,USSR,1969,3960000.000000001,4400000,1833334.8,.41666698,.89999998
ETH,USSR,1970,880000.0000000001,977777.81,407407.72,.41666698,.89999998
ETH,USSR,1971,3190000.000000001,3566084.8,1465376.4,.41092023,.89453846
ETH,USSR,1972,2310000,2805384.3,1123249.1,.40039048,.82341665
ETH,USSR,1973,2420000,3263097.3,1331901.5,.40817094,.74162668
ETH,USSR,1974,3960000.000000001,5236166,2239803.8,.42775643,.75627857
ETH,USSR,1975,2310000,3199815.3,1446448.3,.45204118,.72191668
ETH,USSR,1976,770000.0000000001,1021220.1,568319.06,.55650985,.75400001
ETH,USSR,1977,1650000,2250777.5,1290307.8,.57327199,.73308003
ETH,USSR,1978,4730000,6928926.5,3613467,.52150458,.68264544
ETH,USSR,1979,20460000,31240850,14751341,.47218117,.65491176
ETH,USSR,1980,28270000,43371924,18662722,.43029499,.65180415
ETH,USSR,1981,22110000,30699546,15277363,.49764132,.72020608
ETH,USSR,1982,14520000,20033028,11467843,.57244682,.72480303
ETH,USSR,1983,19800000,26634600,17571500,.65972459,.74339396
ETH,USSR,1984,20570000,25264158,18993762,.75180668,.81419694
ETH,USSR,1985,38060000,45567108,35507984,.77924597,.83525163
ETH,USSR,1986,32120000,45755276,31214128,.68219733,.70199555
ETH,USSR,1987,27280000,43124520,26389036,.6119265,.63258678
ETH,USSR,1988,27500000,45243132,25434338,.56217015,.60782707
FIN,USSR,1950,29700000,31304348,11180128,.35714298,.94875002
FIN,USSR,1951,69850000,77611112,27718264,.35714298,.89999998
FIN,USSR,1952,119900000,133222224,47579384,.35714298,.89999998
FIN,USSR,1953,145530000,161700000,57750020,.35714298,.89999998
FIN,USSR,1954,151360000,168177776,60063512,.35714298,.89999998
FIN,USSR,1955,126546750,140607504,50216984,.35714298,.89999998
FIN,USSR,1956,144738000,160820000,57435736,.35714298,.89999998
FIN,USSR,1957,163548000,181720000,64900024,.35714298,.89999998
FIN,USSR,1958,135828000,150920000,53900020,.35714298,.89999998
FIN,USSR,1959,140703750,156337504,55834844,.35714298,.89999998
FIN,USSR,1960,142780000,158644448,56658752,.35714298,.89999998
FIN,USSR,1961,140580000,156200000,55785736,.35714298,.89999998
FIN,USSR,1962,213510000,237233344,84726224,.35714298,.89999998
FIN,USSR,1963,206910000,229900000,82107176,.35714298,.89999998
FIN,USSR,1964,166210000,184677776,65956372,.35714298,.89999998
FIN,USSR,1965,239140000,265711120,94896864,.35714298,.89999998
FIN,USSR,1966,214830000,238700000,85250032,.35714298,.89999998
FIN,USSR,1967,265980000,295533344,107013608,.36210334,.89999998
FIN,USSR,1968,263230000,292477792,121865840,.41666698,.89999998
FIN,USSR,1969,291060000.0000001,323400000,134750096,.41666698,.89999998
FIN,USSR,1970,299640000,332933344,138722336,.41666698,.89999998
FIN,USSR,1971,270930000,302871264,124455928,.41092023,.89453846
FIN,USSR,1972,334510000,406246336,162657168,.40039048,.82341665
FIN,USSR,1973,398530000.0000001,537372800,219339968,.40817094,.74162668
FIN,USSR,1974,662310000,875748736,374607136,.42775643,.75627857
FIN,USSR,1975,921030000.0000001,1275812096,576719616,.45204118,.72191668
FIN,USSR,1976,1087680000,1442546432,802791296,.55650985,.75400001
FIN,USSR,1977,1235630000,1685532160,966268352,.57327199,.73308003
FIN,USSR,1978,1305040000,1911739136,996980736,.52150458,.68264544
FIN,USSR,1979,1251580000,1911066624,902369664,.47218117,.65491176
FIN,USSR,1980,2051610000,3147586560,1354390784,.43029499,.65180415
FIN,USSR,1981,2995630000.000001,4159406592,2069892608,.49764132,.72020608
FIN,USSR,1982,3077580000.000001,4246091520,2430661632,.57244682,.72480303
FIN,USSR,1983,2959000000.000001,3980392960,2625963008,.65972459,.74339396
FIN,USSR,1984,2543530000,3123973888,2348624384,.75180668,.81419694
FIN,USSR,1985,2959440000.000001,3543171840,2761002496,.77924597,.83525163
FIN,USSR,1986,2615250000,3725451008,2541492736,.68219733,.70199555
FIN,USSR,1987,2239490000,3540209920,2166348288,.6119265,.63258678
FIN,USSR,1988,2407130000,3960221696,2226318336,.56217015,.60782707
FRA,USSR,1950,3960000.000000001,4173913,1490683.8,.35714298,.94875002
FRA,USSR,1951,7480000.000000001,8311111.5,2968255.3,.35714298,.89999998
FRA,USSR,1952,10450000,11611111,4146826.8,.35714298,.89999998
FRA,USSR,1953,20790000,23100000,8250003,.35714298,.89999998
FRA,USSR,1954,35640000,39600000,14142862,.35714298,.89999998
FRA,USSR,1955,35739000.00000001,39710000,14182148,.35714298,.89999998
FRA,USSR,1956,50069250.00000002,55632500,19868758,.35714298,.89999998
FRA,USSR,1957,47049750.00000001,52277500,18670542,.35714298,.89999998
FRA,USSR,1958,79769250,88632504,31654478,.35714298,.89999998
FRA,USSR,1959,99440000.00000002,110488888,39460332,.35714298,.89999998
FRA,USSR,1960,128590000,142877776,51027796,.35714298,.89999998
FRA,USSR,1961,119240000,132488896,47317480,.35714298,.89999998
FRA,USSR,1962,152900000,169888896,60674628,.35714298,.89999998
FRA,USSR,1963,70180000,77977776,27849216,.35714298,.89999998
FRA,USSR,1964,68530000,76144448,27194456,.35714298,.89999998
FRA,USSR,1965,113190000,125766672,44916684,.35714298,.89999998
FRA,USSR,1966,158730000,176366672,62988120,.35714298,.89999998
FRA,USSR,1967,186450000,207166672,75015744,.36210334,.89999998
FRA,USSR,1968,291390000,323766688,134902896,.41666698,.89999998
FRA,USSR,1969,319660000,355177792,147990864,.41666698,.89999998
FRA,USSR,1970,315480000,350533344,146055664,.41666698,.89999998
FRA,USSR,1971,310090000,346648032,142444688,.41092023,.89453846
FRA,USSR,1972,385330000.0000001,467964800,187368656,.40039048,.82341665
FRA,USSR,1973,494340000.0000001,666561792,272071168,.40817094,.74162668
FRA,USSR,1974,597410000,789933760,337899232,.42775643,.75627857
FRA,USSR,1975,880880000.0000001,1220196224,551578944,.45204118,.72191668
FRA,USSR,1976,1015520000,1346843520,749531712,.55650985,.75400001
FRA,USSR,1977,994400000.0000001,1356468480,777625408,.57327199,.73308003
FRA,USSR,1978,1071950000,1570288128,818912448,.52150458,.68264544
FRA,USSR,1979,1317360000,2011507584,949796032,.47218117,.65491176
FRA,USSR,1980,1661330000,2548817664,1096743424,.43029499,.65180415
FRA,USSR,1981,1831390000,2542869504,1265436928,.49764132,.72020608
FRA,USSR,1982,1394140000,1923474304,1101086720,.57244682,.72480303
FRA,USSR,1983,1900360000,2556329728,1686473600,.65972459,.74339396
FRA,USSR,1984,1955030000,2401175808,1805219968,.75180668,.81419694
FRA,USSR,1985,1764400000,2112417280,1646092672,.77924597,.83525163
FRA,USSR,1986,1242560000,1770039680,1207516288,.68219733,.70199555
FRA,USSR,1987,1199220000,1895739904,1160053504,.6119265,.63258678
FRA,USSR,1988,1308890000,2153392128,1210572800,.56217015,.60782707
GBR,USSR,1950,39820000,41971012,14989653,.35714298,.94875002
GBR,USSR,1951,77000000,85555560,30555568,.35714298,.89999998
GBR,USSR,1952,122650000,136277776,48670652,.35714298,.89999998
GBR,USSR,1953,52470000.00000001,58300000,20821436,.35714298,.89999998
GBR,USSR,1954,51150000.00000001,56833336,20297628,.35714298,.89999998
GBR,USSR,1955,70364250,78182504,27922332,.35714298,.89999998
GBR,USSR,1956,73656000.00000002,81840000,29228582,.35714298,.89999998
GBR,USSR,1957,110979000,123310000,44039300,.35714298,.89999998
GBR,USSR,1958,72146250.00000002,80162504,28629476,.35714298,.89999998
GBR,USSR,1959,89941500,99935000,35691084,.35714298,.89999998
GBR,USSR,1960,107030000,118922224,42472240,.35714298,.89999998
GBR,USSR,1961,126940000,141044448,50373036,.35714298,.89999998
GBR,USSR,1962,116160000,129066672,46095256,.35714298,.89999998
GBR,USSR,1963,128590000,142877776,51027796,.35714298,.89999998
GBR,USSR,1964,102190000,113544448,40551604,.35714298,.89999998
GBR,USSR,1965,150480000,167200000,59714308,.35714298,.89999998
GBR,USSR,1966,167200000,185777776,66349228,.35714298,.89999998
GBR,USSR,1967,195470000,217188896,78644824,.36210334,.89999998
GBR,USSR,1968,270270000,300300000,125125096,.41666698,.89999998
GBR,USSR,1969,237930000,264366672,110152864,.41666698,.89999998
GBR,USSR,1970,245520000,272800000,113666752,.41666698,.89999998
GBR,USSR,1971,220000000,245936880,101060440,.41092023,.89453846
GBR,USSR,1972,205370000,249412000,99862192,.40039048,.82341665
GBR,USSR,1973,192060000,258971264,105704544,.40817094,.74162668
GBR,USSR,1974,219560000,290316288,124184656,.42775643,.75627857
GBR,USSR,1975,405020000.0000001,561034304,253610608,.45204118,.72191668
GBR,USSR,1976,448690000.0000001,595079552,331167648,.55650985,.75400001
GBR,USSR,1977,415910000.0000001,567345984,325243552,.57327199,.73308003
GBR,USSR,1978,735570000,1077528576,561936064,.52150458,.68264544
GBR,USSR,1979,891770000.0000001,1361664384,642952256,.47218117,.65491176
GBR,USSR,1980,1047860000,1607630208,691755200,.43029499,.65180415
GBR,USSR,1981,944240000.0000001,1311069184,652442176,.49764132,.72020608
GBR,USSR,1982,827530000.0000001,1141730816,653580160,.57244682,.72480303
GBR,USSR,1983,695200000,935170368,616954880,.65972459,.74339396
GBR,USSR,1984,901340000.0000001,1107029504,832272192,.75180668,.81419694
GBR,USSR,1985,753610000.0000001,902255040,703078592,.77924597,.83525163
GBR,USSR,1986,566060000,806358400,550095552,.68219733,.70199555
GBR,USSR,1987,576730000,911700992,557894016,.6119265,.63258678
GBR,USSR,1988,685410000,1127639808,633925440,.56217015,.60782707
GHA,USSR,1950,8910000,9391304,3354038.3,.35714298,.94875002
GHA,USSR,1951,13310000,14788889,5281748,.35714298,.89999998
GHA,USSR,1952,13200000,14666667,5238097,.35714298,.89999998
GHA,USSR,1953,10560000,11733334,4190478,.35714298,.89999998
GHA,USSR,1954,20460000,22733334,8119051,.35714298,.89999998
GHA,USSR,1955,11434500,12705000,4537501.5,.35714298,.89999998
GHA,USSR,1956,8167500.000000001,9075000,3241072.5,.35714298,.89999998
GHA,USSR,1957,18735750.00000001,20817500,7434824,.35714298,.89999998
GHA,USSR,1958,2648250,2942500,1050893.3,.35714298,.89999998
GHA,USSR,1959,8093250.000000002,8992500,3211608.3,.35714298,.89999998
GHA,USSR,1960,21450000,23833334,8511908,.35714298,.89999998
GHA,USSR,1961,6710000.000000001,7455556,2662699.5,.35714298,.89999998
GHA,USSR,1962,16500000,18333334,6547621.5,.35714298,.89999998
GHA,USSR,1963,21340000,23711112,8468257,.35714298,.89999998
GHA,USSR,1964,20570000,22855556,8162701.5,.35714298,.89999998
GHA,USSR,1965,30360000,33733336,12047624,.35714298,.89999998
GHA,USSR,1966,23980000,26644446,9515877,.35714298,.89999998
GHA,USSR,1967,25410000,28233334,10223385,.36210334,.89999998
GHA,USSR,1968,20240000,22488890,9370378,.41666698,.89999998
GHA,USSR,1969,15290000,16988890,7078709.5,.41666698,.89999998
GHA,USSR,1970,43780000,48644444,20268534,.41666698,.89999998
GHA,USSR,1971,7590000.000000001,8484822,3486585,.41092023,.89453846
GHA,USSR,1972,33770000,41012044,16420832,.40039048,.82341665
GHA,USSR,1973,30800000,41530328,16951472,.40817094,.74162668
GHA,USSR,1974,27060000,35780468,15305325,.42775643,.75627857
GHA,USSR,1975,50930000.00000001,70548312,31890742,.45204118,.72191668
GHA,USSR,1976,70730000,93806368,52204168,.55650985,.75400001
GHA,USSR,1977,115610000,157704480,90407560,.57327199,.73308003
GHA,USSR,1978,120340000,176284784,91933320,.52150458,.68264544
GHA,USSR,1979,165880000,253286032,119596896,.47218117,.65491176
GHA,USSR,1980,134530000,206396352,88811320,.43029499,.65180415
GHA,USSR,1981,42570000,59108080,29414624,.49764132,.72020608
GHA,USSR,1982,40700000,56153188,32144714,.57244682,.72480303
GHA,USSR,1983,55220000.00000001,74280936,49004960,.65972459,.74339396
GHA,USSR,1984,52580000.00000001,64578968,48550900,.75180668,.81419694
GHA,USSR,1985,42240000,50571588,39407708,.77924597,.83525163
GHA,USSR,1986,60280000.00000001,85869488,58579936,.68219733,.70199555
GHA,USSR,1987,45430000,71816232,43946256,.6119265,.63258678
GHA,USSR,1988,14520000,23888374,13429331,.56217015,.60782707
GIN,USSR,1959,742500.0000000001,825000,294642.97,.35714298,.89999998
GIN,USSR,1960,2200000,2444444.5,873016.19,.35714298,.89999998
GIN,USSR,1961,4180000.000000001,4644444.5,1658730.8,.35714298,.89999998
GIN,USSR,1962,2640000,2933333.5,1047619.5,.35714298,.89999998
GIN,USSR,1963,2310000,2566666.8,916667,.35714298,.89999998
GIN,USSR,1964,2200000,2444444.5,873016.19,.35714298,.89999998
GIN,USSR,1965,3520000.000000001,3911111.3,1396826,.35714298,.89999998
GIN,USSR,1966,3520000.000000001,3911111.3,1396826,.35714298,.89999998
GIN,USSR,1967,2860000,3177777.8,1150684,.36210334,.89999998
GIN,USSR,1968,3190000.000000001,3544444.5,1476853,.41666698,.89999998
GIN,USSR,1969,3410000.000000001,3788889,1578705,.41666698,.89999998
GIN,USSR,1970,3300000.000000001,3666666.8,1527779,.41666698,.89999998
GIN,USSR,1971,5500000,6148422,2526511,.41092023,.89453846
GIN,USSR,1972,6160000.000000001,7481024.5,2995331,.40039048,.82341665
GIN,USSR,1973,2090000,2818129.5,1150278.6,.40817094,.74162668
GIN,USSR,1974,5390000,7127003.5,3048621.5,.42775643,.75627857
GIN,USSR,1975,15840000,21941590,9918502,.45204118,.72191668
GIN,USSR,1976,29480000,39098144,21758502,.55650985,.75400001
GIN,USSR,1977,31130000,42464668,24343804,.57327199,.73308003
GIN,USSR,1978,29590000,43346076,22605178,.52150458,.68264544
GIN,USSR,1979,24090000,36783580,17368514,.47218117,.65491176
GIN,USSR,1980,55880000.00000001,85731272,36889736,.43029499,.65180415
GIN,USSR,1981,69410000,96375192,47960280,.49764132,.72020608
GIN,USSR,1982,31350000,43253132,24760118,.57244682,.72480303
GIN,USSR,1983,48510000.00000001,65254768,43050176,.65972459,.74339396
GIN,USSR,1984,62700000.00000001,77008392,57895424,.75180668,.81419694
GIN,USSR,1985,63800000.00000001,76384168,59522056,.77924597,.83525163
GIN,USSR,1986,56210000.00000001,80071736,54624724,.68219733,.70199555
GIN,USSR,1987,56430000.00000001,89205152,54586996,.6119265,.63258678
GIN,USSR,1988,65780000.00000001,108221568,60838936,.56217015,.60782707
GNB,USSR,1979,110000,167961.56,79308.289,.47218117,.65491176
GNQ,USSR,1976,1430000,1896551.8,1055449.8,.55650985,.75400001
GNQ,USSR,1977,3190000.000000001,4351503,2494594.8,.57327199,.73308003
GNQ,USSR,1978,5280000,7734615.5,4033637.5,.52150458,.68264544
GRC,USSR,1950,0,0,0,.35714298,.94875002
GRC,USSR,1951,0,0,0,.35714298,.89999998
GRC,USSR,1952,0,0,0,.35714298,.89999998
GRC,USSR,1953,1430000,1588888.9,567460.5,.35714298,.89999998
GRC,USSR,1954,3740000.000000001,4155555.8,1484127.6,.35714298,.89999998
GRC,USSR,1955,2326500,2585000,923214.63,.35714298,.89999998
GRC,USSR,1956,6237000.000000001,6930000,2475001,.35714298,.89999998
